[2806, 1984]
[answer, [202.0, 286.0, 1567.0, 46.5], OVR-hOGdKM, 5698733]
[paragraph, [325.0, 533.0, 1442.0, 46.5], shoonya_4sNH5PJEEV4IN9, 5698733]
[paragraph, [325.0, 579.5, 1442.0, 46.5], shoonya_4sNH5PJEEV4IN9, 5698733]
[paragraph, [321.0, 686.0, 1434.0, 46.5], shoonya_3s6JNONX510C95, 5698733]
[paragraph, [321.0, 732.5, 1434.0, 46.5], shoonya_3s6JNONX510C95, 5698733]
[paragraph, [321.0, 779.0, 1434.0, 46.5], shoonya_3s6JNONX510C95, 5698733]
[paragraph, [321.0, 825.5, 1434.0, 46.5], shoonya_3s6JNONX510C95, 5698733]
[paragraph, [321.0, 872.0, 1434.0, 46.5], shoonya_3s6JNONX510C95, 5698733]
[paragraph, [321.0, 918.5, 1434.0, 46.5], shoonya_3s6JNONX510C95, 5698733]
[paragraph, [321.0, 965.0, 1434.0, 46.5], shoonya_3s6JNONX510C95, 5698733]
[paragraph, [321.0, 1011.5, 1434.0, 46.5], shoonya_3s6JNONX510C95, 5698733]
[paragraph, [321.0, 1058.0, 1434.0, 46.5], shoonya_3s6JNONX510C95, 5698733]
[paragraph, [317.0, 1124.0, 1436.0, 46.5], LB9ZZpL1oR, 5698733]
[paragraph, [317.0, 1170.5, 1436.0, 46.5], LB9ZZpL1oR, 5698733]
[paragraph, [317.0, 1217.0, 1436.0, 46.5], LB9ZZpL1oR, 5698733]
[paragraph, [317.0, 1263.5, 1436.0, 46.5], LB9ZZpL1oR, 5698733]
[paragraph, [317.0, 1310.0, 1436.0, 46.5], LB9ZZpL1oR, 5698733]
[paragraph, [317.0, 1356.5, 1436.0, 46.5], LB9ZZpL1oR, 5698733]
[paragraph, [317.0, 1403.0, 1436.0, 46.5], LB9ZZpL1oR, 5698733]
[paragraph, [317.0, 1449.5, 1436.0, 46.5], LB9ZZpL1oR, 5698733]
[paragraph, [317.0, 1496.0, 1436.0, 46.5], LB9ZZpL1oR, 5698733]
[paragraph, [317.0, 1542.5, 1436.0, 46.5], LB9ZZpL1oR, 5698733]
[ordered-list, [203.0, 1725.0, 1549.0, 46.5], shoonya_1sPJQO9SOKTHP8, 5698733]
[ordered-list, [203.0, 1771.5, 1549.0, 46.5], shoonya_1sPJQO9SOKTHP8, 5698733]
[ordered-list, [203.0, 1818.0, 1549.0, 46.5], shoonya_1sPJQO9SOKTHP8, 5698733]
[ordered-list, [203.0, 1864.5, 1549.0, 46.5], shoonya_1sPJQO9SOKTHP8, 5698733]
[ordered-list, [203.0, 1911.0, 1549.0, 46.5], shoonya_1sPJQO9SOKTHP8, 5698733]
[ordered-list, [203.0, 1957.5, 1549.0, 46.5], shoonya_1sPJQO9SOKTHP8, 5698733]
[ordered-list, [203.0, 2004.0, 1549.0, 46.5], shoonya_1sPJQO9SOKTHP8, 5698733]
[ordered-list, [203.0, 2050.5, 1549.0, 46.5], shoonya_1sPJQO9SOKTHP8, 5698733]
[ordered-list, [203.0, 2097.0, 1549.0, 46.5], shoonya_1sPJQO9SOKTHP8, 5698733]
[ordered-list, [203.0, 2143.5, 1549.0, 46.5], shoonya_1sPJQO9SOKTHP8, 5698733]
[ordered-list, [203.0, 2190.0, 1549.0, 46.5], shoonya_1sPJQO9SOKTHP8, 5698733]
[ordered-list, [203.0, 2236.5, 1549.0, 46.5], shoonya_1sPJQO9SOKTHP8, 5698733]
[ordered-list, [203.0, 2283.0, 1549.0, 46.5], shoonya_1sPJQO9SOKTHP8, 5698733]
[ordered-list, [203.0, 2329.5, 1549.0, 46.5], shoonya_1sPJQO9SOKTHP8, 5698733]
[ordered-list, [203.0, 2376.0, 1549.0, 46.5], shoonya_1sPJQO9SOKTHP8, 5698733]
[ordered-list, [203.0, 2422.5, 1549.0, 46.5], shoonya_1sPJQO9SOKTHP8, 5698733]
[ordered-list, [203.0, 2469.0, 1549.0, 46.5], shoonya_1sPJQO9SOKTHP8, 5698733]
[ordered-list, [203.0, 2515.5, 1549.0, 46.5], shoonya_1sPJQO9SOKTHP8, 5698733]
