[1372, 849]
[section-title, [259.0, 68.0, 332.0, 30.0], shoonya_2sGTZGP255BPGT, 5709762]
[paragraph, [60.0, 597.0, 716.0, 18.0], shoonya_1sGOPY8UC1YQUC, 5709762]
[paragraph, [60.0, 615.0, 716.0, 18.0], shoonya_1sGOPY8UC1YQUC, 5709762]
[paragraph, [60.0, 633.0, 716.0, 18.0], shoonya_1sGOPY8UC1YQUC, 5709762]
[paragraph, [60.0, 651.0, 716.0, 18.0], shoonya_1sGOPY8UC1YQUC, 5709762]
[paragraph, [60.0, 669.0, 716.0, 18.0], shoonya_1sGOPY8UC1YQUC, 5709762]
[paragraph, [60.0, 687.0, 716.0, 18.0], shoonya_1sGOPY8UC1YQUC, 5709762]
[paragraph, [60.0, 705.0, 716.0, 18.0], shoonya_1sGOPY8UC1YQUC, 5709762]
[paragraph, [60.0, 723.0, 716.0, 18.0], shoonya_1sGOPY8UC1YQUC, 5709762]
[paragraph, [60.0, 741.0, 716.0, 18.0], shoonya_1sGOPY8UC1YQUC, 5709762]
[paragraph, [60.0, 759.0, 716.0, 18.0], shoonya_1sGOPY8UC1YQUC, 5709762]
[paragraph, [60.0, 777.0, 716.0, 18.0], shoonya_1sGOPY8UC1YQUC, 5709762]
[paragraph, [60.0, 795.0, 716.0, 18.0], shoonya_1sGOPY8UC1YQUC, 5709762]
[paragraph, [60.0, 813.0, 716.0, 18.0], shoonya_1sGOPY8UC1YQUC, 5709762]
[paragraph, [60.0, 831.0, 716.0, 18.0], shoonya_1sGOPY8UC1YQUC, 5709762]
[paragraph, [60.0, 849.0, 716.0, 18.0], shoonya_1sGOPY8UC1YQUC, 5709762]
[paragraph, [60.0, 867.0, 716.0, 18.0], shoonya_1sGOPY8UC1YQUC, 5709762]
[paragraph, [60.0, 885.0, 716.0, 18.0], shoonya_1sGOPY8UC1YQUC, 5709762]
[paragraph, [60.0, 903.0, 716.0, 18.0], shoonya_1sGOPY8UC1YQUC, 5709762]
[paragraph, [60.0, 921.0, 716.0, 18.0], shoonya_1sGOPY8UC1YQUC, 5709762]
[paragraph, [60.0, 939.0, 716.0, 18.0], shoonya_1sGOPY8UC1YQUC, 5709762]
[paragraph, [60.0, 957.0, 716.0, 18.0], shoonya_1sGOPY8UC1YQUC, 5709762]
[paragraph, [60.0, 975.0, 716.0, 18.0], shoonya_1sGOPY8UC1YQUC, 5709762]
[paragraph, [58.0, 1007.0, 720.0, 18.0], shoonya_0sAMZIE2Y8YVSM, 5709762]
[paragraph, [58.0, 1025.0, 720.0, 18.0], shoonya_0sAMZIE2Y8YVSM, 5709762]
[paragraph, [58.0, 1043.0, 720.0, 18.0], shoonya_0sAMZIE2Y8YVSM, 5709762]
[paragraph, [58.0, 1061.0, 720.0, 18.0], shoonya_0sAMZIE2Y8YVSM, 5709762]
[paragraph, [58.0, 1079.0, 720.0, 18.0], shoonya_0sAMZIE2Y8YVSM, 5709762]
[paragraph, [58.0, 1097.0, 720.0, 18.0], shoonya_0sAMZIE2Y8YVSM, 5709762]
[paragraph, [58.0, 1115.0, 720.0, 18.0], shoonya_0sAMZIE2Y8YVSM, 5709762]
[paragraph, [58.0, 1133.0, 720.0, 18.0], shoonya_0sAMZIE2Y8YVSM, 5709762]
[paragraph, [58.0, 1151.0, 720.0, 18.0], shoonya_0sAMZIE2Y8YVSM, 5709762]
[paragraph, [58.0, 1169.0, 720.0, 18.0], shoonya_0sAMZIE2Y8YVSM, 5709762]
[paragraph, [58.0, 1187.0, 720.0, 18.0], shoonya_0sAMZIE2Y8YVSM, 5709762]
[paragraph, [58.0, 1205.0, 720.0, 18.0], shoonya_0sAMZIE2Y8YVSM, 5709762]
[paragraph, [58.0, 1223.0, 720.0, 18.0], shoonya_0sAMZIE2Y8YVSM, 5709762]
[paragraph, [58.0, 1241.0, 720.0, 18.0], shoonya_0sAMZIE2Y8YVSM, 5709762]
[paragraph, [58.0, 1259.0, 720.0, 18.0], shoonya_0sAMZIE2Y8YVSM, 5709762]
[paragraph, [58.0, 1277.0, 720.0, 18.0], shoonya_0sAMZIE2Y8YVSM, 5709762]
