[2067, 1567]
[folio, [189.0, 191.0, 279.0, 36.0], rnRMHWx_-V, 5735878]
[paragraph, [792.0, 819.0, 578.0, 36.0], shoonya_0sXAA99XOYQP2Y, 5735878]
[paragraph, [792.0, 855.0, 578.0, 36.0], shoonya_0sXAA99XOYQP2Y, 5735878]
[paragraph, [792.0, 891.0, 578.0, 36.0], shoonya_0sXAA99XOYQP2Y, 5735878]
[paragraph, [792.0, 927.0, 578.0, 36.0], shoonya_0sXAA99XOYQP2Y, 5735878]
[paragraph, [792.0, 963.0, 578.0, 36.0], shoonya_0sXAA99XOYQP2Y, 5735878]
[paragraph, [792.0, 999.0, 578.0, 36.0], shoonya_0sXAA99XOYQP2Y, 5735878]
[paragraph, [792.0, 1035.0, 578.0, 36.0], shoonya_0sXAA99XOYQP2Y, 5735878]
[paragraph, [790.0, 1096.0, 580.0, 36.0], shoonya_3sW1W6VZH1GOGP, 5735878]
[paragraph, [790.0, 1132.0, 580.0, 36.0], shoonya_3sW1W6VZH1GOGP, 5735878]
[paragraph, [790.0, 1168.0, 580.0, 36.0], shoonya_3sW1W6VZH1GOGP, 5735878]
[paragraph, [790.0, 1204.0, 580.0, 36.0], shoonya_3sW1W6VZH1GOGP, 5735878]
[paragraph, [790.0, 1240.0, 580.0, 36.0], shoonya_3sW1W6VZH1GOGP, 5735878]
[paragraph, [790.0, 1276.0, 580.0, 36.0], shoonya_3sW1W6VZH1GOGP, 5735878]
[paragraph, [790.0, 1312.0, 580.0, 36.0], shoonya_3sW1W6VZH1GOGP, 5735878]
[paragraph, [790.0, 1348.0, 580.0, 36.0], shoonya_3sW1W6VZH1GOGP, 5735878]
[paragraph, [790.0, 1384.0, 580.0, 36.0], shoonya_3sW1W6VZH1GOGP, 5735878]
[paragraph, [790.0, 1420.0, 580.0, 36.0], shoonya_3sW1W6VZH1GOGP, 5735878]
[paragraph, [790.0, 1456.0, 580.0, 36.0], shoonya_3sW1W6VZH1GOGP, 5735878]
[paragraph, [790.0, 1492.0, 580.0, 36.0], shoonya_3sW1W6VZH1GOGP, 5735878]
[paragraph, [790.0, 1528.0, 580.0, 36.0], shoonya_3sW1W6VZH1GOGP, 5735878]
[paragraph, [790.0, 1564.0, 580.0, 36.0], shoonya_3sW1W6VZH1GOGP, 5735878]
[paragraph, [790.0, 1600.0, 580.0, 36.0], shoonya_3sW1W6VZH1GOGP, 5735878]
[paragraph, [790.0, 1636.0, 580.0, 36.0], shoonya_3sW1W6VZH1GOGP, 5735878]
[paragraph, [790.0, 1672.0, 580.0, 36.0], shoonya_3sW1W6VZH1GOGP, 5735878]
[paragraph, [191.0, 1227.0, 580.0, 36.0], shoonya_1sY8JVZD7FA1V9, 5735878]
[paragraph, [191.0, 1263.0, 580.0, 36.0], shoonya_1sY8JVZD7FA1V9, 5735878]
[paragraph, [191.0, 1299.0, 580.0, 36.0], shoonya_1sY8JVZD7FA1V9, 5735878]
[paragraph, [191.0, 1335.0, 580.0, 36.0], shoonya_1sY8JVZD7FA1V9, 5735878]
[paragraph, [191.0, 1371.0, 580.0, 36.0], shoonya_1sY8JVZD7FA1V9, 5735878]
[paragraph, [191.0, 1407.0, 580.0, 36.0], shoonya_1sY8JVZD7FA1V9, 5735878]
[paragraph, [191.0, 1443.0, 580.0, 36.0], shoonya_1sY8JVZD7FA1V9, 5735878]
[paragraph, [191.0, 1479.0, 580.0, 36.0], shoonya_1sY8JVZD7FA1V9, 5735878]
[paragraph, [191.0, 1515.0, 580.0, 36.0], shoonya_1sY8JVZD7FA1V9, 5735878]
[paragraph, [191.0, 1551.0, 580.0, 36.0], shoonya_1sY8JVZD7FA1V9, 5735878]
[paragraph, [191.0, 1587.0, 580.0, 36.0], shoonya_1sY8JVZD7FA1V9, 5735878]
[paragraph, [191.0, 1623.0, 580.0, 36.0], shoonya_1sY8JVZD7FA1V9, 5735878]
[paragraph, [191.0, 1659.0, 580.0, 36.0], shoonya_1sY8JVZD7FA1V9, 5735878]
[paragraph, [191.0, 1695.0, 580.0, 36.0], shoonya_1sY8JVZD7FA1V9, 5735878]
[paragraph, [191.0, 1731.0, 580.0, 36.0], shoonya_1sY8JVZD7FA1V9, 5735878]
[sidebar, [22.0, 1411.0, 130.0, 36.0], shoonya_10sXJ2FEPYG8UM, 5735878]
[paragraph, [790.0, 1720.0, 584.0, 36.0], 62SASUW1tZ, 5735878]
[paragraph, [790.0, 1756.0, 584.0, 36.0], 62SASUW1tZ, 5735878]
[folio, [1146.0, 1824.0, 228.0, 36.0], Ru5PoZJoo6, 5735878]
