[1806, 1262]
[folio, [159.0, 100.0, 513.0, 36.0], shoonya_1s5ZQV7JWDREMX, 5681871]
[paragraph, [656.0, 911.0, 511.0, 36.0], IoLTTXCk7l, 5681871]
[paragraph, [656.0, 947.0, 511.0, 36.0], IoLTTXCk7l, 5681871]
[paragraph, [656.0, 983.0, 511.0, 36.0], IoLTTXCk7l, 5681871]
[paragraph, [656.0, 1019.0, 511.0, 36.0], IoLTTXCk7l, 5681871]
[paragraph, [656.0, 1055.0, 511.0, 36.0], IoLTTXCk7l, 5681871]
[section-title, [190.0, 1056.0, 316.0, 49.5], shoonya_5sI0CI226ESLYQ, 5681871]
[paragraph, [660.0, 1124.0, 507.0, 36.0], tHlJGVsexv, 5681871]
[paragraph, [660.0, 1160.0, 507.0, 36.0], tHlJGVsexv, 5681871]
[paragraph, [660.0, 1196.0, 507.0, 36.0], tHlJGVsexv, 5681871]
[paragraph, [660.0, 1232.0, 507.0, 36.0], tHlJGVsexv, 5681871]
[paragraph, [660.0, 1268.0, 507.0, 36.0], tHlJGVsexv, 5681871]
[paragraph, [660.0, 1304.0, 507.0, 36.0], tHlJGVsexv, 5681871]
[paragraph, [660.0, 1340.0, 507.0, 36.0], tHlJGVsexv, 5681871]
[paragraph, [660.0, 1376.0, 507.0, 36.0], tHlJGVsexv, 5681871]
[paragraph, [660.0, 1412.0, 507.0, 36.0], tHlJGVsexv, 5681871]
[paragraph, [660.0, 1448.0, 507.0, 36.0], tHlJGVsexv, 5681871]
[paragraph, [660.0, 1484.0, 507.0, 36.0], tHlJGVsexv, 5681871]
[paragraph, [660.0, 1520.0, 507.0, 36.0], tHlJGVsexv, 5681871]
[paragraph, [660.0, 1556.0, 507.0, 36.0], tHlJGVsexv, 5681871]
[paragraph, [660.0, 1592.0, 507.0, 36.0], tHlJGVsexv, 5681871]
[paragraph, [660.0, 1628.0, 507.0, 36.0], tHlJGVsexv, 5681871]
[paragraph, [660.0, 1664.0, 507.0, 36.0], tHlJGVsexv, 5681871]
[paragraph, [98.0, 1128.0, 505.0, 36.0], shoonya_6sVTCUUEBQJTO2, 5681871]
[paragraph, [98.0, 1164.0, 505.0, 36.0], shoonya_6sVTCUUEBQJTO2, 5681871]
[paragraph, [98.0, 1200.0, 505.0, 36.0], shoonya_6sVTCUUEBQJTO2, 5681871]
[paragraph, [98.0, 1236.0, 505.0, 36.0], shoonya_6sVTCUUEBQJTO2, 5681871]
[paragraph, [98.0, 1272.0, 505.0, 36.0], shoonya_6sVTCUUEBQJTO2, 5681871]
[paragraph, [98.0, 1308.0, 505.0, 36.0], shoonya_6sVTCUUEBQJTO2, 5681871]
[paragraph, [98.0, 1344.0, 505.0, 36.0], shoonya_6sVTCUUEBQJTO2, 5681871]
[paragraph, [98.0, 1380.0, 505.0, 36.0], shoonya_6sVTCUUEBQJTO2, 5681871]
[paragraph, [98.0, 1416.0, 505.0, 36.0], shoonya_6sVTCUUEBQJTO2, 5681871]
[paragraph, [98.0, 1452.0, 505.0, 36.0], shoonya_6sVTCUUEBQJTO2, 5681871]
[paragraph, [98.0, 1488.0, 505.0, 36.0], shoonya_6sVTCUUEBQJTO2, 5681871]
[paragraph, [98.0, 1524.0, 505.0, 36.0], shoonya_6sVTCUUEBQJTO2, 5681871]
[paragraph, [99.0, 1596.0, 503.0, 36.0], shoonya_7s9J6J6GK513WG, 5681871]
[paragraph, [99.0, 1632.0, 503.0, 36.0], shoonya_7s9J6J6GK513WG, 5681871]
[paragraph, [99.0, 1668.0, 503.0, 36.0], shoonya_7s9J6J6GK513WG, 5681871]
