[2337, 1642]
[paragraph, [144.0, 159.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 1635.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 1671.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 1707.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 1743.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 1779.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 1815.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 1851.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 1887.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 1923.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 1959.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 1995.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 2031.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[paragraph, [144.0, 2067.0, 1361.0, 36.0], shoonya_0sKGHOXQQ4DZUG, 5752430]
[website-link, [556.0, 2259.0, 529.0, 18.0], rm-RPVnCid, 5752430]
[website-link, [556.0, 2277.0, 529.0, 18.0], rm-RPVnCid, 5752430]
[website-link, [556.0, 2295.0, 529.0, 18.0], rm-RPVnCid, 5752430]
