[1447, 1063]
[folio, [446.0, 53.0, 197.0, 18.0], -ZjLVqWyyB, 5762306]
[paragraph, [87.0, 392.0, 441.0, 18.0], 32srlcKaMo, 5762306]
[paragraph, [87.0, 410.0, 441.0, 18.0], 32srlcKaMo, 5762306]
[paragraph, [87.0, 428.0, 441.0, 18.0], 32srlcKaMo, 5762306]
[paragraph, [87.0, 446.0, 441.0, 18.0], 32srlcKaMo, 5762306]
[paragraph, [87.0, 464.0, 441.0, 18.0], 32srlcKaMo, 5762306]
[paragraph, [87.0, 482.0, 441.0, 18.0], 32srlcKaMo, 5762306]
[paragraph, [87.0, 500.0, 441.0, 18.0], 32srlcKaMo, 5762306]
[paragraph, [87.0, 518.0, 441.0, 18.0], 32srlcKaMo, 5762306]
[paragraph, [87.0, 536.0, 441.0, 18.0], 32srlcKaMo, 5762306]
[paragraph, [87.0, 554.0, 441.0, 18.0], 32srlcKaMo, 5762306]
[paragraph, [87.0, 572.0, 441.0, 18.0], 32srlcKaMo, 5762306]
[paragraph, [87.0, 590.0, 441.0, 18.0], 32srlcKaMo, 5762306]
[paragraph, [87.0, 608.0, 441.0, 18.0], 32srlcKaMo, 5762306]
[paragraph, [87.0, 626.0, 441.0, 18.0], 32srlcKaMo, 5762306]
[paragraph, [87.0, 644.0, 441.0, 18.0], 32srlcKaMo, 5762306]
[paragraph, [87.0, 662.0, 441.0, 18.0], 32srlcKaMo, 5762306]
[paragraph, [87.0, 680.0, 441.0, 18.0], 32srlcKaMo, 5762306]
[paragraph, [87.0, 698.0, 441.0, 18.0], 32srlcKaMo, 5762306]
[paragraph, [87.0, 716.0, 441.0, 18.0], 32srlcKaMo, 5762306]
[paragraph, [87.0, 734.0, 441.0, 18.0], 32srlcKaMo, 5762306]
[paragraph, [87.0, 752.0, 441.0, 18.0], 32srlcKaMo, 5762306]
[paragraph, [87.0, 770.0, 441.0, 18.0], 32srlcKaMo, 5762306]
[paragraph, [87.0, 788.0, 441.0, 18.0], 32srlcKaMo, 5762306]
[paragraph, [87.0, 806.0, 441.0, 18.0], 32srlcKaMo, 5762306]
[paragraph, [87.0, 824.0, 441.0, 18.0], 32srlcKaMo, 5762306]
[paragraph, [87.0, 842.0, 441.0, 18.0], 32srlcKaMo, 5762306]
[paragraph, [87.0, 860.0, 441.0, 18.0], 32srlcKaMo, 5762306]
[paragraph, [87.0, 878.0, 441.0, 18.0], 32srlcKaMo, 5762306]
[paragraph, [87.0, 896.0, 441.0, 18.0], 32srlcKaMo, 5762306]
