[1468, 909]
[folio, [388.0, 83.0, 138.0, 18.0], shoonya_1s7HL5SYC6ALM1, 5770245]
[paragraph, [443.0, 1341.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [443.0, 1359.0, 351.0, 18.0], IM_l5Ukz0U, 5770245]
[paragraph, [78.0, 137.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 155.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 173.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 191.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 209.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 227.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 245.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 263.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 281.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 299.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 317.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 335.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 353.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 371.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 389.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 407.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 425.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 443.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 461.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 479.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 497.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 515.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 533.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 551.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 569.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 587.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 605.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 623.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 641.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 659.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 677.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 695.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 713.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 731.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 749.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 767.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 785.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 803.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 821.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 839.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 857.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 875.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 893.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 911.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 929.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 947.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 965.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 983.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 1001.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 1019.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 1037.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 1055.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 1073.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 1091.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 1109.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 1127.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 1145.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 1163.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 1181.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 1199.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 1217.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 1235.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 1253.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 1271.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 1289.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 1307.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 1325.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 1343.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
[paragraph, [78.0, 1361.0, 348.0, 18.0], fh3VzIvhV2, 5770245]
