[1625, 1211]
[jumpline, [109.0, 97.0, 241.0, 36.0], 84rFKOgth_, 5742796]
[paragraph, [434.0, 1397.0, 359.0, 36.0], ruUvJIqACz, 5742796]
[paragraph, [434.0, 1433.0, 359.0, 36.0], ruUvJIqACz, 5742796]
[paragraph, [79.0, 1271.0, 343.0, 36.0], shoonya_0s6PO0GNI6P30Z, 5742796]
[paragraph, [79.0, 1307.0, 343.0, 36.0], shoonya_0s6PO0GNI6P30Z, 5742796]
[paragraph, [79.0, 1343.0, 343.0, 36.0], shoonya_0s6PO0GNI6P30Z, 5742796]
[paragraph, [79.0, 1379.0, 343.0, 36.0], shoonya_0s6PO0GNI6P30Z, 5742796]
[paragraph, [79.0, 1415.0, 343.0, 36.0], shoonya_0s6PO0GNI6P30Z, 5742796]
[paragraph, [79.0, 1451.0, 343.0, 36.0], shoonya_0s6PO0GNI6P30Z, 5742796]
[paragraph, [803.0, 1274.0, 342.0, 36.0], 0-toNqtuCC, 5742796]
[paragraph, [803.0, 1310.0, 342.0, 36.0], 0-toNqtuCC, 5742796]
[paragraph, [803.0, 1346.0, 342.0, 36.0], 0-toNqtuCC, 5742796]
[paragraph, [803.0, 1382.0, 342.0, 36.0], 0-toNqtuCC, 5742796]
[paragraph, [803.0, 1418.0, 342.0, 36.0], 0-toNqtuCC, 5742796]
[folio, [89.0, 1499.0, 116.0, 36.0], 4wjCzaZGz3, 5742796]
[folio, [448.0, 1503.0, 98.0, 36.0], ubgIpqWF_T, 5742796]
[footnote, [747.0, 1582.0, 381.0, 36.0], cn5OydyD6o, 5742796]
