[1358, 823]
[folio, [101.0, 59.0, 115.0, 18.0], loMneCdZB-, 5782283]
[sub-ordered-list, [83.0, 1028.0, 665.0, 18.0], shoonya_2s21U800V2NAJW, 5782283]
[sub-ordered-list, [83.0, 1046.0, 665.0, 18.0], shoonya_2s21U800V2NAJW, 5782283]
[sub-ordered-list, [83.0, 1064.0, 665.0, 18.0], shoonya_2s21U800V2NAJW, 5782283]
[sub-ordered-list, [83.0, 1082.0, 665.0, 18.0], shoonya_2s21U800V2NAJW, 5782283]
[sub-ordered-list, [83.0, 1100.0, 665.0, 18.0], shoonya_2s21U800V2NAJW, 5782283]
[sub-ordered-list, [83.0, 1118.0, 665.0, 18.0], shoonya_2s21U800V2NAJW, 5782283]
[sub-ordered-list, [83.0, 1136.0, 665.0, 18.0], shoonya_2s21U800V2NAJW, 5782283]
[sub-ordered-list, [83.0, 1154.0, 665.0, 18.0], shoonya_2s21U800V2NAJW, 5782283]
[sub-ordered-list, [83.0, 1172.0, 665.0, 18.0], shoonya_2s21U800V2NAJW, 5782283]
[sub-ordered-list, [83.0, 1190.0, 665.0, 18.0], shoonya_2s21U800V2NAJW, 5782283]
[sub-ordered-list, [83.0, 1208.0, 665.0, 18.0], shoonya_2s21U800V2NAJW, 5782283]
