[2180, 1639]
[section-title, [1363.0, 141.0, 167.0, 52.5], shoonya_17sD1RCRX1ZEWT, 5654617]
[paragraph, [1054.0, 935.0, 489.0, 36.0], shoonya_7sQ2X7KS1WIGLX, 5654617]
[paragraph, [1054.0, 971.0, 489.0, 36.0], shoonya_7sQ2X7KS1WIGLX, 5654617]
[paragraph, [1054.0, 1007.0, 489.0, 36.0], shoonya_7sQ2X7KS1WIGLX, 5654617]
[paragraph, [1054.0, 1043.0, 489.0, 36.0], shoonya_7sQ2X7KS1WIGLX, 5654617]
[paragraph, [1054.0, 1079.0, 489.0, 36.0], shoonya_7sQ2X7KS1WIGLX, 5654617]
[paragraph, [1054.0, 1115.0, 489.0, 36.0], shoonya_7sQ2X7KS1WIGLX, 5654617]
[paragraph, [1054.0, 1151.0, 489.0, 36.0], shoonya_7sQ2X7KS1WIGLX, 5654617]
[paragraph, [1057.0, 1208.0, 490.0, 36.0], shoonya_14sGX81NR1LHWL, 5654617]
[paragraph, [1057.0, 1244.0, 490.0, 36.0], shoonya_14sGX81NR1LHWL, 5654617]
[paragraph, [1057.0, 1280.0, 490.0, 36.0], shoonya_14sGX81NR1LHWL, 5654617]
[paragraph, [1061.0, 1354.0, 498.0, 36.0], shoonya_1sNMSY25CF9AIU, 5654617]
[paragraph, [1061.0, 1390.0, 498.0, 36.0], shoonya_1sNMSY25CF9AIU, 5654617]
[paragraph, [1061.0, 1426.0, 498.0, 36.0], shoonya_1sNMSY25CF9AIU, 5654617]
[paragraph, [1061.0, 1462.0, 498.0, 36.0], shoonya_1sNMSY25CF9AIU, 5654617]
[paragraph, [1061.0, 1498.0, 498.0, 36.0], shoonya_1sNMSY25CF9AIU, 5654617]
[paragraph, [1061.0, 1534.0, 498.0, 36.0], shoonya_1sNMSY25CF9AIU, 5654617]
[paragraph, [1061.0, 1570.0, 498.0, 36.0], shoonya_1sNMSY25CF9AIU, 5654617]
[paragraph, [1061.0, 1606.0, 498.0, 36.0], shoonya_1sNMSY25CF9AIU, 5654617]
[figure-caption, [623.0, 1465.0, 372.0, 36.0], shoonya_9sHXIBWF1GI9KO, 5654617]
[figure-caption, [623.0, 1501.0, 372.0, 36.0], shoonya_9sHXIBWF1GI9KO, 5654617]
[figure-caption, [623.0, 1537.0, 372.0, 36.0], shoonya_9sHXIBWF1GI9KO, 5654617]
[figure-caption, [623.0, 1573.0, 372.0, 36.0], shoonya_9sHXIBWF1GI9KO, 5654617]
[paragraph, [827.0, 1670.0, 736.0, 36.0], shoonya_2sZGO3ZLOH4U5P, 5654617]
[paragraph, [827.0, 1706.0, 736.0, 36.0], shoonya_2sZGO3ZLOH4U5P, 5654617]
[paragraph, [827.0, 1742.0, 736.0, 36.0], shoonya_2sZGO3ZLOH4U5P, 5654617]
[paragraph, [827.0, 1778.0, 736.0, 36.0], shoonya_2sZGO3ZLOH4U5P, 5654617]
[paragraph, [827.0, 1814.0, 736.0, 36.0], shoonya_2sZGO3ZLOH4U5P, 5654617]
[paragraph, [40.0, 1695.0, 750.0, 36.0], shoonya_10sQPOEMGMV043, 5654617]
[paragraph, [40.0, 1731.0, 750.0, 36.0], shoonya_10sQPOEMGMV043, 5654617]
[paragraph, [40.0, 1767.0, 750.0, 36.0], shoonya_10sQPOEMGMV043, 5654617]
[paragraph, [40.0, 1803.0, 750.0, 36.0], shoonya_10sQPOEMGMV043, 5654617]
[paragraph, [40.0, 1839.0, 750.0, 36.0], shoonya_10sQPOEMGMV043, 5654617]
[paragraph, [833.0, 1841.0, 739.0, 36.0], shoonya_4sSSP54Y5385MD, 5654617]
[paragraph, [833.0, 1877.0, 739.0, 36.0], shoonya_4sSSP54Y5385MD, 5654617]
[paragraph, [833.0, 1913.0, 739.0, 36.0], shoonya_4sSSP54Y5385MD, 5654617]
[paragraph, [833.0, 1949.0, 739.0, 36.0], shoonya_4sSSP54Y5385MD, 5654617]
[paragraph, [833.0, 1985.0, 739.0, 36.0], shoonya_4sSSP54Y5385MD, 5654617]
[paragraph, [53.0, 1881.0, 747.0, 36.0], shoonya_3sM0KZ2RW38TKA, 5654617]
[paragraph, [53.0, 1917.0, 747.0, 36.0], shoonya_3sM0KZ2RW38TKA, 5654617]
[paragraph, [53.0, 1953.0, 747.0, 36.0], shoonya_3sM0KZ2RW38TKA, 5654617]
[paragraph, [53.0, 1989.0, 747.0, 36.0], shoonya_3sM0KZ2RW38TKA, 5654617]
[paragraph, [53.0, 2025.0, 747.0, 36.0], shoonya_3sM0KZ2RW38TKA, 5654617]
[folio, [478.0, 2086.0, 685.0, 36.0], shoonya_12sUJVURIAA9E0, 5654617]
[folio, [478.0, 2122.0, 685.0, 36.0], shoonya_12sUJVURIAA9E0, 5654617]
