[2033, 1386]
[headline, [466.0, 138.0, 419.0, 67.5], shoonya_7sLZB8QGEIZ55Z, 5653995]
[paragraph, [28.0, 464.0, 639.0, 36.0], shoonya_0sJ6DB2V1O5O0G, 5653995]
[paragraph, [28.0, 500.0, 639.0, 36.0], shoonya_0sJ6DB2V1O5O0G, 5653995]
[paragraph, [28.0, 536.0, 639.0, 36.0], shoonya_0sJ6DB2V1O5O0G, 5653995]
[paragraph, [28.0, 572.0, 639.0, 36.0], shoonya_0sJ6DB2V1O5O0G, 5653995]
[paragraph, [28.0, 608.0, 639.0, 36.0], shoonya_0sJ6DB2V1O5O0G, 5653995]
[paragraph, [28.0, 644.0, 639.0, 36.0], shoonya_0sJ6DB2V1O5O0G, 5653995]
[paragraph, [28.0, 680.0, 639.0, 36.0], shoonya_0sJ6DB2V1O5O0G, 5653995]
[paragraph, [28.0, 716.0, 639.0, 36.0], shoonya_0sJ6DB2V1O5O0G, 5653995]
[paragraph, [28.0, 752.0, 639.0, 36.0], shoonya_0sJ6DB2V1O5O0G, 5653995]
[paragraph, [28.0, 788.0, 639.0, 36.0], shoonya_0sJ6DB2V1O5O0G, 5653995]
[paragraph, [37.0, 827.0, 638.0, 36.0], shoonya_1s63U9P77PE6J0, 5653995]
[paragraph, [37.0, 863.0, 638.0, 36.0], shoonya_1s63U9P77PE6J0, 5653995]
[paragraph, [37.0, 899.0, 638.0, 36.0], shoonya_1s63U9P77PE6J0, 5653995]
[paragraph, [37.0, 935.0, 638.0, 36.0], shoonya_1s63U9P77PE6J0, 5653995]
[paragraph, [37.0, 971.0, 638.0, 36.0], shoonya_1s63U9P77PE6J0, 5653995]
[paragraph, [37.0, 1007.0, 638.0, 36.0], shoonya_1s63U9P77PE6J0, 5653995]
[paragraph, [37.0, 1043.0, 638.0, 36.0], shoonya_1s63U9P77PE6J0, 5653995]
[paragraph, [37.0, 1079.0, 638.0, 36.0], shoonya_1s63U9P77PE6J0, 5653995]
[paragraph, [37.0, 1115.0, 638.0, 36.0], shoonya_1s63U9P77PE6J0, 5653995]
[paragraph, [37.0, 1151.0, 638.0, 36.0], shoonya_1s63U9P77PE6J0, 5653995]
[paragraph, [37.0, 1187.0, 638.0, 36.0], shoonya_1s63U9P77PE6J0, 5653995]
[paragraph, [37.0, 1223.0, 638.0, 36.0], shoonya_1s63U9P77PE6J0, 5653995]
[paragraph, [37.0, 1259.0, 638.0, 36.0], shoonya_1s63U9P77PE6J0, 5653995]
[paragraph, [37.0, 1295.0, 638.0, 36.0], shoonya_1s63U9P77PE6J0, 5653995]
[paragraph, [37.0, 1331.0, 638.0, 36.0], shoonya_1s63U9P77PE6J0, 5653995]
[paragraph, [37.0, 1367.0, 638.0, 36.0], shoonya_1s63U9P77PE6J0, 5653995]
[paragraph, [37.0, 1403.0, 638.0, 36.0], shoonya_1s63U9P77PE6J0, 5653995]
[paragraph, [37.0, 1439.0, 638.0, 36.0], shoonya_1s63U9P77PE6J0, 5653995]
[paragraph, [37.0, 1475.0, 638.0, 36.0], shoonya_1s63U9P77PE6J0, 5653995]
[paragraph, [37.0, 1511.0, 638.0, 36.0], shoonya_1s63U9P77PE6J0, 5653995]
[paragraph, [37.0, 1547.0, 638.0, 36.0], shoonya_1s63U9P77PE6J0, 5653995]
[paragraph, [37.0, 1583.0, 638.0, 36.0], shoonya_1s63U9P77PE6J0, 5653995]
[paragraph, [37.0, 1619.0, 638.0, 36.0], shoonya_1s63U9P77PE6J0, 5653995]
[paragraph, [37.0, 1655.0, 638.0, 36.0], shoonya_1s63U9P77PE6J0, 5653995]
[paragraph, [37.0, 1691.0, 638.0, 36.0], shoonya_1s63U9P77PE6J0, 5653995]
[paragraph, [37.0, 1727.0, 638.0, 36.0], shoonya_1s63U9P77PE6J0, 5653995]
[paragraph, [37.0, 1763.0, 638.0, 36.0], shoonya_1s63U9P77PE6J0, 5653995]
[paragraph, [37.0, 1799.0, 638.0, 36.0], shoonya_1s63U9P77PE6J0, 5653995]
[paragraph, [37.0, 1835.0, 638.0, 36.0], shoonya_1s63U9P77PE6J0, 5653995]
[paragraph, [37.0, 1871.0, 638.0, 36.0], shoonya_1s63U9P77PE6J0, 5653995]
[paragraph, [37.0, 1907.0, 638.0, 36.0], shoonya_1s63U9P77PE6J0, 5653995]
[folio, [1173.0, 1934.0, 86.0, 36.0], jzN5OJjstL, 5653995]
[folio, [515.0, 1946.0, 378.0, 36.0], OTWZtSSSVv, 5653995]
[footnote, [347.0, 1986.0, 693.0, 36.0], 7wXsjCljmm, 5653995]
