[1320, 1176]
[folio, [933.0, 54.0, 173.0, 18.0], HYMSV9-L3b, 5693806]
[sub-ordered-list, [416.0, 574.0, 331.0, 18.0], WJ8Ch8n_kz, 5693806]
[sub-ordered-list, [416.0, 592.0, 331.0, 18.0], WJ8Ch8n_kz, 5693806]
[sub-ordered-list, [416.0, 610.0, 331.0, 18.0], WJ8Ch8n_kz, 5693806]
[sub-ordered-list, [416.0, 628.0, 331.0, 18.0], WJ8Ch8n_kz, 5693806]
[sub-ordered-list, [416.0, 646.0, 331.0, 18.0], WJ8Ch8n_kz, 5693806]
[sub-ordered-list, [416.0, 664.0, 331.0, 18.0], WJ8Ch8n_kz, 5693806]
[sub-ordered-list, [416.0, 682.0, 331.0, 18.0], WJ8Ch8n_kz, 5693806]
[sub-ordered-list, [416.0, 700.0, 331.0, 18.0], WJ8Ch8n_kz, 5693806]
[sub-ordered-list, [416.0, 718.0, 331.0, 18.0], WJ8Ch8n_kz, 5693806]
[sub-ordered-list, [416.0, 736.0, 331.0, 18.0], WJ8Ch8n_kz, 5693806]
[sub-ordered-list, [416.0, 754.0, 331.0, 18.0], WJ8Ch8n_kz, 5693806]
[sub-ordered-list, [416.0, 772.0, 331.0, 18.0], WJ8Ch8n_kz, 5693806]
[sub-ordered-list, [416.0, 790.0, 331.0, 18.0], WJ8Ch8n_kz, 5693806]
[sub-ordered-list, [416.0, 808.0, 331.0, 18.0], WJ8Ch8n_kz, 5693806]
[sub-ordered-list, [416.0, 826.0, 331.0, 18.0], WJ8Ch8n_kz, 5693806]
[sub-headline, [806.0, 292.0, 245.0, 25.5], 0mXOUJO5ae, 5693806]
[sub-headline, [806.0, 317.5, 245.0, 25.5], 0mXOUJO5ae, 5693806]
[paragraph, [80.0, 336.0, 324.0, 18.0], NulmHiG0Eq, 5693806]
[paragraph, [80.0, 354.0, 324.0, 18.0], NulmHiG0Eq, 5693806]
[paragraph, [80.0, 372.0, 324.0, 18.0], NulmHiG0Eq, 5693806]
[paragraph, [80.0, 390.0, 324.0, 18.0], NulmHiG0Eq, 5693806]
[paragraph, [80.0, 408.0, 324.0, 18.0], NulmHiG0Eq, 5693806]
[paragraph, [80.0, 426.0, 324.0, 18.0], NulmHiG0Eq, 5693806]
[paragraph, [80.0, 444.0, 324.0, 18.0], NulmHiG0Eq, 5693806]
[paragraph, [80.0, 462.0, 324.0, 18.0], NulmHiG0Eq, 5693806]
[paragraph, [80.0, 480.0, 324.0, 18.0], NulmHiG0Eq, 5693806]
[paragraph, [80.0, 498.0, 324.0, 18.0], NulmHiG0Eq, 5693806]
[paragraph, [80.0, 516.0, 324.0, 18.0], NulmHiG0Eq, 5693806]
[paragraph, [80.0, 534.0, 324.0, 18.0], NulmHiG0Eq, 5693806]
[paragraph, [80.0, 552.0, 324.0, 18.0], NulmHiG0Eq, 5693806]
[paragraph, [80.0, 570.0, 324.0, 18.0], NulmHiG0Eq, 5693806]
[paragraph, [80.0, 588.0, 324.0, 18.0], NulmHiG0Eq, 5693806]
[paragraph, [80.0, 606.0, 324.0, 18.0], NulmHiG0Eq, 5693806]
[paragraph, [80.0, 624.0, 324.0, 18.0], NulmHiG0Eq, 5693806]
[paragraph, [80.0, 642.0, 324.0, 18.0], NulmHiG0Eq, 5693806]
[ordered-list, [79.0, 681.0, 325.0, 18.0], d3IuyVUssh, 5693806]
[ordered-list, [79.0, 699.0, 325.0, 18.0], d3IuyVUssh, 5693806]
[ordered-list, [79.0, 717.0, 325.0, 18.0], d3IuyVUssh, 5693806]
[ordered-list, [79.0, 735.0, 325.0, 18.0], d3IuyVUssh, 5693806]
[ordered-list, [79.0, 753.0, 325.0, 18.0], d3IuyVUssh, 5693806]
[ordered-list, [79.0, 771.0, 325.0, 18.0], d3IuyVUssh, 5693806]
[ordered-list, [79.0, 789.0, 325.0, 18.0], d3IuyVUssh, 5693806]
[ordered-list, [79.0, 807.0, 325.0, 18.0], d3IuyVUssh, 5693806]
[ordered-list, [79.0, 825.0, 325.0, 18.0], d3IuyVUssh, 5693806]
[ordered-list, [79.0, 843.0, 325.0, 18.0], d3IuyVUssh, 5693806]
[ordered-list, [79.0, 861.0, 325.0, 18.0], d3IuyVUssh, 5693806]
[ordered-list, [79.0, 879.0, 325.0, 18.0], d3IuyVUssh, 5693806]
[ordered-list, [79.0, 897.0, 325.0, 18.0], d3IuyVUssh, 5693806]
[ordered-list, [79.0, 915.0, 325.0, 18.0], d3IuyVUssh, 5693806]
[ordered-list, [79.0, 933.0, 325.0, 18.0], d3IuyVUssh, 5693806]
[ordered-list, [79.0, 951.0, 325.0, 18.0], d3IuyVUssh, 5693806]
[ordered-list, [79.0, 969.0, 325.0, 18.0], d3IuyVUssh, 5693806]
[ordered-list, [79.0, 987.0, 325.0, 18.0], d3IuyVUssh, 5693806]
[ordered-list, [79.0, 1005.0, 325.0, 18.0], d3IuyVUssh, 5693806]
[ordered-list, [79.0, 1023.0, 325.0, 18.0], d3IuyVUssh, 5693806]
[ordered-list, [79.0, 1041.0, 325.0, 18.0], d3IuyVUssh, 5693806]
[ordered-list, [79.0, 1059.0, 325.0, 18.0], d3IuyVUssh, 5693806]
[ordered-list, [79.0, 1077.0, 325.0, 18.0], d3IuyVUssh, 5693806]
[ordered-list, [79.0, 1095.0, 325.0, 18.0], d3IuyVUssh, 5693806]
[ordered-list, [79.0, 1113.0, 325.0, 18.0], d3IuyVUssh, 5693806]
[ordered-list, [79.0, 1131.0, 325.0, 18.0], d3IuyVUssh, 5693806]
[ordered-list, [79.0, 1149.0, 325.0, 18.0], d3IuyVUssh, 5693806]
[ordered-list, [79.0, 1167.0, 325.0, 18.0], d3IuyVUssh, 5693806]
[ordered-list, [79.0, 1185.0, 325.0, 18.0], d3IuyVUssh, 5693806]
[ordered-list, [79.0, 1203.0, 325.0, 18.0], d3IuyVUssh, 5693806]
[ordered-list, [79.0, 1221.0, 325.0, 18.0], d3IuyVUssh, 5693806]
[sub-ordered-list, [79.0, 731.0, 322.0, 18.0], _hQctHJumF, 5693806]
[sub-ordered-list, [79.0, 749.0, 322.0, 18.0], _hQctHJumF, 5693806]
[sub-ordered-list, [79.0, 767.0, 322.0, 18.0], _hQctHJumF, 5693806]
[sub-ordered-list, [79.0, 785.0, 322.0, 18.0], _hQctHJumF, 5693806]
[sub-ordered-list, [79.0, 803.0, 322.0, 18.0], _hQctHJumF, 5693806]
[sub-ordered-list, [79.0, 821.0, 322.0, 18.0], _hQctHJumF, 5693806]
[sub-ordered-list, [79.0, 839.0, 322.0, 18.0], _hQctHJumF, 5693806]
[sub-ordered-list, [79.0, 857.0, 322.0, 18.0], _hQctHJumF, 5693806]
[sub-ordered-list, [79.0, 875.0, 322.0, 18.0], _hQctHJumF, 5693806]
[sub-ordered-list, [79.0, 893.0, 322.0, 18.0], _hQctHJumF, 5693806]
[sub-ordered-list, [79.0, 911.0, 322.0, 18.0], _hQctHJumF, 5693806]
[sub-ordered-list, [79.0, 929.0, 322.0, 18.0], _hQctHJumF, 5693806]
[sub-ordered-list, [79.0, 947.0, 322.0, 18.0], _hQctHJumF, 5693806]
[sub-ordered-list, [79.0, 965.0, 322.0, 18.0], _hQctHJumF, 5693806]
[sub-ordered-list, [79.0, 983.0, 322.0, 18.0], _hQctHJumF, 5693806]
[sub-ordered-list, [79.0, 1001.0, 322.0, 18.0], _hQctHJumF, 5693806]
[sub-ordered-list, [79.0, 1019.0, 322.0, 18.0], _hQctHJumF, 5693806]
[sub-ordered-list, [79.0, 1037.0, 322.0, 18.0], _hQctHJumF, 5693806]
[sub-ordered-list, [79.0, 1055.0, 322.0, 18.0], _hQctHJumF, 5693806]
[sub-ordered-list, [79.0, 1073.0, 322.0, 18.0], _hQctHJumF, 5693806]
[sub-ordered-list, [79.0, 1091.0, 322.0, 18.0], _hQctHJumF, 5693806]
[sub-ordered-list, [79.0, 1109.0, 322.0, 18.0], _hQctHJumF, 5693806]
[sub-ordered-list, [79.0, 1127.0, 322.0, 18.0], _hQctHJumF, 5693806]
[sub-ordered-list, [79.0, 1145.0, 322.0, 18.0], _hQctHJumF, 5693806]
[sub-ordered-list, [79.0, 1163.0, 322.0, 18.0], _hQctHJumF, 5693806]
[sub-ordered-list, [79.0, 1181.0, 322.0, 18.0], _hQctHJumF, 5693806]
[sub-ordered-list, [79.0, 1199.0, 322.0, 18.0], _hQctHJumF, 5693806]
[sub-ordered-list, [79.0, 1217.0, 322.0, 18.0], _hQctHJumF, 5693806]
