[1806, 1262]
[folio, [150.0, 99.0, 516.0, 36.0], shoonya_3sV8RR3U5UANM9, 5680803]
[paragraph, [650.0, 901.0, 504.0, 36.0], cs7_JH5GTf, 5680803]
[paragraph, [650.0, 937.0, 504.0, 36.0], cs7_JH5GTf, 5680803]
[paragraph, [650.0, 973.0, 504.0, 36.0], cs7_JH5GTf, 5680803]
[paragraph, [650.0, 1009.0, 504.0, 36.0], cs7_JH5GTf, 5680803]
[paragraph, [650.0, 1045.0, 504.0, 36.0], cs7_JH5GTf, 5680803]
[paragraph, [650.0, 1081.0, 504.0, 36.0], cs7_JH5GTf, 5680803]
[paragraph, [650.0, 1117.0, 504.0, 36.0], cs7_JH5GTf, 5680803]
[paragraph, [650.0, 1153.0, 504.0, 36.0], cs7_JH5GTf, 5680803]
[paragraph, [650.0, 1189.0, 504.0, 36.0], cs7_JH5GTf, 5680803]
[paragraph, [650.0, 1225.0, 504.0, 36.0], cs7_JH5GTf, 5680803]
[paragraph, [650.0, 1261.0, 504.0, 36.0], cs7_JH5GTf, 5680803]
[paragraph, [650.0, 1297.0, 504.0, 36.0], cs7_JH5GTf, 5680803]
[paragraph, [650.0, 1333.0, 504.0, 36.0], cs7_JH5GTf, 5680803]
[paragraph, [650.0, 1369.0, 504.0, 36.0], cs7_JH5GTf, 5680803]
[paragraph, [107.0, 1128.0, 497.0, 36.0], shoonya_4sUSJJMNBT57ND, 5680803]
[paragraph, [107.0, 1164.0, 497.0, 36.0], shoonya_4sUSJJMNBT57ND, 5680803]
[paragraph, [107.0, 1200.0, 497.0, 36.0], shoonya_4sUSJJMNBT57ND, 5680803]
[paragraph, [107.0, 1236.0, 497.0, 36.0], shoonya_4sUSJJMNBT57ND, 5680803]
[paragraph, [107.0, 1272.0, 497.0, 36.0], shoonya_4sUSJJMNBT57ND, 5680803]
[paragraph, [107.0, 1308.0, 497.0, 36.0], shoonya_4sUSJJMNBT57ND, 5680803]
[paragraph, [107.0, 1344.0, 497.0, 36.0], shoonya_4sUSJJMNBT57ND, 5680803]
[paragraph, [107.0, 1380.0, 497.0, 36.0], shoonya_4sUSJJMNBT57ND, 5680803]
[paragraph, [107.0, 1416.0, 497.0, 36.0], shoonya_4sUSJJMNBT57ND, 5680803]
[paragraph, [107.0, 1452.0, 497.0, 36.0], shoonya_4sUSJJMNBT57ND, 5680803]
[paragraph, [107.0, 1488.0, 497.0, 36.0], shoonya_4sUSJJMNBT57ND, 5680803]
[paragraph, [656.0, 1415.0, 504.0, 36.0], BTOAlCS4-W, 5680803]
[paragraph, [656.0, 1451.0, 504.0, 36.0], BTOAlCS4-W, 5680803]
[paragraph, [656.0, 1487.0, 504.0, 36.0], BTOAlCS4-W, 5680803]
[paragraph, [656.0, 1523.0, 504.0, 36.0], BTOAlCS4-W, 5680803]
[paragraph, [656.0, 1559.0, 504.0, 36.0], BTOAlCS4-W, 5680803]
[paragraph, [656.0, 1595.0, 504.0, 36.0], BTOAlCS4-W, 5680803]
[paragraph, [656.0, 1631.0, 504.0, 36.0], BTOAlCS4-W, 5680803]
[paragraph, [656.0, 1667.0, 504.0, 36.0], BTOAlCS4-W, 5680803]
[paragraph, [107.0, 1597.0, 497.0, 36.0], shoonya_2sA3PFWD2KRLUC, 5680803]
[paragraph, [107.0, 1633.0, 497.0, 36.0], shoonya_2sA3PFWD2KRLUC, 5680803]
[paragraph, [107.0, 1669.0, 497.0, 36.0], shoonya_2sA3PFWD2KRLUC, 5680803]
