[842, 1191]
[section-title, [78.0, 38.0, 314.0, 30.0], shoonya_16sHYL5I40N5XH, 5762779]
[unordered-list, [876.0, 646.0, 249.0, 18.0], shoonya_15sN41MX1KO2JG, 5762779]
[unordered-list, [876.0, 664.0, 249.0, 18.0], shoonya_15sN41MX1KO2JG, 5762779]
[unordered-list, [876.0, 682.0, 249.0, 18.0], shoonya_15sN41MX1KO2JG, 5762779]
[unordered-list, [876.0, 700.0, 249.0, 18.0], shoonya_15sN41MX1KO2JG, 5762779]
[unordered-list, [876.0, 718.0, 249.0, 18.0], shoonya_15sN41MX1KO2JG, 5762779]
[unordered-list, [876.0, 736.0, 249.0, 18.0], shoonya_15sN41MX1KO2JG, 5762779]
[paragraph, [75.0, 656.0, 200.0, 18.0], shoonya_1sATM1XAVTDG66, 5762779]
[paragraph, [75.0, 674.0, 200.0, 18.0], shoonya_1sATM1XAVTDG66, 5762779]
[paragraph, [75.0, 692.0, 200.0, 18.0], shoonya_1sATM1XAVTDG66, 5762779]
[paragraph, [75.0, 710.0, 200.0, 18.0], shoonya_1sATM1XAVTDG66, 5762779]
[paragraph, [75.0, 728.0, 200.0, 18.0], shoonya_1sATM1XAVTDG66, 5762779]
[paragraph, [75.0, 746.0, 200.0, 18.0], shoonya_1sATM1XAVTDG66, 5762779]
[paragraph, [642.0, 677.0, 215.0, 18.0], shoonya_4sOVGR1UX3HX0D, 5762779]
[paragraph, [642.0, 695.0, 215.0, 18.0], shoonya_4sOVGR1UX3HX0D, 5762779]
[paragraph, [642.0, 713.0, 215.0, 18.0], shoonya_4sOVGR1UX3HX0D, 5762779]
[paragraph, [642.0, 731.0, 215.0, 18.0], shoonya_4sOVGR1UX3HX0D, 5762779]
[paragraph, [288.0, 721.0, 266.0, 18.0], pwdCQ_pZYb, 5762779]
[paragraph, [288.0, 739.0, 266.0, 18.0], pwdCQ_pZYb, 5762779]
[paragraph, [288.0, 757.0, 266.0, 18.0], pwdCQ_pZYb, 5762779]
[paragraph, [288.0, 775.0, 266.0, 18.0], pwdCQ_pZYb, 5762779]
