[2200, 1700]
[second-level-question, [397.0, 227.0, 985.0, 36.0], shoonya_0s2L1N7R1IY9C7, 5749717]
[third-level-question, [584.0, 1032.0, 550.0, 18.0], b66D8gGXnA, 5749717]
[third-level-question, [584.0, 1050.0, 550.0, 18.0], b66D8gGXnA, 5749717]
[third-level-question, [584.0, 1068.0, 550.0, 18.0], b66D8gGXnA, 5749717]
[third-level-question, [584.0, 1086.0, 550.0, 18.0], b66D8gGXnA, 5749717]
[third-level-question, [584.0, 1104.0, 550.0, 18.0], b66D8gGXnA, 5749717]
[third-level-question, [584.0, 1122.0, 550.0, 18.0], b66D8gGXnA, 5749717]
[third-level-question, [584.0, 1140.0, 550.0, 18.0], b66D8gGXnA, 5749717]
[third-level-question, [584.0, 1158.0, 550.0, 18.0], b66D8gGXnA, 5749717]
[third-level-question, [584.0, 1176.0, 550.0, 18.0], b66D8gGXnA, 5749717]
[third-level-question, [584.0, 1194.0, 550.0, 18.0], b66D8gGXnA, 5749717]
[third-level-question, [584.0, 1212.0, 550.0, 18.0], b66D8gGXnA, 5749717]
[third-level-question, [584.0, 1230.0, 550.0, 18.0], b66D8gGXnA, 5749717]
[third-level-question, [584.0, 1248.0, 550.0, 18.0], b66D8gGXnA, 5749717]
[third-level-question, [584.0, 1266.0, 550.0, 18.0], b66D8gGXnA, 5749717]
[third-level-question, [584.0, 1284.0, 550.0, 18.0], b66D8gGXnA, 5749717]
[third-level-question, [584.0, 1302.0, 550.0, 18.0], b66D8gGXnA, 5749717]
[third-level-question, [584.0, 1320.0, 550.0, 18.0], b66D8gGXnA, 5749717]
[third-level-question, [584.0, 1338.0, 550.0, 18.0], b66D8gGXnA, 5749717]
[section-title, [276.0, 1430.0, 471.0, 52.5], LLzf0vCZ8U, 5749717]
[paragraph, [501.0, 1483.0, 471.0, 36.0], cZ3QV1CoQF, 5749717]
[paragraph, [501.0, 1519.0, 471.0, 36.0], cZ3QV1CoQF, 5749717]
