[2339, 1653]
[folio, [196.0, 363.0, 142.0, 36.0], aS5bA7Ajzm, 5736234]
[paragraph, [836.0, 1080.0, 614.0, 36.0], shoonya_0sDIWRJJFGF0HE, 5736234]
[paragraph, [836.0, 1116.0, 614.0, 36.0], shoonya_0sDIWRJJFGF0HE, 5736234]
[paragraph, [836.0, 1152.0, 614.0, 36.0], shoonya_0sDIWRJJFGF0HE, 5736234]
[paragraph, [836.0, 1188.0, 614.0, 36.0], shoonya_0sDIWRJJFGF0HE, 5736234]
[paragraph, [836.0, 1224.0, 614.0, 36.0], shoonya_0sDIWRJJFGF0HE, 5736234]
[paragraph, [836.0, 1260.0, 614.0, 36.0], shoonya_0sDIWRJJFGF0HE, 5736234]
[paragraph, [836.0, 1296.0, 614.0, 36.0], shoonya_0sDIWRJJFGF0HE, 5736234]
[paragraph, [836.0, 1332.0, 614.0, 36.0], shoonya_0sDIWRJJFGF0HE, 5736234]
[paragraph, [836.0, 1368.0, 614.0, 36.0], shoonya_0sDIWRJJFGF0HE, 5736234]
[paragraph, [204.0, 1406.0, 611.0, 36.0], shoonya_4sTVHTX0T2QVEY, 5736234]
[paragraph, [204.0, 1442.0, 611.0, 36.0], shoonya_4sTVHTX0T2QVEY, 5736234]
[paragraph, [204.0, 1478.0, 611.0, 36.0], shoonya_4sTVHTX0T2QVEY, 5736234]
[paragraph, [204.0, 1514.0, 611.0, 36.0], shoonya_4sTVHTX0T2QVEY, 5736234]
[paragraph, [204.0, 1550.0, 611.0, 36.0], shoonya_4sTVHTX0T2QVEY, 5736234]
[paragraph, [204.0, 1586.0, 611.0, 36.0], shoonya_4sTVHTX0T2QVEY, 5736234]
[paragraph, [204.0, 1622.0, 611.0, 36.0], shoonya_4sTVHTX0T2QVEY, 5736234]
[paragraph, [837.0, 1406.0, 612.0, 36.0], shoonya_1sGFJVSQEYTES5, 5736234]
[paragraph, [837.0, 1442.0, 612.0, 36.0], shoonya_1sGFJVSQEYTES5, 5736234]
[paragraph, [837.0, 1478.0, 612.0, 36.0], shoonya_1sGFJVSQEYTES5, 5736234]
[paragraph, [837.0, 1514.0, 612.0, 36.0], shoonya_1sGFJVSQEYTES5, 5736234]
[paragraph, [837.0, 1550.0, 612.0, 36.0], shoonya_1sGFJVSQEYTES5, 5736234]
[paragraph, [837.0, 1586.0, 612.0, 36.0], shoonya_1sGFJVSQEYTES5, 5736234]
[paragraph, [837.0, 1622.0, 612.0, 36.0], shoonya_1sGFJVSQEYTES5, 5736234]
[paragraph, [837.0, 1658.0, 612.0, 36.0], shoonya_1sGFJVSQEYTES5, 5736234]
[paragraph, [837.0, 1694.0, 612.0, 36.0], shoonya_1sGFJVSQEYTES5, 5736234]
[paragraph, [837.0, 1730.0, 612.0, 36.0], shoonya_1sGFJVSQEYTES5, 5736234]
[author, [620.0, 1687.0, 193.0, 36.0], shoonya_14sFL3BQO54LP6, 5736234]
[section-title, [193.0, 1775.0, 272.0, 52.5], -NFSj78KQb, 5736234]
[paragraph, [836.0, 1783.0, 611.0, 36.0], shoonya_2sFVQ15Z1WTL0G, 5736234]
[paragraph, [836.0, 1819.0, 611.0, 36.0], shoonya_2sFVQ15Z1WTL0G, 5736234]
[paragraph, [836.0, 1855.0, 611.0, 36.0], shoonya_2sFVQ15Z1WTL0G, 5736234]
[paragraph, [836.0, 1891.0, 611.0, 36.0], shoonya_2sFVQ15Z1WTL0G, 5736234]
[paragraph, [836.0, 1927.0, 611.0, 36.0], shoonya_2sFVQ15Z1WTL0G, 5736234]
[paragraph, [836.0, 1963.0, 611.0, 36.0], shoonya_2sFVQ15Z1WTL0G, 5736234]
[paragraph, [836.0, 1999.0, 611.0, 36.0], shoonya_2sFVQ15Z1WTL0G, 5736234]
[paragraph, [193.0, 1833.0, 148.0, 36.0], rb0L8vaHz7, 5736234]
[paragraph, [202.0, 1919.0, 610.0, 36.0], GEU7KYDdkt, 5736234]
[paragraph, [202.0, 1955.0, 610.0, 36.0], GEU7KYDdkt, 5736234]
[paragraph, [202.0, 1991.0, 610.0, 36.0], GEU7KYDdkt, 5736234]
[folio, [208.0, 2080.0, 237.0, 36.0], ZcU1FekSgW, 5736234]
