[1388, 886]
[folio, [393.0, 59.0, 82.0, 18.0], eOVfLfC_X6, 5742905]
[paragraph, [34.0, 470.0, 391.0, 18.0], shoonya_0sSIGFQKHB4ZVE, 5742905]
[paragraph, [34.0, 488.0, 391.0, 18.0], shoonya_0sSIGFQKHB4ZVE, 5742905]
[paragraph, [34.0, 506.0, 391.0, 18.0], shoonya_0sSIGFQKHB4ZVE, 5742905]
[paragraph, [34.0, 524.0, 391.0, 18.0], shoonya_0sSIGFQKHB4ZVE, 5742905]
[paragraph, [34.0, 542.0, 391.0, 18.0], shoonya_0sSIGFQKHB4ZVE, 5742905]
[paragraph, [34.0, 560.0, 391.0, 18.0], shoonya_0sSIGFQKHB4ZVE, 5742905]
[paragraph, [34.0, 578.0, 391.0, 18.0], shoonya_0sSIGFQKHB4ZVE, 5742905]
[paragraph, [34.0, 596.0, 391.0, 18.0], shoonya_0sSIGFQKHB4ZVE, 5742905]
[paragraph, [34.0, 614.0, 391.0, 18.0], shoonya_0sSIGFQKHB4ZVE, 5742905]
[paragraph, [34.0, 632.0, 391.0, 18.0], shoonya_0sSIGFQKHB4ZVE, 5742905]
[paragraph, [34.0, 650.0, 391.0, 18.0], shoonya_0sSIGFQKHB4ZVE, 5742905]
[paragraph, [34.0, 668.0, 391.0, 18.0], shoonya_0sSIGFQKHB4ZVE, 5742905]
[paragraph, [34.0, 686.0, 391.0, 18.0], shoonya_0sSIGFQKHB4ZVE, 5742905]
[paragraph, [34.0, 704.0, 391.0, 18.0], shoonya_0sSIGFQKHB4ZVE, 5742905]
[paragraph, [34.0, 722.0, 391.0, 18.0], shoonya_0sSIGFQKHB4ZVE, 5742905]
[paragraph, [34.0, 740.0, 391.0, 18.0], shoonya_0sSIGFQKHB4ZVE, 5742905]
[paragraph, [34.0, 758.0, 391.0, 18.0], shoonya_0sSIGFQKHB4ZVE, 5742905]
[paragraph, [34.0, 776.0, 391.0, 18.0], shoonya_0sSIGFQKHB4ZVE, 5742905]
[paragraph, [445.0, 310.0, 410.0, 18.0], shoonya_4sX24IFT0I08J9, 5742905]
[paragraph, [445.0, 328.0, 410.0, 18.0], shoonya_4sX24IFT0I08J9, 5742905]
[paragraph, [445.0, 346.0, 410.0, 18.0], shoonya_4sX24IFT0I08J9, 5742905]
[paragraph, [445.0, 364.0, 410.0, 18.0], shoonya_4sX24IFT0I08J9, 5742905]
[paragraph, [445.0, 382.0, 410.0, 18.0], shoonya_4sX24IFT0I08J9, 5742905]
[paragraph, [445.0, 400.0, 410.0, 18.0], shoonya_4sX24IFT0I08J9, 5742905]
[paragraph, [445.0, 418.0, 410.0, 18.0], shoonya_4sX24IFT0I08J9, 5742905]
[paragraph, [445.0, 436.0, 410.0, 18.0], shoonya_4sX24IFT0I08J9, 5742905]
[paragraph, [445.0, 454.0, 410.0, 18.0], shoonya_4sX24IFT0I08J9, 5742905]
[paragraph, [445.0, 472.0, 410.0, 18.0], shoonya_4sX24IFT0I08J9, 5742905]
[paragraph, [445.0, 490.0, 410.0, 18.0], shoonya_4sX24IFT0I08J9, 5742905]
[paragraph, [445.0, 508.0, 410.0, 18.0], shoonya_4sX24IFT0I08J9, 5742905]
[paragraph, [445.0, 526.0, 410.0, 18.0], shoonya_4sX24IFT0I08J9, 5742905]
[paragraph, [445.0, 544.0, 410.0, 18.0], shoonya_4sX24IFT0I08J9, 5742905]
[paragraph, [445.0, 562.0, 410.0, 18.0], shoonya_4sX24IFT0I08J9, 5742905]
[paragraph, [445.0, 580.0, 410.0, 18.0], shoonya_4sX24IFT0I08J9, 5742905]
[paragraph, [445.0, 598.0, 410.0, 18.0], shoonya_4sX24IFT0I08J9, 5742905]
[paragraph, [445.0, 616.0, 410.0, 18.0], shoonya_4sX24IFT0I08J9, 5742905]
[paragraph, [445.0, 634.0, 410.0, 18.0], shoonya_4sX24IFT0I08J9, 5742905]
[paragraph, [445.0, 652.0, 410.0, 18.0], shoonya_4sX24IFT0I08J9, 5742905]
[paragraph, [445.0, 670.0, 410.0, 18.0], shoonya_4sX24IFT0I08J9, 5742905]
[paragraph, [445.0, 688.0, 410.0, 18.0], shoonya_4sX24IFT0I08J9, 5742905]
[paragraph, [445.0, 706.0, 410.0, 18.0], shoonya_4sX24IFT0I08J9, 5742905]
[paragraph, [445.0, 724.0, 410.0, 18.0], shoonya_4sX24IFT0I08J9, 5742905]
[paragraph, [445.0, 742.0, 410.0, 18.0], shoonya_4sX24IFT0I08J9, 5742905]
[paragraph, [445.0, 760.0, 410.0, 18.0], shoonya_4sX24IFT0I08J9, 5742905]
[paragraph, [445.0, 778.0, 410.0, 18.0], shoonya_4sX24IFT0I08J9, 5742905]
[paragraph, [445.0, 796.0, 410.0, 18.0], shoonya_4sX24IFT0I08J9, 5742905]
[paragraph, [445.0, 814.0, 410.0, 18.0], shoonya_4sX24IFT0I08J9, 5742905]
[paragraph, [445.0, 832.0, 410.0, 18.0], shoonya_4sX24IFT0I08J9, 5742905]
[paragraph, [445.0, 850.0, 410.0, 18.0], shoonya_4sX24IFT0I08J9, 5742905]
[paragraph, [445.0, 868.0, 410.0, 18.0], shoonya_4sX24IFT0I08J9, 5742905]
[paragraph, [445.0, 886.0, 410.0, 18.0], shoonya_4sX24IFT0I08J9, 5742905]
[paragraph, [445.0, 904.0, 410.0, 18.0], shoonya_4sX24IFT0I08J9, 5742905]
[paragraph, [445.0, 922.0, 410.0, 18.0], shoonya_4sX24IFT0I08J9, 5742905]
[paragraph, [445.0, 940.0, 410.0, 18.0], shoonya_4sX24IFT0I08J9, 5742905]
[paragraph, [445.0, 958.0, 410.0, 18.0], shoonya_4sX24IFT0I08J9, 5742905]
[paragraph, [32.0, 825.0, 408.0, 18.0], shoonya_1sJWMAGU4CDI0J, 5742905]
[paragraph, [32.0, 843.0, 408.0, 18.0], shoonya_1sJWMAGU4CDI0J, 5742905]
[paragraph, [32.0, 861.0, 408.0, 18.0], shoonya_1sJWMAGU4CDI0J, 5742905]
[paragraph, [32.0, 879.0, 408.0, 18.0], shoonya_1sJWMAGU4CDI0J, 5742905]
[paragraph, [32.0, 897.0, 408.0, 18.0], shoonya_1sJWMAGU4CDI0J, 5742905]
[paragraph, [32.0, 915.0, 408.0, 18.0], shoonya_1sJWMAGU4CDI0J, 5742905]
[paragraph, [32.0, 933.0, 408.0, 18.0], shoonya_1sJWMAGU4CDI0J, 5742905]
[paragraph, [32.0, 951.0, 408.0, 18.0], shoonya_1sJWMAGU4CDI0J, 5742905]
[paragraph, [32.0, 969.0, 408.0, 18.0], shoonya_1sJWMAGU4CDI0J, 5742905]
[paragraph, [32.0, 987.0, 408.0, 18.0], shoonya_1sJWMAGU4CDI0J, 5742905]
[paragraph, [32.0, 1005.0, 408.0, 18.0], shoonya_1sJWMAGU4CDI0J, 5742905]
[paragraph, [32.0, 1023.0, 408.0, 18.0], shoonya_1sJWMAGU4CDI0J, 5742905]
[paragraph, [32.0, 1041.0, 408.0, 18.0], shoonya_1sJWMAGU4CDI0J, 5742905]
[paragraph, [32.0, 1059.0, 408.0, 18.0], shoonya_1sJWMAGU4CDI0J, 5742905]
[paragraph, [32.0, 1077.0, 408.0, 18.0], shoonya_1sJWMAGU4CDI0J, 5742905]
[paragraph, [32.0, 1095.0, 408.0, 18.0], shoonya_1sJWMAGU4CDI0J, 5742905]
[paragraph, [32.0, 1113.0, 408.0, 18.0], shoonya_1sJWMAGU4CDI0J, 5742905]
[paragraph, [32.0, 1131.0, 408.0, 18.0], shoonya_1sJWMAGU4CDI0J, 5742905]
[paragraph, [32.0, 1149.0, 408.0, 18.0], shoonya_1sJWMAGU4CDI0J, 5742905]
[paragraph, [32.0, 1167.0, 408.0, 18.0], shoonya_1sJWMAGU4CDI0J, 5742905]
[paragraph, [32.0, 1185.0, 408.0, 18.0], shoonya_1sJWMAGU4CDI0J, 5742905]
[paragraph, [32.0, 1203.0, 408.0, 18.0], shoonya_1sJWMAGU4CDI0J, 5742905]
[paragraph, [32.0, 1221.0, 408.0, 18.0], shoonya_1sJWMAGU4CDI0J, 5742905]
[paragraph, [32.0, 1239.0, 408.0, 18.0], shoonya_1sJWMAGU4CDI0J, 5742905]
[paragraph, [32.0, 1257.0, 408.0, 18.0], shoonya_1sJWMAGU4CDI0J, 5742905]
[paragraph, [32.0, 1275.0, 408.0, 18.0], shoonya_1sJWMAGU4CDI0J, 5742905]
[paragraph, [32.0, 1293.0, 408.0, 18.0], shoonya_1sJWMAGU4CDI0J, 5742905]
[paragraph, [445.0, 999.0, 399.0, 18.0], shoonya_3sW7M98GHET5N6, 5742905]
[paragraph, [445.0, 1017.0, 399.0, 18.0], shoonya_3sW7M98GHET5N6, 5742905]
[paragraph, [445.0, 1035.0, 399.0, 18.0], shoonya_3sW7M98GHET5N6, 5742905]
[paragraph, [445.0, 1053.0, 399.0, 18.0], shoonya_3sW7M98GHET5N6, 5742905]
[paragraph, [445.0, 1071.0, 399.0, 18.0], shoonya_3sW7M98GHET5N6, 5742905]
[paragraph, [445.0, 1089.0, 399.0, 18.0], shoonya_3sW7M98GHET5N6, 5742905]
[paragraph, [445.0, 1107.0, 399.0, 18.0], shoonya_3sW7M98GHET5N6, 5742905]
[paragraph, [445.0, 1125.0, 399.0, 18.0], shoonya_3sW7M98GHET5N6, 5742905]
[paragraph, [445.0, 1143.0, 399.0, 18.0], shoonya_3sW7M98GHET5N6, 5742905]
[paragraph, [445.0, 1161.0, 399.0, 18.0], shoonya_3sW7M98GHET5N6, 5742905]
[paragraph, [445.0, 1179.0, 399.0, 18.0], shoonya_3sW7M98GHET5N6, 5742905]
[paragraph, [445.0, 1197.0, 399.0, 18.0], shoonya_3sW7M98GHET5N6, 5742905]
[paragraph, [445.0, 1215.0, 399.0, 18.0], shoonya_3sW7M98GHET5N6, 5742905]
[paragraph, [445.0, 1233.0, 399.0, 18.0], shoonya_3sW7M98GHET5N6, 5742905]
[paragraph, [445.0, 1251.0, 399.0, 18.0], shoonya_3sW7M98GHET5N6, 5742905]
[paragraph, [445.0, 1269.0, 399.0, 18.0], shoonya_3sW7M98GHET5N6, 5742905]
[paragraph, [445.0, 1287.0, 399.0, 18.0], shoonya_3sW7M98GHET5N6, 5742905]
[footnote, [559.0, 1348.0, 275.0, 18.0], 7l2XDJJzIr, 5742905]
