[1447, 1063]
[folio, [422.0, 49.0, 241.0, 18.0], lEcpj-gkZa, 5762496]
[paragraph, [93.0, 496.0, 432.0, 18.0], shoonya_4sW6ASWJW70581, 5762496]
[paragraph, [93.0, 514.0, 432.0, 18.0], shoonya_4sW6ASWJW70581, 5762496]
[paragraph, [93.0, 532.0, 432.0, 18.0], shoonya_4sW6ASWJW70581, 5762496]
[paragraph, [93.0, 550.0, 432.0, 18.0], shoonya_4sW6ASWJW70581, 5762496]
[paragraph, [93.0, 568.0, 432.0, 18.0], shoonya_4sW6ASWJW70581, 5762496]
[paragraph, [93.0, 586.0, 432.0, 18.0], shoonya_4sW6ASWJW70581, 5762496]
[paragraph, [93.0, 604.0, 432.0, 18.0], shoonya_4sW6ASWJW70581, 5762496]
[paragraph, [93.0, 622.0, 432.0, 18.0], shoonya_4sW6ASWJW70581, 5762496]
[paragraph, [528.0, 492.0, 446.0, 18.0], Bv-bVtZFFq, 5762496]
[paragraph, [528.0, 510.0, 446.0, 18.0], Bv-bVtZFFq, 5762496]
[paragraph, [528.0, 528.0, 446.0, 18.0], Bv-bVtZFFq, 5762496]
[paragraph, [528.0, 546.0, 446.0, 18.0], Bv-bVtZFFq, 5762496]
[paragraph, [528.0, 564.0, 446.0, 18.0], Bv-bVtZFFq, 5762496]
[paragraph, [528.0, 582.0, 446.0, 18.0], Bv-bVtZFFq, 5762496]
[paragraph, [528.0, 600.0, 446.0, 18.0], Bv-bVtZFFq, 5762496]
[paragraph, [528.0, 618.0, 446.0, 18.0], Bv-bVtZFFq, 5762496]
[paragraph, [528.0, 636.0, 446.0, 18.0], Bv-bVtZFFq, 5762496]
[paragraph, [528.0, 654.0, 446.0, 18.0], Bv-bVtZFFq, 5762496]
[paragraph, [528.0, 672.0, 446.0, 18.0], Bv-bVtZFFq, 5762496]
[section-title, [93.0, 662.0, 274.0, 30.0], shoonya_6sZ1KXF4ZHNLGB, 5762496]
[paragraph, [529.0, 706.0, 443.0, 18.0], 27GMKcxEku, 5762496]
[paragraph, [529.0, 724.0, 443.0, 18.0], 27GMKcxEku, 5762496]
[paragraph, [529.0, 742.0, 443.0, 18.0], 27GMKcxEku, 5762496]
[paragraph, [529.0, 760.0, 443.0, 18.0], 27GMKcxEku, 5762496]
[paragraph, [529.0, 778.0, 443.0, 18.0], 27GMKcxEku, 5762496]
[paragraph, [529.0, 796.0, 443.0, 18.0], 27GMKcxEku, 5762496]
[paragraph, [529.0, 814.0, 443.0, 18.0], 27GMKcxEku, 5762496]
[paragraph, [529.0, 832.0, 443.0, 18.0], 27GMKcxEku, 5762496]
[paragraph, [529.0, 850.0, 443.0, 18.0], 27GMKcxEku, 5762496]
[paragraph, [529.0, 868.0, 443.0, 18.0], 27GMKcxEku, 5762496]
[ordered-list, [89.0, 709.0, 440.0, 18.0], shoonya_2sTS9L3VBX339L, 5762496]
[ordered-list, [89.0, 727.0, 440.0, 18.0], shoonya_2sTS9L3VBX339L, 5762496]
[ordered-list, [89.0, 745.0, 440.0, 18.0], shoonya_2sTS9L3VBX339L, 5762496]
[ordered-list, [89.0, 763.0, 440.0, 18.0], shoonya_2sTS9L3VBX339L, 5762496]
[ordered-list, [89.0, 781.0, 440.0, 18.0], shoonya_2sTS9L3VBX339L, 5762496]
[ordered-list, [89.0, 799.0, 440.0, 18.0], shoonya_2sTS9L3VBX339L, 5762496]
[ordered-list, [89.0, 817.0, 440.0, 18.0], shoonya_2sTS9L3VBX339L, 5762496]
[ordered-list, [89.0, 835.0, 440.0, 18.0], shoonya_2sTS9L3VBX339L, 5762496]
[ordered-list, [89.0, 853.0, 440.0, 18.0], shoonya_2sTS9L3VBX339L, 5762496]
[ordered-list, [89.0, 871.0, 440.0, 18.0], shoonya_2sTS9L3VBX339L, 5762496]
[ordered-list, [89.0, 889.0, 440.0, 18.0], shoonya_2sTS9L3VBX339L, 5762496]
