[2428, 1814]
[paragraph, [126.0, 162.0, 710.0, 36.0], shoonya_16sQCR7YHVVO04, 5694498]
[section-title, [415.0, 1519.0, 135.0, 52.5], shoonya_22sV1LYREP8KRF, 5694498]
[paragraph, [131.0, 1583.0, 706.0, 36.0], shoonya_0s001A39MMTYC8, 5694498]
[paragraph, [131.0, 1619.0, 706.0, 36.0], shoonya_0s001A39MMTYC8, 5694498]
[paragraph, [131.0, 1655.0, 706.0, 36.0], shoonya_0s001A39MMTYC8, 5694498]
[paragraph, [131.0, 1691.0, 706.0, 36.0], shoonya_0s001A39MMTYC8, 5694498]
[paragraph, [131.0, 1727.0, 706.0, 36.0], shoonya_0s001A39MMTYC8, 5694498]
[paragraph, [131.0, 1763.0, 706.0, 36.0], shoonya_0s001A39MMTYC8, 5694498]
[paragraph, [131.0, 1799.0, 706.0, 36.0], shoonya_0s001A39MMTYC8, 5694498]
[paragraph, [131.0, 1835.0, 706.0, 36.0], shoonya_0s001A39MMTYC8, 5694498]
[paragraph, [898.0, 1622.0, 426.0, 36.0], shoonya_25sSJKSLY1UNXR, 5694498]
[paragraph, [898.0, 1658.0, 426.0, 36.0], shoonya_25sSJKSLY1UNXR, 5694498]
[paragraph, [867.0, 1696.0, 702.0, 36.0], shoonya_18sXIZ2LLXND35, 5694498]
[paragraph, [867.0, 1732.0, 702.0, 36.0], shoonya_18sXIZ2LLXND35, 5694498]
[paragraph, [864.0, 1771.0, 707.0, 36.0], shoonya_15sNKI777082UA, 5694498]
[paragraph, [864.0, 1807.0, 707.0, 36.0], shoonya_15sNKI777082UA, 5694498]
[paragraph, [866.0, 1850.0, 705.0, 36.0], shoonya_8sFX44UWIZZK3V, 5694498]
[paragraph, [866.0, 1886.0, 705.0, 36.0], shoonya_8sFX44UWIZZK3V, 5694498]
[paragraph, [866.0, 1922.0, 705.0, 36.0], shoonya_8sFX44UWIZZK3V, 5694498]
[paragraph, [866.0, 1958.0, 705.0, 36.0], shoonya_8sFX44UWIZZK3V, 5694498]
[paragraph, [866.0, 1994.0, 705.0, 36.0], shoonya_8sFX44UWIZZK3V, 5694498]
[paragraph, [866.0, 2030.0, 705.0, 36.0], shoonya_8sFX44UWIZZK3V, 5694498]
[paragraph, [131.0, 1892.0, 701.0, 36.0], shoonya_13sN0XYV972YVL, 5694498]
[paragraph, [131.0, 1928.0, 701.0, 36.0], shoonya_13sN0XYV972YVL, 5694498]
[paragraph, [131.0, 1964.0, 701.0, 36.0], shoonya_13sN0XYV972YVL, 5694498]
[paragraph, [131.0, 2000.0, 701.0, 36.0], shoonya_13sN0XYV972YVL, 5694498]
[paragraph, [131.0, 2036.0, 701.0, 36.0], shoonya_13sN0XYV972YVL, 5694498]
[paragraph, [129.0, 2079.0, 705.0, 36.0], shoonya_3sUKI5VFMR3W9C, 5694498]
[paragraph, [129.0, 2115.0, 705.0, 36.0], shoonya_3sUKI5VFMR3W9C, 5694498]
[paragraph, [129.0, 2151.0, 705.0, 36.0], shoonya_3sUKI5VFMR3W9C, 5694498]
[paragraph, [129.0, 2187.0, 705.0, 36.0], shoonya_3sUKI5VFMR3W9C, 5694498]
[paragraph, [862.0, 2079.0, 708.0, 36.0], shoonya_4s7DOXUJVBQ7FH, 5694498]
[paragraph, [862.0, 2115.0, 708.0, 36.0], shoonya_4s7DOXUJVBQ7FH, 5694498]
[paragraph, [862.0, 2151.0, 708.0, 36.0], shoonya_4s7DOXUJVBQ7FH, 5694498]
[paragraph, [862.0, 2187.0, 708.0, 36.0], shoonya_4s7DOXUJVBQ7FH, 5694498]
[folio, [572.0, 2287.0, 572.0, 36.0], Yxf92WhxV0, 5694498]
