[1806, 1262]
[folio, [158.0, 101.0, 506.0, 36.0], shoonya_6sNTHCKDS1L5LD, 5680603]
[paragraph, [646.0, 1006.0, 516.0, 36.0], shoonya_4s5E1UY7WHTA40, 5680603]
[paragraph, [646.0, 1042.0, 516.0, 36.0], shoonya_4s5E1UY7WHTA40, 5680603]
[paragraph, [646.0, 1078.0, 516.0, 36.0], shoonya_4s5E1UY7WHTA40, 5680603]
[paragraph, [93.0, 910.0, 507.0, 36.0], shoonya_0s58BNWR3OZISF, 5680603]
[paragraph, [93.0, 946.0, 507.0, 36.0], shoonya_0s58BNWR3OZISF, 5680603]
[paragraph, [93.0, 982.0, 507.0, 36.0], shoonya_0s58BNWR3OZISF, 5680603]
[paragraph, [93.0, 1018.0, 507.0, 36.0], shoonya_0s58BNWR3OZISF, 5680603]
[paragraph, [93.0, 1054.0, 507.0, 36.0], shoonya_0s58BNWR3OZISF, 5680603]
[paragraph, [93.0, 1090.0, 507.0, 36.0], shoonya_0s58BNWR3OZISF, 5680603]
[paragraph, [93.0, 1126.0, 507.0, 36.0], shoonya_0s58BNWR3OZISF, 5680603]
[paragraph, [93.0, 1162.0, 507.0, 36.0], shoonya_0s58BNWR3OZISF, 5680603]
[paragraph, [93.0, 1198.0, 507.0, 36.0], shoonya_0s58BNWR3OZISF, 5680603]
[paragraph, [93.0, 1234.0, 507.0, 36.0], shoonya_0s58BNWR3OZISF, 5680603]
[paragraph, [93.0, 1270.0, 507.0, 36.0], shoonya_0s58BNWR3OZISF, 5680603]
[paragraph, [93.0, 1306.0, 507.0, 36.0], shoonya_0s58BNWR3OZISF, 5680603]
[paragraph, [93.0, 1342.0, 507.0, 36.0], shoonya_0s58BNWR3OZISF, 5680603]
[paragraph, [93.0, 1378.0, 507.0, 36.0], shoonya_0s58BNWR3OZISF, 5680603]
[paragraph, [93.0, 1414.0, 507.0, 36.0], shoonya_0s58BNWR3OZISF, 5680603]
[paragraph, [93.0, 1450.0, 507.0, 36.0], shoonya_0s58BNWR3OZISF, 5680603]
[paragraph, [93.0, 1486.0, 507.0, 36.0], shoonya_0s58BNWR3OZISF, 5680603]
[paragraph, [93.0, 1522.0, 507.0, 36.0], shoonya_0s58BNWR3OZISF, 5680603]
[paragraph, [93.0, 1558.0, 507.0, 36.0], shoonya_0s58BNWR3OZISF, 5680603]
[paragraph, [93.0, 1594.0, 507.0, 36.0], shoonya_0s58BNWR3OZISF, 5680603]
[paragraph, [93.0, 1630.0, 507.0, 36.0], shoonya_0s58BNWR3OZISF, 5680603]
[paragraph, [93.0, 1666.0, 507.0, 36.0], shoonya_0s58BNWR3OZISF, 5680603]
[paragraph, [653.0, 1122.0, 515.0, 36.0], shoonya_2sITKTMBPG2WB3, 5680603]
[paragraph, [653.0, 1158.0, 515.0, 36.0], shoonya_2sITKTMBPG2WB3, 5680603]
[paragraph, [653.0, 1194.0, 515.0, 36.0], shoonya_2sITKTMBPG2WB3, 5680603]
[paragraph, [653.0, 1230.0, 515.0, 36.0], shoonya_2sITKTMBPG2WB3, 5680603]
[paragraph, [653.0, 1266.0, 515.0, 36.0], shoonya_2sITKTMBPG2WB3, 5680603]
[paragraph, [653.0, 1302.0, 515.0, 36.0], shoonya_2sITKTMBPG2WB3, 5680603]
[paragraph, [653.0, 1338.0, 515.0, 36.0], shoonya_2sITKTMBPG2WB3, 5680603]
[paragraph, [653.0, 1374.0, 515.0, 36.0], shoonya_2sITKTMBPG2WB3, 5680603]
[paragraph, [653.0, 1410.0, 515.0, 36.0], shoonya_2sITKTMBPG2WB3, 5680603]
[paragraph, [653.0, 1446.0, 515.0, 36.0], shoonya_2sITKTMBPG2WB3, 5680603]
[paragraph, [653.0, 1482.0, 515.0, 36.0], shoonya_2sITKTMBPG2WB3, 5680603]
[paragraph, [653.0, 1518.0, 515.0, 36.0], shoonya_2sITKTMBPG2WB3, 5680603]
[paragraph, [657.0, 1556.0, 510.0, 36.0], shoonya_3sSXODEDKKHSZ5, 5680603]
[paragraph, [657.0, 1592.0, 510.0, 36.0], shoonya_3sSXODEDKKHSZ5, 5680603]
[paragraph, [657.0, 1628.0, 510.0, 36.0], shoonya_3sSXODEDKKHSZ5, 5680603]
[paragraph, [657.0, 1664.0, 510.0, 36.0], shoonya_3sSXODEDKKHSZ5, 5680603]
