[1320, 1176]
[headline, [253.0, 157.0, 677.0, 25.5], LgeMpyJOxy, 5694396]
[paragraph, [71.0, 976.0, 340.0, 18.0], shoonya_0sZJ764GIQR8UN, 5694396]
[paragraph, [71.0, 994.0, 340.0, 18.0], shoonya_0sZJ764GIQR8UN, 5694396]
[paragraph, [71.0, 1012.0, 340.0, 18.0], shoonya_0sZJ764GIQR8UN, 5694396]
[paragraph, [71.0, 1030.0, 340.0, 18.0], shoonya_0sZJ764GIQR8UN, 5694396]
[paragraph, [71.0, 1048.0, 340.0, 18.0], shoonya_0sZJ764GIQR8UN, 5694396]
[paragraph, [71.0, 1066.0, 340.0, 18.0], shoonya_0sZJ764GIQR8UN, 5694396]
[paragraph, [71.0, 1084.0, 340.0, 18.0], shoonya_0sZJ764GIQR8UN, 5694396]
[paragraph, [71.0, 1102.0, 340.0, 18.0], shoonya_0sZJ764GIQR8UN, 5694396]
[paragraph, [71.0, 1120.0, 340.0, 18.0], shoonya_0sZJ764GIQR8UN, 5694396]
[paragraph, [71.0, 1138.0, 340.0, 18.0], shoonya_0sZJ764GIQR8UN, 5694396]
[paragraph, [71.0, 1156.0, 340.0, 18.0], shoonya_0sZJ764GIQR8UN, 5694396]
[paragraph, [71.0, 1174.0, 340.0, 18.0], shoonya_0sZJ764GIQR8UN, 5694396]
[paragraph, [71.0, 1192.0, 340.0, 18.0], shoonya_0sZJ764GIQR8UN, 5694396]
[paragraph, [71.0, 1210.0, 340.0, 18.0], shoonya_0sZJ764GIQR8UN, 5694396]
[paragraph, [71.0, 1228.0, 340.0, 18.0], shoonya_0sZJ764GIQR8UN, 5694396]
[section-title, [847.0, 736.0, 145.0, 30.0], KdW3afqGY-, 5694396]
[paragraph, [763.0, 770.0, 319.0, 18.0], dpWI-1x6w_, 5694396]
[paragraph, [763.0, 788.0, 319.0, 18.0], dpWI-1x6w_, 5694396]
[paragraph, [763.0, 806.0, 319.0, 18.0], dpWI-1x6w_, 5694396]
[paragraph, [763.0, 824.0, 319.0, 18.0], dpWI-1x6w_, 5694396]
[paragraph, [763.0, 842.0, 319.0, 18.0], dpWI-1x6w_, 5694396]
