[1320, 1176]
[folio, [84.0, 149.0, 249.0, 18.0], x2Q8TMZuTY, 5694638]
[answer, [768.0, 734.0, 331.0, 18.0], shoonya_2sIHJ419JOJOIP, 5694638]
[answer, [768.0, 752.0, 331.0, 18.0], shoonya_2sIHJ419JOJOIP, 5694638]
[answer, [768.0, 770.0, 331.0, 18.0], shoonya_2sIHJ419JOJOIP, 5694638]
[answer, [768.0, 788.0, 331.0, 18.0], shoonya_2sIHJ419JOJOIP, 5694638]
[answer, [768.0, 806.0, 331.0, 18.0], shoonya_2sIHJ419JOJOIP, 5694638]
[answer, [768.0, 824.0, 331.0, 18.0], shoonya_2sIHJ419JOJOIP, 5694638]
[answer, [768.0, 842.0, 331.0, 18.0], shoonya_2sIHJ419JOJOIP, 5694638]
[answer, [768.0, 860.0, 331.0, 18.0], shoonya_2sIHJ419JOJOIP, 5694638]
[answer, [768.0, 878.0, 331.0, 18.0], shoonya_2sIHJ419JOJOIP, 5694638]
[answer, [768.0, 896.0, 331.0, 18.0], shoonya_2sIHJ419JOJOIP, 5694638]
[answer, [768.0, 914.0, 331.0, 18.0], shoonya_2sIHJ419JOJOIP, 5694638]
[answer, [768.0, 932.0, 331.0, 18.0], shoonya_2sIHJ419JOJOIP, 5694638]
[answer, [768.0, 950.0, 331.0, 18.0], shoonya_2sIHJ419JOJOIP, 5694638]
[answer, [768.0, 968.0, 331.0, 18.0], shoonya_2sIHJ419JOJOIP, 5694638]
[answer, [768.0, 986.0, 331.0, 18.0], shoonya_2sIHJ419JOJOIP, 5694638]
[answer, [768.0, 1004.0, 331.0, 18.0], shoonya_2sIHJ419JOJOIP, 5694638]
[answer, [768.0, 1022.0, 331.0, 18.0], shoonya_2sIHJ419JOJOIP, 5694638]
[answer, [768.0, 1040.0, 331.0, 18.0], shoonya_2sIHJ419JOJOIP, 5694638]
[answer, [768.0, 1058.0, 331.0, 18.0], shoonya_2sIHJ419JOJOIP, 5694638]
[answer, [768.0, 1076.0, 331.0, 18.0], shoonya_2sIHJ419JOJOIP, 5694638]
[answer, [768.0, 1094.0, 331.0, 18.0], shoonya_2sIHJ419JOJOIP, 5694638]
[answer, [768.0, 1112.0, 331.0, 18.0], shoonya_2sIHJ419JOJOIP, 5694638]
[answer, [768.0, 1130.0, 331.0, 18.0], shoonya_2sIHJ419JOJOIP, 5694638]
[answer, [768.0, 1148.0, 331.0, 18.0], shoonya_2sIHJ419JOJOIP, 5694638]
[answer, [768.0, 1166.0, 331.0, 18.0], shoonya_2sIHJ419JOJOIP, 5694638]
[paragraph, [422.0, 655.0, 331.0, 18.0], shoonya_3sJOJX9SIW57G1, 5694638]
[paragraph, [422.0, 673.0, 331.0, 18.0], shoonya_3sJOJX9SIW57G1, 5694638]
[paragraph, [422.0, 691.0, 331.0, 18.0], shoonya_3sJOJX9SIW57G1, 5694638]
[paragraph, [422.0, 709.0, 331.0, 18.0], shoonya_3sJOJX9SIW57G1, 5694638]
[paragraph, [422.0, 727.0, 331.0, 18.0], shoonya_3sJOJX9SIW57G1, 5694638]
[paragraph, [422.0, 745.0, 331.0, 18.0], shoonya_3sJOJX9SIW57G1, 5694638]
[paragraph, [422.0, 763.0, 331.0, 18.0], shoonya_3sJOJX9SIW57G1, 5694638]
[paragraph, [422.0, 781.0, 331.0, 18.0], shoonya_3sJOJX9SIW57G1, 5694638]
[paragraph, [422.0, 799.0, 331.0, 18.0], shoonya_3sJOJX9SIW57G1, 5694638]
[paragraph, [422.0, 817.0, 331.0, 18.0], shoonya_3sJOJX9SIW57G1, 5694638]
[paragraph, [422.0, 835.0, 331.0, 18.0], shoonya_3sJOJX9SIW57G1, 5694638]
[paragraph, [422.0, 853.0, 331.0, 18.0], shoonya_3sJOJX9SIW57G1, 5694638]
[paragraph, [422.0, 871.0, 331.0, 18.0], shoonya_3sJOJX9SIW57G1, 5694638]
[paragraph, [422.0, 889.0, 331.0, 18.0], shoonya_3sJOJX9SIW57G1, 5694638]
[paragraph, [422.0, 907.0, 331.0, 18.0], shoonya_3sJOJX9SIW57G1, 5694638]
[paragraph, [75.0, 911.0, 327.0, 18.0], shoonya_1s8A326I3TZZPR, 5694638]
[paragraph, [75.0, 929.0, 327.0, 18.0], shoonya_1s8A326I3TZZPR, 5694638]
[paragraph, [75.0, 947.0, 327.0, 18.0], shoonya_1s8A326I3TZZPR, 5694638]
[paragraph, [75.0, 965.0, 327.0, 18.0], shoonya_1s8A326I3TZZPR, 5694638]
[paragraph, [75.0, 983.0, 327.0, 18.0], shoonya_1s8A326I3TZZPR, 5694638]
[paragraph, [75.0, 1001.0, 327.0, 18.0], shoonya_1s8A326I3TZZPR, 5694638]
[paragraph, [75.0, 1019.0, 327.0, 18.0], shoonya_1s8A326I3TZZPR, 5694638]
[paragraph, [75.0, 1037.0, 327.0, 18.0], shoonya_1s8A326I3TZZPR, 5694638]
[paragraph, [75.0, 1055.0, 327.0, 18.0], shoonya_1s8A326I3TZZPR, 5694638]
[paragraph, [75.0, 1073.0, 327.0, 18.0], shoonya_1s8A326I3TZZPR, 5694638]
[paragraph, [75.0, 1091.0, 327.0, 18.0], shoonya_1s8A326I3TZZPR, 5694638]
[paragraph, [75.0, 1109.0, 327.0, 18.0], shoonya_1s8A326I3TZZPR, 5694638]
[paragraph, [75.0, 1127.0, 327.0, 18.0], shoonya_1s8A326I3TZZPR, 5694638]
[paragraph, [75.0, 1145.0, 327.0, 18.0], shoonya_1s8A326I3TZZPR, 5694638]
[paragraph, [75.0, 1163.0, 327.0, 18.0], shoonya_1s8A326I3TZZPR, 5694638]
[paragraph, [75.0, 1181.0, 327.0, 18.0], shoonya_1s8A326I3TZZPR, 5694638]
[paragraph, [75.0, 1199.0, 327.0, 18.0], shoonya_1s8A326I3TZZPR, 5694638]
[paragraph, [75.0, 1217.0, 327.0, 18.0], shoonya_1s8A326I3TZZPR, 5694638]
[paragraph, [75.0, 1235.0, 327.0, 18.0], shoonya_1s8A326I3TZZPR, 5694638]
[author, [600.0, 923.0, 142.0, 18.0], pSqNTB9ZA1, 5694638]
[author, [600.0, 941.0, 142.0, 18.0], pSqNTB9ZA1, 5694638]
[answer, [409.0, 1018.0, 345.0, 18.0], F41dNbAed_, 5694638]
[answer, [409.0, 1036.0, 345.0, 18.0], F41dNbAed_, 5694638]
[answer, [409.0, 1054.0, 345.0, 18.0], F41dNbAed_, 5694638]
[answer, [409.0, 1072.0, 345.0, 18.0], F41dNbAed_, 5694638]
[answer, [409.0, 1090.0, 345.0, 18.0], F41dNbAed_, 5694638]
[answer, [409.0, 1108.0, 345.0, 18.0], F41dNbAed_, 5694638]
[answer, [409.0, 1126.0, 345.0, 18.0], F41dNbAed_, 5694638]
[answer, [409.0, 1144.0, 345.0, 18.0], F41dNbAed_, 5694638]
[paragraph, [413.0, 1168.0, 336.0, 18.0], d_D199W-XJ, 5694638]
[paragraph, [413.0, 1186.0, 336.0, 18.0], d_D199W-XJ, 5694638]
[paragraph, [413.0, 1204.0, 336.0, 18.0], d_D199W-XJ, 5694638]
[paragraph, [413.0, 1222.0, 336.0, 18.0], d_D199W-XJ, 5694638]
[paragraph, [413.0, 1240.0, 336.0, 18.0], d_D199W-XJ, 5694638]
[paragraph, [771.0, 1195.0, 330.0, 18.0], 77BKi5v6hE, 5694638]
[paragraph, [771.0, 1213.0, 330.0, 18.0], 77BKi5v6hE, 5694638]
[paragraph, [771.0, 1231.0, 330.0, 18.0], 77BKi5v6hE, 5694638]
