[1298, 853]
[section-title, [280.0, 70.0, 282.0, 30.0], mAG5UVxYZs, 5710222]
[paragraph, [56.0, 794.0, 744.0, 18.0], 5VOvBYRSgQ, 5710222]
[paragraph, [59.0, 823.0, 743.0, 18.0], qygK8-7ooa, 5710222]
[paragraph, [59.0, 841.0, 743.0, 18.0], qygK8-7ooa, 5710222]
[paragraph, [59.0, 859.0, 743.0, 18.0], qygK8-7ooa, 5710222]
[paragraph, [59.0, 877.0, 743.0, 18.0], qygK8-7ooa, 5710222]
[paragraph, [59.0, 895.0, 743.0, 18.0], qygK8-7ooa, 5710222]
[paragraph, [59.0, 913.0, 743.0, 18.0], qygK8-7ooa, 5710222]
[paragraph, [59.0, 931.0, 743.0, 18.0], qygK8-7ooa, 5710222]
[paragraph, [59.0, 949.0, 743.0, 18.0], qygK8-7ooa, 5710222]
[paragraph, [59.0, 967.0, 743.0, 18.0], qygK8-7ooa, 5710222]
[paragraph, [59.0, 985.0, 743.0, 18.0], qygK8-7ooa, 5710222]
[paragraph, [59.0, 1003.0, 743.0, 18.0], qygK8-7ooa, 5710222]
[paragraph, [59.0, 1021.0, 743.0, 18.0], qygK8-7ooa, 5710222]
[paragraph, [59.0, 1039.0, 743.0, 18.0], qygK8-7ooa, 5710222]
[paragraph, [59.0, 1057.0, 743.0, 18.0], qygK8-7ooa, 5710222]
[paragraph, [59.0, 1075.0, 743.0, 18.0], qygK8-7ooa, 5710222]
[paragraph, [59.0, 1093.0, 743.0, 18.0], qygK8-7ooa, 5710222]
[paragraph, [59.0, 1111.0, 743.0, 18.0], qygK8-7ooa, 5710222]
[paragraph, [59.0, 1129.0, 743.0, 18.0], qygK8-7ooa, 5710222]
[paragraph, [59.0, 1147.0, 743.0, 18.0], qygK8-7ooa, 5710222]
[paragraph, [59.0, 1165.0, 743.0, 18.0], qygK8-7ooa, 5710222]
[paragraph, [59.0, 1183.0, 743.0, 18.0], qygK8-7ooa, 5710222]
[paragraph, [59.0, 1201.0, 743.0, 18.0], qygK8-7ooa, 5710222]
