[2339, 1656]
[paragraph, [912.0, 89.0, 703.0, 36.0], shoonya_0sZKQCR6FIUOW4, 5750086]
[paragraph, [192.0, 1669.0, 702.0, 36.0], shoonya_5s0OE3VENYDCL4, 5750086]
[paragraph, [192.0, 1705.0, 702.0, 36.0], shoonya_5s0OE3VENYDCL4, 5750086]
[paragraph, [192.0, 1741.0, 702.0, 36.0], shoonya_5s0OE3VENYDCL4, 5750086]
[paragraph, [192.0, 1777.0, 702.0, 36.0], shoonya_5s0OE3VENYDCL4, 5750086]
[paragraph, [192.0, 1813.0, 702.0, 36.0], shoonya_5s0OE3VENYDCL4, 5750086]
[paragraph, [196.0, 1859.0, 697.0, 36.0], shoonya_7sO4B5LD1E5EQU, 5750086]
[paragraph, [196.0, 1895.0, 697.0, 36.0], shoonya_7sO4B5LD1E5EQU, 5750086]
[paragraph, [196.0, 1931.0, 697.0, 36.0], shoonya_7sO4B5LD1E5EQU, 5750086]
[paragraph, [196.0, 1967.0, 697.0, 36.0], shoonya_7sO4B5LD1E5EQU, 5750086]
[paragraph, [192.0, 2020.0, 704.0, 36.0], shoonya_9s7IXIG2T7CPW5, 5750086]
[paragraph, [192.0, 2056.0, 704.0, 36.0], shoonya_9s7IXIG2T7CPW5, 5750086]
[paragraph, [192.0, 2092.0, 704.0, 36.0], shoonya_9s7IXIG2T7CPW5, 5750086]
