[2339, 1656]
[paragraph, [82.0, 98.0, 706.0, 36.0], shoonya_8sYJ1NZMKWWIVI, 5749748]
[paragraph, [819.0, 2048.0, 699.0, 36.0], shoonya_1sKGRDZ3JRDP2J, 5749748]
[paragraph, [85.0, 1547.0, 701.0, 36.0], shoonya_4s5WT34JRX00HI, 5749748]
[paragraph, [85.0, 1583.0, 701.0, 36.0], shoonya_4s5WT34JRX00HI, 5749748]
[paragraph, [85.0, 1619.0, 701.0, 36.0], shoonya_4s5WT34JRX00HI, 5749748]
[paragraph, [85.0, 1655.0, 701.0, 36.0], shoonya_4s5WT34JRX00HI, 5749748]
[paragraph, [85.0, 1691.0, 701.0, 36.0], shoonya_4s5WT34JRX00HI, 5749748]
[paragraph, [89.0, 1757.0, 698.0, 36.0], shoonya_7sCVR146GFGSDS, 5749748]
[paragraph, [89.0, 1793.0, 698.0, 36.0], shoonya_7sCVR146GFGSDS, 5749748]
[paragraph, [89.0, 1829.0, 698.0, 36.0], shoonya_7sCVR146GFGSDS, 5749748]
[paragraph, [89.0, 1865.0, 698.0, 36.0], shoonya_7sCVR146GFGSDS, 5749748]
[paragraph, [83.0, 1915.0, 707.0, 36.0], shoonya_6sSFI534RVJSBN, 5749748]
[paragraph, [83.0, 1951.0, 707.0, 36.0], shoonya_6sSFI534RVJSBN, 5749748]
[paragraph, [83.0, 1987.0, 707.0, 36.0], shoonya_6sSFI534RVJSBN, 5749748]
[paragraph, [83.0, 2023.0, 707.0, 36.0], shoonya_6sSFI534RVJSBN, 5749748]
