[792, 612]
[paragraph, [227.0, 53.0, 158.0, 18.0], k7mfODeC85, 6514722]
[paragraph, [225.0, 501.0, 160.0, 18.0], xREJ_P7QPr, 6514722]
[paragraph, [225.0, 519.0, 160.0, 18.0], xREJ_P7QPr, 6514722]
[paragraph, [225.0, 537.0, 160.0, 18.0], xREJ_P7QPr, 6514722]
[paragraph, [225.0, 555.0, 160.0, 18.0], xREJ_P7QPr, 6514722]
[paragraph, [389.0, 412.0, 162.0, 18.0], SjExFTMmEs, 6514722]
[paragraph, [389.0, 430.0, 162.0, 18.0], SjExFTMmEs, 6514722]
[paragraph, [389.0, 448.0, 162.0, 18.0], SjExFTMmEs, 6514722]
[paragraph, [389.0, 466.0, 162.0, 18.0], SjExFTMmEs, 6514722]
[paragraph, [389.0, 484.0, 162.0, 18.0], SjExFTMmEs, 6514722]
[paragraph, [390.0, 517.0, 161.0, 18.0], yc8Z0FQAYO, 6514722]
[paragraph, [390.0, 535.0, 161.0, 18.0], yc8Z0FQAYO, 6514722]
[paragraph, [390.0, 553.0, 161.0, 18.0], yc8Z0FQAYO, 6514722]
[paragraph, [390.0, 571.0, 161.0, 18.0], yc8Z0FQAYO, 6514722]
[paragraph, [390.0, 589.0, 161.0, 18.0], yc8Z0FQAYO, 6514722]
[paragraph, [390.0, 607.0, 161.0, 18.0], yc8Z0FQAYO, 6514722]
[paragraph, [224.0, 583.0, 163.0, 18.0], 7gE5AdsUI3, 6514722]
[paragraph, [224.0, 601.0, 163.0, 18.0], 7gE5AdsUI3, 6514722]
[paragraph, [224.0, 619.0, 163.0, 18.0], 7gE5AdsUI3, 6514722]
[paragraph, [224.0, 637.0, 163.0, 18.0], 7gE5AdsUI3, 6514722]
[paragraph, [60.0, 584.0, 159.0, 18.0], Cur3aYVpjz, 6514722]
[paragraph, [60.0, 602.0, 159.0, 18.0], Cur3aYVpjz, 6514722]
[paragraph, [60.0, 620.0, 159.0, 18.0], Cur3aYVpjz, 6514722]
[paragraph, [60.0, 638.0, 159.0, 18.0], Cur3aYVpjz, 6514722]
[paragraph, [60.0, 656.0, 159.0, 18.0], Cur3aYVpjz, 6514722]
[paragraph, [60.0, 674.0, 159.0, 18.0], Cur3aYVpjz, 6514722]
[paragraph, [60.0, 692.0, 159.0, 18.0], Cur3aYVpjz, 6514722]
[paragraph, [390.0, 637.0, 162.0, 18.0], lETl7qDBFr, 6514722]
[paragraph, [390.0, 655.0, 162.0, 18.0], lETl7qDBFr, 6514722]
[paragraph, [390.0, 673.0, 162.0, 18.0], lETl7qDBFr, 6514722]
[paragraph, [390.0, 691.0, 162.0, 18.0], lETl7qDBFr, 6514722]
[paragraph, [223.0, 663.0, 163.0, 18.0], 6u4sTUAIeA, 6514722]
[paragraph, [223.0, 681.0, 163.0, 18.0], 6u4sTUAIeA, 6514722]
