[1363, 835]
[folio, [99.0, 50.0, 113.0, 18.0], 9Dp6zVaokD, 5781982]
[sub-ordered-list, [98.0, 613.0, 640.0, 18.0], jutS4u-3BC, 5781982]
[sub-ordered-list, [98.0, 631.0, 640.0, 18.0], jutS4u-3BC, 5781982]
[sub-ordered-list, [98.0, 649.0, 640.0, 18.0], jutS4u-3BC, 5781982]
[sub-ordered-list, [98.0, 667.0, 640.0, 18.0], jutS4u-3BC, 5781982]
[sub-ordered-list, [98.0, 685.0, 640.0, 18.0], jutS4u-3BC, 5781982]
[sub-ordered-list, [98.0, 703.0, 640.0, 18.0], jutS4u-3BC, 5781982]
[sub-ordered-list, [98.0, 721.0, 640.0, 18.0], jutS4u-3BC, 5781982]
[sub-ordered-list, [98.0, 739.0, 640.0, 18.0], jutS4u-3BC, 5781982]
[sub-ordered-list, [98.0, 757.0, 640.0, 18.0], jutS4u-3BC, 5781982]
[sub-ordered-list, [98.0, 775.0, 640.0, 18.0], jutS4u-3BC, 5781982]
[sub-ordered-list, [98.0, 793.0, 640.0, 18.0], jutS4u-3BC, 5781982]
[sub-ordered-list, [98.0, 811.0, 640.0, 18.0], jutS4u-3BC, 5781982]
[sub-ordered-list, [98.0, 829.0, 640.0, 18.0], jutS4u-3BC, 5781982]
[sub-ordered-list, [98.0, 847.0, 640.0, 18.0], jutS4u-3BC, 5781982]
[sub-ordered-list, [98.0, 865.0, 640.0, 18.0], jutS4u-3BC, 5781982]
[sub-ordered-list, [98.0, 883.0, 640.0, 18.0], jutS4u-3BC, 5781982]
[sub-ordered-list, [98.0, 901.0, 640.0, 18.0], jutS4u-3BC, 5781982]
[sub-ordered-list, [98.0, 919.0, 640.0, 18.0], jutS4u-3BC, 5781982]
[sub-ordered-list, [98.0, 937.0, 640.0, 18.0], jutS4u-3BC, 5781982]
[sub-ordered-list, [97.0, 1006.0, 639.0, 18.0], shoonya_4sBXF6W0GJ5C02, 5781982]
[sub-ordered-list, [97.0, 1024.0, 639.0, 18.0], shoonya_4sBXF6W0GJ5C02, 5781982]
[sub-ordered-list, [97.0, 1042.0, 639.0, 18.0], shoonya_4sBXF6W0GJ5C02, 5781982]
[sub-ordered-list, [97.0, 1060.0, 639.0, 18.0], shoonya_4sBXF6W0GJ5C02, 5781982]
[sub-ordered-list, [97.0, 1078.0, 639.0, 18.0], shoonya_4sBXF6W0GJ5C02, 5781982]
[sub-ordered-list, [97.0, 1096.0, 639.0, 18.0], shoonya_4sBXF6W0GJ5C02, 5781982]
[sub-ordered-list, [97.0, 1114.0, 639.0, 18.0], shoonya_4sBXF6W0GJ5C02, 5781982]
[sub-ordered-list, [97.0, 1132.0, 639.0, 18.0], shoonya_4sBXF6W0GJ5C02, 5781982]
[sub-ordered-list, [97.0, 1150.0, 639.0, 18.0], shoonya_4sBXF6W0GJ5C02, 5781982]
[sub-ordered-list, [97.0, 1168.0, 639.0, 18.0], shoonya_4sBXF6W0GJ5C02, 5781982]
[sub-ordered-list, [97.0, 1186.0, 639.0, 18.0], shoonya_4sBXF6W0GJ5C02, 5781982]
[sub-ordered-list, [97.0, 1204.0, 639.0, 18.0], shoonya_4sBXF6W0GJ5C02, 5781982]
