[792, 612]
[section-title, [24.0, 55.0, 170.0, 30.0], ChUNj59Bf8, 6514485]
[contact-info, [30.0, 480.0, 157.0, 18.0], mkC8yza_kk, 6514485]
[contact-info, [30.0, 498.0, 157.0, 18.0], mkC8yza_kk, 6514485]
[contact-info, [30.0, 516.0, 157.0, 18.0], mkC8yza_kk, 6514485]
[contact-info, [30.0, 534.0, 157.0, 18.0], mkC8yza_kk, 6514485]
[contact-info, [30.0, 552.0, 157.0, 18.0], mkC8yza_kk, 6514485]
[contact-info, [30.0, 570.0, 157.0, 18.0], mkC8yza_kk, 6514485]
[contact-info, [30.0, 588.0, 157.0, 18.0], mkC8yza_kk, 6514485]
[paragraph, [391.0, 494.0, 161.0, 18.0], pAqZZhbX89, 6514485]
[paragraph, [391.0, 512.0, 161.0, 18.0], pAqZZhbX89, 6514485]
[paragraph, [391.0, 530.0, 161.0, 18.0], pAqZZhbX89, 6514485]
[paragraph, [393.0, 568.0, 162.0, 18.0], vXiaFuqnxI, 6514485]
[paragraph, [393.0, 586.0, 162.0, 18.0], vXiaFuqnxI, 6514485]
[paragraph, [393.0, 604.0, 162.0, 18.0], vXiaFuqnxI, 6514485]
[paragraph, [393.0, 622.0, 162.0, 18.0], vXiaFuqnxI, 6514485]
[paragraph, [393.0, 640.0, 162.0, 18.0], vXiaFuqnxI, 6514485]
[paragraph, [393.0, 658.0, 162.0, 18.0], vXiaFuqnxI, 6514485]
[paragraph, [393.0, 676.0, 162.0, 18.0], vXiaFuqnxI, 6514485]
[paragraph, [223.0, 577.0, 161.0, 18.0], GZfbuHwioy, 6514485]
[paragraph, [223.0, 595.0, 161.0, 18.0], GZfbuHwioy, 6514485]
[paragraph, [223.0, 613.0, 161.0, 18.0], GZfbuHwioy, 6514485]
[website-link, [44.0, 580.0, 128.0, 18.0], OlKpyO_vDg, 6514485]
[paragraph, [25.0, 638.0, 167.0, 18.0], fDcYKQnA7O, 6514485]
[paragraph, [25.0, 656.0, 167.0, 18.0], fDcYKQnA7O, 6514485]
[paragraph, [25.0, 674.0, 167.0, 18.0], fDcYKQnA7O, 6514485]
[paragraph, [25.0, 692.0, 167.0, 18.0], fDcYKQnA7O, 6514485]
[paragraph, [25.0, 710.0, 167.0, 18.0], fDcYKQnA7O, 6514485]
[paragraph, [224.0, 650.0, 162.0, 18.0], RxVeVJDC6J, 6514485]
[paragraph, [224.0, 668.0, 162.0, 18.0], RxVeVJDC6J, 6514485]
[paragraph, [224.0, 686.0, 162.0, 18.0], RxVeVJDC6J, 6514485]
[paragraph, [224.0, 704.0, 162.0, 18.0], RxVeVJDC6J, 6514485]
[paragraph, [224.0, 722.0, 162.0, 18.0], RxVeVJDC6J, 6514485]
