[1650, 1275]
[folio, [168.0, 73.0, 237.0, 36.0], shoonya_3sG7W4MYNHI6O0, 6472788]
[paragraph, [478.0, 792.0, 287.0, 36.0], shoonya_0sVNZ0SRDO0QO2, 6472788]
[paragraph, [478.0, 828.0, 287.0, 36.0], shoonya_0sVNZ0SRDO0QO2, 6472788]
[paragraph, [478.0, 864.0, 287.0, 36.0], shoonya_0sVNZ0SRDO0QO2, 6472788]
[paragraph, [478.0, 900.0, 287.0, 36.0], shoonya_0sVNZ0SRDO0QO2, 6472788]
[paragraph, [478.0, 936.0, 287.0, 36.0], shoonya_0sVNZ0SRDO0QO2, 6472788]
[paragraph, [478.0, 972.0, 287.0, 36.0], shoonya_0sVNZ0SRDO0QO2, 6472788]
[paragraph, [173.0, 699.0, 290.0, 36.0], shoonya_15sWQ2PX7406IS, 6472788]
[paragraph, [173.0, 735.0, 290.0, 36.0], shoonya_15sWQ2PX7406IS, 6472788]
[paragraph, [173.0, 771.0, 290.0, 36.0], shoonya_15sWQ2PX7406IS, 6472788]
[paragraph, [173.0, 807.0, 290.0, 36.0], shoonya_15sWQ2PX7406IS, 6472788]
[paragraph, [173.0, 843.0, 290.0, 36.0], shoonya_15sWQ2PX7406IS, 6472788]
[paragraph, [173.0, 879.0, 290.0, 36.0], shoonya_15sWQ2PX7406IS, 6472788]
[paragraph, [173.0, 915.0, 290.0, 36.0], shoonya_15sWQ2PX7406IS, 6472788]
[paragraph, [173.0, 951.0, 290.0, 36.0], shoonya_15sWQ2PX7406IS, 6472788]
[paragraph, [786.0, 796.0, 284.0, 36.0], shoonya_14sCUZGFW7G4Z0, 6472788]
[paragraph, [786.0, 832.0, 284.0, 36.0], shoonya_14sCUZGFW7G4Z0, 6472788]
[paragraph, [786.0, 868.0, 284.0, 36.0], shoonya_14sCUZGFW7G4Z0, 6472788]
[paragraph, [786.0, 904.0, 284.0, 36.0], shoonya_14sCUZGFW7G4Z0, 6472788]
[paragraph, [173.0, 997.0, 288.0, 36.0], shoonya_2sUAJGNGRFO05I, 6472788]
[paragraph, [173.0, 1033.0, 288.0, 36.0], shoonya_2sUAJGNGRFO05I, 6472788]
[paragraph, [173.0, 1069.0, 288.0, 36.0], shoonya_2sUAJGNGRFO05I, 6472788]
[paragraph, [173.0, 1105.0, 288.0, 36.0], shoonya_2sUAJGNGRFO05I, 6472788]
[paragraph, [173.0, 1141.0, 288.0, 36.0], shoonya_2sUAJGNGRFO05I, 6472788]
[paragraph, [173.0, 1177.0, 288.0, 36.0], shoonya_2sUAJGNGRFO05I, 6472788]
[paragraph, [173.0, 1213.0, 288.0, 36.0], shoonya_2sUAJGNGRFO05I, 6472788]
[paragraph, [173.0, 1249.0, 288.0, 36.0], shoonya_2sUAJGNGRFO05I, 6472788]
[paragraph, [478.0, 1021.0, 291.0, 36.0], shoonya_9sG1LC9M1L6V2U, 6472788]
[paragraph, [478.0, 1057.0, 291.0, 36.0], shoonya_9sG1LC9M1L6V2U, 6472788]
[paragraph, [478.0, 1093.0, 291.0, 36.0], shoonya_9sG1LC9M1L6V2U, 6472788]
[paragraph, [478.0, 1129.0, 291.0, 36.0], shoonya_9sG1LC9M1L6V2U, 6472788]
[paragraph, [478.0, 1165.0, 291.0, 36.0], shoonya_9sG1LC9M1L6V2U, 6472788]
[paragraph, [478.0, 1201.0, 291.0, 36.0], shoonya_9sG1LC9M1L6V2U, 6472788]
[paragraph, [478.0, 1237.0, 291.0, 36.0], shoonya_9sG1LC9M1L6V2U, 6472788]
[paragraph, [478.0, 1273.0, 291.0, 36.0], shoonya_9sG1LC9M1L6V2U, 6472788]
[paragraph, [478.0, 1309.0, 291.0, 36.0], shoonya_9sG1LC9M1L6V2U, 6472788]
[paragraph, [478.0, 1345.0, 291.0, 36.0], shoonya_9sG1LC9M1L6V2U, 6472788]
[paragraph, [478.0, 1381.0, 291.0, 36.0], shoonya_9sG1LC9M1L6V2U, 6472788]
[paragraph, [172.0, 1297.0, 290.0, 36.0], shoonya_5sCB3LXV1GO7E0, 6472788]
[paragraph, [172.0, 1333.0, 290.0, 36.0], shoonya_5sCB3LXV1GO7E0, 6472788]
[paragraph, [172.0, 1369.0, 290.0, 36.0], shoonya_5sCB3LXV1GO7E0, 6472788]
[paragraph, [172.0, 1405.0, 290.0, 36.0], shoonya_5sCB3LXV1GO7E0, 6472788]
