[872, 605]
[folio, [498.0, 29.0, 58.0, 18.0], 6tVXpvbaXw, 6457199]
[paragraph, [307.0, 303.0, 250.0, 18.0], duznR4ny90, 6457199]
[paragraph, [307.0, 321.0, 250.0, 18.0], duznR4ny90, 6457199]
[paragraph, [307.0, 339.0, 250.0, 18.0], duznR4ny90, 6457199]
[paragraph, [307.0, 357.0, 250.0, 18.0], duznR4ny90, 6457199]
[paragraph, [307.0, 375.0, 250.0, 18.0], duznR4ny90, 6457199]
[paragraph, [307.0, 393.0, 250.0, 18.0], duznR4ny90, 6457199]
[paragraph, [307.0, 411.0, 250.0, 18.0], duznR4ny90, 6457199]
[paragraph, [307.0, 429.0, 250.0, 18.0], duznR4ny90, 6457199]
[paragraph, [307.0, 447.0, 250.0, 18.0], duznR4ny90, 6457199]
[paragraph, [307.0, 465.0, 250.0, 18.0], duznR4ny90, 6457199]
[paragraph, [307.0, 483.0, 250.0, 18.0], duznR4ny90, 6457199]
[paragraph, [307.0, 501.0, 250.0, 18.0], duznR4ny90, 6457199]
[paragraph, [307.0, 519.0, 250.0, 18.0], duznR4ny90, 6457199]
[paragraph, [307.0, 537.0, 250.0, 18.0], duznR4ny90, 6457199]
[paragraph, [307.0, 555.0, 250.0, 18.0], duznR4ny90, 6457199]
[paragraph, [307.0, 573.0, 250.0, 18.0], duznR4ny90, 6457199]
[paragraph, [307.0, 591.0, 250.0, 18.0], duznR4ny90, 6457199]
[paragraph, [307.0, 609.0, 250.0, 18.0], duznR4ny90, 6457199]
[paragraph, [307.0, 627.0, 250.0, 18.0], duznR4ny90, 6457199]
[reference, [44.0, 648.0, 259.0, 18.0], jtdtFaVwIC, 6457199]
[reference, [44.0, 666.0, 259.0, 18.0], jtdtFaVwIC, 6457199]
[reference, [44.0, 684.0, 259.0, 18.0], jtdtFaVwIC, 6457199]
[reference, [44.0, 702.0, 259.0, 18.0], jtdtFaVwIC, 6457199]
[reference, [44.0, 720.0, 259.0, 18.0], jtdtFaVwIC, 6457199]
[reference, [44.0, 738.0, 259.0, 18.0], jtdtFaVwIC, 6457199]
[reference, [44.0, 756.0, 259.0, 18.0], jtdtFaVwIC, 6457199]
[reference, [44.0, 774.0, 259.0, 18.0], jtdtFaVwIC, 6457199]
[reference, [44.0, 792.0, 259.0, 18.0], jtdtFaVwIC, 6457199]
[reference, [44.0, 810.0, 259.0, 18.0], jtdtFaVwIC, 6457199]
[reference, [303.0, 658.0, 249.0, 18.0], TRWKTI0RfJ, 6457199]
[reference, [303.0, 676.0, 249.0, 18.0], TRWKTI0RfJ, 6457199]
[reference, [303.0, 694.0, 249.0, 18.0], TRWKTI0RfJ, 6457199]
[reference, [303.0, 712.0, 249.0, 18.0], TRWKTI0RfJ, 6457199]
[reference, [303.0, 730.0, 249.0, 18.0], TRWKTI0RfJ, 6457199]
[reference, [303.0, 748.0, 249.0, 18.0], TRWKTI0RfJ, 6457199]
[reference, [303.0, 766.0, 249.0, 18.0], TRWKTI0RfJ, 6457199]
[reference, [303.0, 784.0, 249.0, 18.0], TRWKTI0RfJ, 6457199]
[reference, [303.0, 802.0, 249.0, 18.0], TRWKTI0RfJ, 6457199]
[reference, [303.0, 820.0, 249.0, 18.0], TRWKTI0RfJ, 6457199]
