[1326, 829]
[folio, [334.0, 74.0, 148.0, 18.0], shoonya_2sUTY28PSE2M45, 5769795]
[paragraph, [419.0, 737.0, 332.0, 18.0], cR8nhxewxp, 5769795]
[paragraph, [419.0, 755.0, 332.0, 18.0], cR8nhxewxp, 5769795]
[paragraph, [419.0, 773.0, 332.0, 18.0], cR8nhxewxp, 5769795]
[paragraph, [419.0, 791.0, 332.0, 18.0], cR8nhxewxp, 5769795]
[paragraph, [419.0, 809.0, 332.0, 18.0], cR8nhxewxp, 5769795]
[paragraph, [419.0, 827.0, 332.0, 18.0], cR8nhxewxp, 5769795]
[paragraph, [419.0, 845.0, 332.0, 18.0], cR8nhxewxp, 5769795]
[paragraph, [419.0, 863.0, 332.0, 18.0], cR8nhxewxp, 5769795]
[paragraph, [419.0, 881.0, 332.0, 18.0], cR8nhxewxp, 5769795]
[paragraph, [419.0, 899.0, 332.0, 18.0], cR8nhxewxp, 5769795]
[paragraph, [419.0, 917.0, 332.0, 18.0], cR8nhxewxp, 5769795]
[paragraph, [92.0, 710.0, 292.0, 18.0], TBzckH0UzH, 5769795]
[paragraph, [92.0, 728.0, 292.0, 18.0], TBzckH0UzH, 5769795]
[paragraph, [103.0, 760.0, 306.0, 18.0], cNoQAD2PHT, 5769795]
[paragraph, [103.0, 778.0, 306.0, 18.0], cNoQAD2PHT, 5769795]
[paragraph, [103.0, 796.0, 306.0, 18.0], cNoQAD2PHT, 5769795]
[paragraph, [93.0, 815.0, 286.0, 18.0], W_s5q4qNnu, 5769795]
[paragraph, [93.0, 833.0, 286.0, 18.0], W_s5q4qNnu, 5769795]
[paragraph, [96.0, 866.0, 284.0, 18.0], WF82c2uweA, 5769795]
[paragraph, [96.0, 884.0, 284.0, 18.0], WF82c2uweA, 5769795]
[paragraph, [90.0, 911.0, 214.0, 18.0], KdaSshVI4n, 5769795]
[paragraph, [90.0, 929.0, 214.0, 18.0], KdaSshVI4n, 5769795]
[paragraph, [418.0, 956.0, 332.0, 18.0], HoIJLiLi42, 5769795]
[paragraph, [418.0, 974.0, 332.0, 18.0], HoIJLiLi42, 5769795]
[paragraph, [418.0, 992.0, 332.0, 18.0], HoIJLiLi42, 5769795]
[paragraph, [418.0, 1010.0, 332.0, 18.0], HoIJLiLi42, 5769795]
[paragraph, [418.0, 1028.0, 332.0, 18.0], HoIJLiLi42, 5769795]
[paragraph, [418.0, 1046.0, 332.0, 18.0], HoIJLiLi42, 5769795]
[paragraph, [418.0, 1064.0, 332.0, 18.0], HoIJLiLi42, 5769795]
[paragraph, [418.0, 1082.0, 332.0, 18.0], HoIJLiLi42, 5769795]
[paragraph, [418.0, 1100.0, 332.0, 18.0], HoIJLiLi42, 5769795]
[paragraph, [418.0, 1118.0, 332.0, 18.0], HoIJLiLi42, 5769795]
[paragraph, [85.0, 957.0, 221.0, 18.0], by7oNKO3zJ, 5769795]
[paragraph, [85.0, 975.0, 221.0, 18.0], by7oNKO3zJ, 5769795]
[paragraph, [85.0, 993.0, 221.0, 18.0], by7oNKO3zJ, 5769795]
[paragraph, [78.0, 1014.0, 206.0, 18.0], XAPssPIug-, 5769795]
[paragraph, [78.0, 1032.0, 206.0, 18.0], XAPssPIug-, 5769795]
[paragraph, [78.0, 1050.0, 206.0, 18.0], XAPssPIug-, 5769795]
[paragraph, [91.0, 1061.0, 200.0, 18.0], Qn9G4-yXvN, 5769795]
[paragraph, [91.0, 1079.0, 200.0, 18.0], Qn9G4-yXvN, 5769795]
[paragraph, [91.0, 1097.0, 200.0, 18.0], Qn9G4-yXvN, 5769795]
[paragraph, [89.0, 1117.0, 310.0, 18.0], CCaToCW4mR, 5769795]
[paragraph, [89.0, 1135.0, 310.0, 18.0], CCaToCW4mR, 5769795]
[paragraph, [89.0, 1153.0, 310.0, 18.0], CCaToCW4mR, 5769795]
[paragraph, [412.0, 1146.0, 355.0, 18.0], sSKDKFhla3, 5769795]
[paragraph, [412.0, 1164.0, 355.0, 18.0], sSKDKFhla3, 5769795]
[paragraph, [412.0, 1182.0, 355.0, 18.0], sSKDKFhla3, 5769795]
[paragraph, [412.0, 1200.0, 355.0, 18.0], sSKDKFhla3, 5769795]
[paragraph, [412.0, 1218.0, 355.0, 18.0], sSKDKFhla3, 5769795]
[paragraph, [412.0, 1236.0, 355.0, 18.0], sSKDKFhla3, 5769795]
[paragraph, [84.0, 1172.0, 310.0, 18.0], KvVPWzpt4z, 5769795]
[paragraph, [84.0, 1190.0, 310.0, 18.0], KvVPWzpt4z, 5769795]
[paragraph, [84.0, 1208.0, 310.0, 18.0], KvVPWzpt4z, 5769795]
[paragraph, [76.0, 1225.0, 304.0, 18.0], sTIPEnT-0O, 5769795]
[paragraph, [76.0, 1243.0, 304.0, 18.0], sTIPEnT-0O, 5769795]
