[1823, 1375]
[folio, [543.0, 112.0, 286.0, 36.0], shoonya_5sB4J4CV3M3MN7, 5683614]
[paragraph, [106.0, 1295.0, 562.0, 36.0], shoonya_0sKA4CWJ50YKRB, 5683614]
[paragraph, [687.0, 180.0, 593.0, 36.0], shoonya_1sBNM55Y3NCL33, 5683614]
[paragraph, [687.0, 216.0, 593.0, 36.0], shoonya_1sBNM55Y3NCL33, 5683614]
[paragraph, [687.0, 252.0, 593.0, 36.0], shoonya_1sBNM55Y3NCL33, 5683614]
[paragraph, [687.0, 288.0, 593.0, 36.0], shoonya_1sBNM55Y3NCL33, 5683614]
[paragraph, [687.0, 324.0, 593.0, 36.0], shoonya_1sBNM55Y3NCL33, 5683614]
[paragraph, [687.0, 360.0, 593.0, 36.0], shoonya_1sBNM55Y3NCL33, 5683614]
[paragraph, [687.0, 396.0, 593.0, 36.0], shoonya_1sBNM55Y3NCL33, 5683614]
[paragraph, [687.0, 432.0, 593.0, 36.0], shoonya_1sBNM55Y3NCL33, 5683614]
[paragraph, [687.0, 468.0, 593.0, 36.0], shoonya_1sBNM55Y3NCL33, 5683614]
[paragraph, [687.0, 504.0, 593.0, 36.0], shoonya_1sBNM55Y3NCL33, 5683614]
[paragraph, [687.0, 540.0, 593.0, 36.0], shoonya_1sBNM55Y3NCL33, 5683614]
[paragraph, [687.0, 576.0, 593.0, 36.0], shoonya_1sBNM55Y3NCL33, 5683614]
[paragraph, [687.0, 612.0, 593.0, 36.0], shoonya_1sBNM55Y3NCL33, 5683614]
[paragraph, [687.0, 648.0, 593.0, 36.0], shoonya_1sBNM55Y3NCL33, 5683614]
[paragraph, [687.0, 684.0, 593.0, 36.0], shoonya_1sBNM55Y3NCL33, 5683614]
[paragraph, [687.0, 720.0, 593.0, 36.0], shoonya_1sBNM55Y3NCL33, 5683614]
[paragraph, [687.0, 756.0, 593.0, 36.0], shoonya_1sBNM55Y3NCL33, 5683614]
[paragraph, [687.0, 792.0, 593.0, 36.0], shoonya_1sBNM55Y3NCL33, 5683614]
[paragraph, [687.0, 828.0, 593.0, 36.0], shoonya_1sBNM55Y3NCL33, 5683614]
[paragraph, [687.0, 864.0, 593.0, 36.0], shoonya_1sBNM55Y3NCL33, 5683614]
[paragraph, [687.0, 900.0, 593.0, 36.0], shoonya_1sBNM55Y3NCL33, 5683614]
[paragraph, [687.0, 936.0, 593.0, 36.0], shoonya_1sBNM55Y3NCL33, 5683614]
[paragraph, [687.0, 972.0, 593.0, 36.0], shoonya_1sBNM55Y3NCL33, 5683614]
[paragraph, [687.0, 1008.0, 593.0, 36.0], shoonya_1sBNM55Y3NCL33, 5683614]
[paragraph, [687.0, 1044.0, 593.0, 36.0], shoonya_1sBNM55Y3NCL33, 5683614]
[paragraph, [687.0, 1080.0, 593.0, 36.0], shoonya_1sBNM55Y3NCL33, 5683614]
[paragraph, [687.0, 1116.0, 593.0, 36.0], shoonya_1sBNM55Y3NCL33, 5683614]
[paragraph, [687.0, 1152.0, 593.0, 36.0], shoonya_1sBNM55Y3NCL33, 5683614]
[paragraph, [687.0, 1188.0, 593.0, 36.0], shoonya_1sBNM55Y3NCL33, 5683614]
[author, [1032.0, 1265.0, 233.0, 36.0], shoonya_2sPMIDURQVA0YD, 5683614]
[author, [1033.0, 1267.0, 233.0, 36.0], shoonya_7s6DTG68HRHW3F, 5683614]
[section-title, [533.0, 1373.0, 302.0, 49.5], shoonya_4sKSFVO9CKLR55, 5683614]
[paragraph, [699.0, 1451.0, 575.0, 36.0], shoonya_3sRI0AROPT6E4C, 5683614]
[paragraph, [699.0, 1487.0, 575.0, 36.0], shoonya_3sRI0AROPT6E4C, 5683614]
[paragraph, [699.0, 1523.0, 575.0, 36.0], shoonya_3sRI0AROPT6E4C, 5683614]
[paragraph, [699.0, 1559.0, 575.0, 36.0], shoonya_3sRI0AROPT6E4C, 5683614]
[paragraph, [699.0, 1595.0, 575.0, 36.0], shoonya_3sRI0AROPT6E4C, 5683614]
[paragraph, [699.0, 1631.0, 575.0, 36.0], shoonya_3sRI0AROPT6E4C, 5683614]
[paragraph, [699.0, 1667.0, 575.0, 36.0], shoonya_3sRI0AROPT6E4C, 5683614]
[paragraph, [103.0, 1461.0, 571.0, 36.0], shoonya_6sBA984QMLMY6N, 5683614]
[paragraph, [103.0, 1497.0, 571.0, 36.0], shoonya_6sBA984QMLMY6N, 5683614]
[paragraph, [103.0, 1533.0, 571.0, 36.0], shoonya_6sBA984QMLMY6N, 5683614]
[paragraph, [103.0, 1569.0, 571.0, 36.0], shoonya_6sBA984QMLMY6N, 5683614]
[paragraph, [103.0, 1605.0, 571.0, 36.0], shoonya_6sBA984QMLMY6N, 5683614]
[paragraph, [103.0, 1641.0, 571.0, 36.0], shoonya_6sBA984QMLMY6N, 5683614]
[paragraph, [103.0, 1677.0, 571.0, 36.0], shoonya_6sBA984QMLMY6N, 5683614]
