[1806, 1262]
[chapter-title, [398.0, 343.0, 492.0, 58.5], shoonya_4sMHVRV75E71LZ, 5681796]
[paragraph, [646.0, 630.0, 522.0, 36.0], shoonya_3sCAZKIMUBXIVS, 5681796]
[paragraph, [646.0, 666.0, 522.0, 36.0], shoonya_3sCAZKIMUBXIVS, 5681796]
[paragraph, [646.0, 702.0, 522.0, 36.0], shoonya_3sCAZKIMUBXIVS, 5681796]
[paragraph, [646.0, 738.0, 522.0, 36.0], shoonya_3sCAZKIMUBXIVS, 5681796]
[paragraph, [646.0, 774.0, 522.0, 36.0], shoonya_3sCAZKIMUBXIVS, 5681796]
[paragraph, [646.0, 810.0, 522.0, 36.0], shoonya_3sCAZKIMUBXIVS, 5681796]
[paragraph, [646.0, 846.0, 522.0, 36.0], shoonya_3sCAZKIMUBXIVS, 5681796]
[paragraph, [646.0, 882.0, 522.0, 36.0], shoonya_3sCAZKIMUBXIVS, 5681796]
[paragraph, [646.0, 918.0, 522.0, 36.0], shoonya_3sCAZKIMUBXIVS, 5681796]
[paragraph, [650.0, 991.0, 511.0, 36.0], shoonya_2sCSLMBZQ39S1C, 5681796]
[paragraph, [650.0, 1027.0, 511.0, 36.0], shoonya_2sCSLMBZQ39S1C, 5681796]
[paragraph, [650.0, 1063.0, 511.0, 36.0], shoonya_2sCSLMBZQ39S1C, 5681796]
[paragraph, [650.0, 1099.0, 511.0, 36.0], shoonya_2sCSLMBZQ39S1C, 5681796]
[paragraph, [650.0, 1135.0, 511.0, 36.0], shoonya_2sCSLMBZQ39S1C, 5681796]
[paragraph, [650.0, 1171.0, 511.0, 36.0], shoonya_2sCSLMBZQ39S1C, 5681796]
[paragraph, [650.0, 1207.0, 511.0, 36.0], shoonya_2sCSLMBZQ39S1C, 5681796]
[paragraph, [650.0, 1243.0, 511.0, 36.0], shoonya_2sCSLMBZQ39S1C, 5681796]
[paragraph, [650.0, 1279.0, 511.0, 36.0], shoonya_2sCSLMBZQ39S1C, 5681796]
[paragraph, [650.0, 1315.0, 511.0, 36.0], shoonya_2sCSLMBZQ39S1C, 5681796]
[paragraph, [98.0, 1209.0, 512.0, 36.0], shoonya_1s5DRTXYMCJJLW, 5681796]
[paragraph, [98.0, 1245.0, 512.0, 36.0], shoonya_1s5DRTXYMCJJLW, 5681796]
[paragraph, [98.0, 1281.0, 512.0, 36.0], shoonya_1s5DRTXYMCJJLW, 5681796]
[paragraph, [98.0, 1317.0, 512.0, 36.0], shoonya_1s5DRTXYMCJJLW, 5681796]
[paragraph, [98.0, 1353.0, 512.0, 36.0], shoonya_1s5DRTXYMCJJLW, 5681796]
[paragraph, [98.0, 1389.0, 512.0, 36.0], shoonya_1s5DRTXYMCJJLW, 5681796]
[paragraph, [98.0, 1425.0, 512.0, 36.0], shoonya_1s5DRTXYMCJJLW, 5681796]
[paragraph, [98.0, 1461.0, 512.0, 36.0], shoonya_1s5DRTXYMCJJLW, 5681796]
[paragraph, [98.0, 1497.0, 512.0, 36.0], shoonya_1s5DRTXYMCJJLW, 5681796]
[paragraph, [98.0, 1533.0, 512.0, 36.0], shoonya_1s5DRTXYMCJJLW, 5681796]
[paragraph, [98.0, 1569.0, 512.0, 36.0], shoonya_1s5DRTXYMCJJLW, 5681796]
[paragraph, [98.0, 1605.0, 512.0, 36.0], shoonya_1s5DRTXYMCJJLW, 5681796]
[paragraph, [98.0, 1641.0, 512.0, 36.0], shoonya_1s5DRTXYMCJJLW, 5681796]
[paragraph, [98.0, 1677.0, 512.0, 36.0], shoonya_1s5DRTXYMCJJLW, 5681796]
[paragraph, [652.0, 1399.0, 507.0, 36.0], shoonya_5sK7BGP4T4EZQ5, 5681796]
[paragraph, [652.0, 1435.0, 507.0, 36.0], shoonya_5sK7BGP4T4EZQ5, 5681796]
[paragraph, [652.0, 1471.0, 507.0, 36.0], shoonya_5sK7BGP4T4EZQ5, 5681796]
[paragraph, [652.0, 1507.0, 507.0, 36.0], shoonya_5sK7BGP4T4EZQ5, 5681796]
[paragraph, [652.0, 1543.0, 507.0, 36.0], shoonya_5sK7BGP4T4EZQ5, 5681796]
[paragraph, [652.0, 1579.0, 507.0, 36.0], shoonya_5sK7BGP4T4EZQ5, 5681796]
[paragraph, [652.0, 1615.0, 507.0, 36.0], shoonya_5sK7BGP4T4EZQ5, 5681796]
[paragraph, [652.0, 1651.0, 507.0, 36.0], shoonya_5sK7BGP4T4EZQ5, 5681796]
