[2339, 1656]
[paragraph, [63.0, 101.0, 709.0, 36.0], shoonya_3sYFO984816D4S, 5749737]
[paragraph, [800.0, 2014.0, 708.0, 36.0], shoonya_0sX2XTG012GHPZ, 5749737]
[paragraph, [800.0, 2050.0, 708.0, 36.0], shoonya_0sX2XTG012GHPZ, 5749737]
[paragraph, [800.0, 2086.0, 708.0, 36.0], shoonya_0sX2XTG012GHPZ, 5749737]
[paragraph, [66.0, 1335.0, 703.0, 36.0], NvWe2KlT8V, 5749737]
[paragraph, [66.0, 1371.0, 703.0, 36.0], NvWe2KlT8V, 5749737]
[paragraph, [66.0, 1407.0, 703.0, 36.0], NvWe2KlT8V, 5749737]
[paragraph, [66.0, 1443.0, 703.0, 36.0], NvWe2KlT8V, 5749737]
[paragraph, [66.0, 1479.0, 703.0, 36.0], NvWe2KlT8V, 5749737]
[paragraph, [66.0, 1548.0, 701.0, 36.0], shoonya_2sIB1OKRWXDE1O, 5749737]
[paragraph, [66.0, 1584.0, 701.0, 36.0], shoonya_2sIB1OKRWXDE1O, 5749737]
[paragraph, [66.0, 1620.0, 701.0, 36.0], shoonya_2sIB1OKRWXDE1O, 5749737]
[paragraph, [66.0, 1656.0, 701.0, 36.0], shoonya_2sIB1OKRWXDE1O, 5749737]
[paragraph, [66.0, 1692.0, 701.0, 36.0], shoonya_2sIB1OKRWXDE1O, 5749737]
[paragraph, [66.0, 1728.0, 701.0, 36.0], shoonya_2sIB1OKRWXDE1O, 5749737]
[paragraph, [66.0, 1764.0, 701.0, 36.0], shoonya_2sIB1OKRWXDE1O, 5749737]
[paragraph, [66.0, 1800.0, 701.0, 36.0], shoonya_2sIB1OKRWXDE1O, 5749737]
[paragraph, [66.0, 1836.0, 701.0, 36.0], shoonya_2sIB1OKRWXDE1O, 5749737]
[footnote, [66.0, 1904.0, 703.0, 36.0], YoVEYvRmdq, 5749737]
[footnote, [66.0, 1940.0, 703.0, 36.0], YoVEYvRmdq, 5749737]
[footnote, [66.0, 1976.0, 703.0, 36.0], YoVEYvRmdq, 5749737]
[footnote, [66.0, 2012.0, 703.0, 36.0], YoVEYvRmdq, 5749737]
[footnote, [66.0, 2048.0, 703.0, 36.0], YoVEYvRmdq, 5749737]
[footnote, [66.0, 2084.0, 703.0, 36.0], YoVEYvRmdq, 5749737]
