[1806, 1262]
[folio, [153.0, 100.0, 508.0, 36.0], shoonya_6sOUQK5595MACQ, 5680735]
[paragraph, [101.0, 1475.0, 502.0, 36.0], shoonya_2sMM0WEYT57PI8, 5680735]
[paragraph, [101.0, 1511.0, 502.0, 36.0], shoonya_2sMM0WEYT57PI8, 5680735]
[paragraph, [101.0, 1547.0, 502.0, 36.0], shoonya_2sMM0WEYT57PI8, 5680735]
[paragraph, [101.0, 1583.0, 502.0, 36.0], shoonya_2sMM0WEYT57PI8, 5680735]
[paragraph, [101.0, 1619.0, 502.0, 36.0], shoonya_2sMM0WEYT57PI8, 5680735]
[paragraph, [101.0, 1655.0, 502.0, 36.0], shoonya_2sMM0WEYT57PI8, 5680735]
[paragraph, [647.0, 1377.0, 510.0, 36.0], shoonya_3s4BYRUZGSG7OT, 5680735]
[paragraph, [647.0, 1413.0, 510.0, 36.0], shoonya_3s4BYRUZGSG7OT, 5680735]
[paragraph, [647.0, 1449.0, 510.0, 36.0], shoonya_3s4BYRUZGSG7OT, 5680735]
[paragraph, [647.0, 1485.0, 510.0, 36.0], shoonya_3s4BYRUZGSG7OT, 5680735]
[paragraph, [647.0, 1521.0, 510.0, 36.0], shoonya_3s4BYRUZGSG7OT, 5680735]
[paragraph, [647.0, 1557.0, 510.0, 36.0], shoonya_3s4BYRUZGSG7OT, 5680735]
[paragraph, [647.0, 1593.0, 510.0, 36.0], shoonya_3s4BYRUZGSG7OT, 5680735]
[paragraph, [647.0, 1629.0, 510.0, 36.0], shoonya_3s4BYRUZGSG7OT, 5680735]
[paragraph, [647.0, 1665.0, 510.0, 36.0], shoonya_3s4BYRUZGSG7OT, 5680735]
