[1388, 886]
[folio, [650.0, 57.0, 202.0, 18.0], shoonya_3s352OM3FO4ZKS, 5742918]
[paragraph, [448.0, 826.0, 396.0, 18.0], shoonya_1s9QWX4MOYXBYI, 5742918]
[paragraph, [448.0, 844.0, 396.0, 18.0], shoonya_1s9QWX4MOYXBYI, 5742918]
[paragraph, [448.0, 862.0, 396.0, 18.0], shoonya_1s9QWX4MOYXBYI, 5742918]
[paragraph, [448.0, 880.0, 396.0, 18.0], shoonya_1s9QWX4MOYXBYI, 5742918]
[paragraph, [448.0, 898.0, 396.0, 18.0], shoonya_1s9QWX4MOYXBYI, 5742918]
[paragraph, [448.0, 916.0, 396.0, 18.0], shoonya_1s9QWX4MOYXBYI, 5742918]
[paragraph, [448.0, 934.0, 396.0, 18.0], shoonya_1s9QWX4MOYXBYI, 5742918]
[paragraph, [448.0, 952.0, 396.0, 18.0], shoonya_1s9QWX4MOYXBYI, 5742918]
[paragraph, [448.0, 970.0, 396.0, 18.0], shoonya_1s9QWX4MOYXBYI, 5742918]
[paragraph, [448.0, 988.0, 396.0, 18.0], shoonya_1s9QWX4MOYXBYI, 5742918]
[paragraph, [448.0, 1006.0, 396.0, 18.0], shoonya_1s9QWX4MOYXBYI, 5742918]
[paragraph, [448.0, 1024.0, 396.0, 18.0], shoonya_1s9QWX4MOYXBYI, 5742918]
[paragraph, [448.0, 1042.0, 396.0, 18.0], shoonya_1s9QWX4MOYXBYI, 5742918]
[paragraph, [448.0, 1060.0, 396.0, 18.0], shoonya_1s9QWX4MOYXBYI, 5742918]
[paragraph, [448.0, 1078.0, 396.0, 18.0], shoonya_1s9QWX4MOYXBYI, 5742918]
[paragraph, [448.0, 1096.0, 396.0, 18.0], shoonya_1s9QWX4MOYXBYI, 5742918]
[paragraph, [448.0, 1114.0, 396.0, 18.0], shoonya_1s9QWX4MOYXBYI, 5742918]
[paragraph, [448.0, 1132.0, 396.0, 18.0], shoonya_1s9QWX4MOYXBYI, 5742918]
[paragraph, [448.0, 1150.0, 396.0, 18.0], shoonya_1s9QWX4MOYXBYI, 5742918]
[paragraph, [448.0, 1168.0, 396.0, 18.0], shoonya_1s9QWX4MOYXBYI, 5742918]
[paragraph, [448.0, 1186.0, 396.0, 18.0], shoonya_1s9QWX4MOYXBYI, 5742918]
[paragraph, [448.0, 1204.0, 396.0, 18.0], shoonya_1s9QWX4MOYXBYI, 5742918]
[paragraph, [448.0, 1222.0, 396.0, 18.0], shoonya_1s9QWX4MOYXBYI, 5742918]
[paragraph, [448.0, 1240.0, 396.0, 18.0], shoonya_1s9QWX4MOYXBYI, 5742918]
[paragraph, [448.0, 1258.0, 396.0, 18.0], shoonya_1s9QWX4MOYXBYI, 5742918]
[paragraph, [448.0, 1276.0, 396.0, 18.0], shoonya_1s9QWX4MOYXBYI, 5742918]
[paragraph, [448.0, 1294.0, 396.0, 18.0], shoonya_1s9QWX4MOYXBYI, 5742918]
[paragraph, [448.0, 1312.0, 396.0, 18.0], shoonya_1s9QWX4MOYXBYI, 5742918]
[paragraph, [32.0, 1217.0, 407.0, 18.0], F-4DoHHH3K, 5742918]
[paragraph, [32.0, 1235.0, 407.0, 18.0], F-4DoHHH3K, 5742918]
[paragraph, [32.0, 1253.0, 407.0, 18.0], F-4DoHHH3K, 5742918]
[paragraph, [32.0, 1271.0, 407.0, 18.0], F-4DoHHH3K, 5742918]
[paragraph, [32.0, 1289.0, 407.0, 18.0], F-4DoHHH3K, 5742918]
[paragraph, [32.0, 1307.0, 407.0, 18.0], F-4DoHHH3K, 5742918]
[footnote, [557.0, 1352.0, 280.0, 18.0], 4Dn2yqSf4S, 5742918]
