[1164, 755]
[headline, [0.0, 0.0, 76.0, 25.5], shoonya_1s7UYMDPU7DSFV, 5692423]
[headline, [0.0, 535.5, 76.0, 25.5], shoonya_1s7UYMDPU7DSFV, 5692423]
[headline, [0.0, 561.0, 76.0, 25.5], shoonya_1s7UYMDPU7DSFV, 5692423]
[headline, [0.0, 586.5, 76.0, 25.5], shoonya_1s7UYMDPU7DSFV, 5692423]
[paragraph, [102.0, 231.0, 292.0, 18.0], shoonya_3sBFX96FQNGDKZ, 5692423]
[paragraph, [102.0, 249.0, 292.0, 18.0], shoonya_3sBFX96FQNGDKZ, 5692423]
[paragraph, [102.0, 267.0, 292.0, 18.0], shoonya_3sBFX96FQNGDKZ, 5692423]
[paragraph, [102.0, 285.0, 292.0, 18.0], shoonya_3sBFX96FQNGDKZ, 5692423]
[paragraph, [446.0, 298.0, 285.0, 18.0], shoonya_0sL4TKDEGN8AEI, 5692423]
[paragraph, [446.0, 316.0, 285.0, 18.0], shoonya_0sL4TKDEGN8AEI, 5692423]
[paragraph, [446.0, 334.0, 285.0, 18.0], shoonya_0sL4TKDEGN8AEI, 5692423]
[paragraph, [446.0, 352.0, 285.0, 18.0], shoonya_0sL4TKDEGN8AEI, 5692423]
[paragraph, [446.0, 370.0, 285.0, 18.0], shoonya_0sL4TKDEGN8AEI, 5692423]
[paragraph, [446.0, 388.0, 285.0, 18.0], shoonya_0sL4TKDEGN8AEI, 5692423]
[paragraph, [446.0, 406.0, 285.0, 18.0], shoonya_0sL4TKDEGN8AEI, 5692423]
[paragraph, [446.0, 424.0, 285.0, 18.0], shoonya_0sL4TKDEGN8AEI, 5692423]
[paragraph, [446.0, 442.0, 285.0, 18.0], shoonya_0sL4TKDEGN8AEI, 5692423]
[paragraph, [446.0, 460.0, 285.0, 18.0], shoonya_0sL4TKDEGN8AEI, 5692423]
[paragraph, [446.0, 478.0, 285.0, 18.0], shoonya_0sL4TKDEGN8AEI, 5692423]
[paragraph, [446.0, 496.0, 285.0, 18.0], shoonya_0sL4TKDEGN8AEI, 5692423]
[paragraph, [446.0, 514.0, 285.0, 18.0], shoonya_0sL4TKDEGN8AEI, 5692423]
[paragraph, [446.0, 532.0, 285.0, 18.0], shoonya_0sL4TKDEGN8AEI, 5692423]
[paragraph, [446.0, 550.0, 285.0, 18.0], shoonya_0sL4TKDEGN8AEI, 5692423]
[paragraph, [446.0, 568.0, 285.0, 18.0], shoonya_0sL4TKDEGN8AEI, 5692423]
[paragraph, [446.0, 586.0, 285.0, 18.0], shoonya_0sL4TKDEGN8AEI, 5692423]
[paragraph, [446.0, 604.0, 285.0, 18.0], shoonya_0sL4TKDEGN8AEI, 5692423]
[paragraph, [446.0, 622.0, 285.0, 18.0], shoonya_0sL4TKDEGN8AEI, 5692423]
[paragraph, [446.0, 640.0, 285.0, 18.0], shoonya_0sL4TKDEGN8AEI, 5692423]
[paragraph, [446.0, 658.0, 285.0, 18.0], shoonya_0sL4TKDEGN8AEI, 5692423]
[paragraph, [100.0, 320.0, 292.0, 18.0], ynFSBL1RVz, 5692423]
[paragraph, [100.0, 338.0, 292.0, 18.0], ynFSBL1RVz, 5692423]
[paragraph, [100.0, 356.0, 292.0, 18.0], ynFSBL1RVz, 5692423]
[paragraph, [100.0, 374.0, 292.0, 18.0], ynFSBL1RVz, 5692423]
[paragraph, [102.0, 398.0, 304.0, 18.0], ZK7L9PAHSw, 5692423]
[paragraph, [102.0, 416.0, 304.0, 18.0], ZK7L9PAHSw, 5692423]
[paragraph, [102.0, 434.0, 304.0, 18.0], ZK7L9PAHSw, 5692423]
[paragraph, [102.0, 452.0, 304.0, 18.0], ZK7L9PAHSw, 5692423]
[paragraph, [102.0, 470.0, 304.0, 18.0], ZK7L9PAHSw, 5692423]
[paragraph, [102.0, 488.0, 304.0, 18.0], ZK7L9PAHSw, 5692423]
[paragraph, [102.0, 506.0, 304.0, 18.0], ZK7L9PAHSw, 5692423]
[paragraph, [102.0, 524.0, 304.0, 18.0], ZK7L9PAHSw, 5692423]
[paragraph, [102.0, 542.0, 304.0, 18.0], ZK7L9PAHSw, 5692423]
[paragraph, [102.0, 560.0, 304.0, 18.0], ZK7L9PAHSw, 5692423]
[paragraph, [102.0, 578.0, 304.0, 18.0], ZK7L9PAHSw, 5692423]
[paragraph, [102.0, 596.0, 304.0, 18.0], ZK7L9PAHSw, 5692423]
[paragraph, [102.0, 614.0, 304.0, 18.0], ZK7L9PAHSw, 5692423]
[paragraph, [102.0, 632.0, 304.0, 18.0], ZK7L9PAHSw, 5692423]
[paragraph, [98.0, 667.0, 312.0, 18.0], rnzzVZDumK, 5692423]
[paragraph, [98.0, 685.0, 312.0, 18.0], rnzzVZDumK, 5692423]
[paragraph, [98.0, 703.0, 312.0, 18.0], rnzzVZDumK, 5692423]
[paragraph, [98.0, 721.0, 312.0, 18.0], rnzzVZDumK, 5692423]
[paragraph, [98.0, 739.0, 312.0, 18.0], rnzzVZDumK, 5692423]
[paragraph, [98.0, 757.0, 312.0, 18.0], rnzzVZDumK, 5692423]
[paragraph, [98.0, 775.0, 312.0, 18.0], rnzzVZDumK, 5692423]
[paragraph, [98.0, 793.0, 312.0, 18.0], rnzzVZDumK, 5692423]
[paragraph, [98.0, 811.0, 312.0, 18.0], rnzzVZDumK, 5692423]
[paragraph, [98.0, 829.0, 312.0, 18.0], rnzzVZDumK, 5692423]
[paragraph, [98.0, 847.0, 312.0, 18.0], rnzzVZDumK, 5692423]
[paragraph, [98.0, 865.0, 312.0, 18.0], rnzzVZDumK, 5692423]
[paragraph, [98.0, 883.0, 312.0, 18.0], rnzzVZDumK, 5692423]
[paragraph, [444.0, 677.0, 288.0, 18.0], NRuneglTwi, 5692423]
[paragraph, [444.0, 695.0, 288.0, 18.0], NRuneglTwi, 5692423]
[paragraph, [444.0, 713.0, 288.0, 18.0], NRuneglTwi, 5692423]
[paragraph, [444.0, 731.0, 288.0, 18.0], NRuneglTwi, 5692423]
[paragraph, [444.0, 749.0, 288.0, 18.0], NRuneglTwi, 5692423]
[paragraph, [444.0, 767.0, 288.0, 18.0], NRuneglTwi, 5692423]
[paragraph, [444.0, 785.0, 288.0, 18.0], NRuneglTwi, 5692423]
[paragraph, [444.0, 803.0, 288.0, 18.0], NRuneglTwi, 5692423]
[paragraph, [444.0, 821.0, 288.0, 18.0], NRuneglTwi, 5692423]
