[2339, 1656]
[folio, [603.0, 67.0, 399.0, 36.0], shoonya_4sPGC2IMTGXVKK, 5749984]
[paragraph, [104.0, 990.0, 714.0, 36.0], shoonya_0sENZZLL5DRURT, 5749984]
[paragraph, [104.0, 1026.0, 714.0, 36.0], shoonya_0sENZZLL5DRURT, 5749984]
[paragraph, [104.0, 1062.0, 714.0, 36.0], shoonya_0sENZZLL5DRURT, 5749984]
[paragraph, [104.0, 1098.0, 714.0, 36.0], shoonya_0sENZZLL5DRURT, 5749984]
[paragraph, [104.0, 1134.0, 714.0, 36.0], shoonya_0sENZZLL5DRURT, 5749984]
[paragraph, [104.0, 1170.0, 714.0, 36.0], shoonya_0sENZZLL5DRURT, 5749984]
[paragraph, [104.0, 1206.0, 714.0, 36.0], shoonya_0sENZZLL5DRURT, 5749984]
[paragraph, [104.0, 1242.0, 714.0, 36.0], shoonya_0sENZZLL5DRURT, 5749984]
[paragraph, [104.0, 1278.0, 714.0, 36.0], shoonya_0sENZZLL5DRURT, 5749984]
[paragraph, [104.0, 1314.0, 714.0, 36.0], shoonya_0sENZZLL5DRURT, 5749984]
[paragraph, [104.0, 1350.0, 714.0, 36.0], shoonya_0sENZZLL5DRURT, 5749984]
[paragraph, [104.0, 1386.0, 714.0, 36.0], shoonya_0sENZZLL5DRURT, 5749984]
[paragraph, [104.0, 1422.0, 714.0, 36.0], shoonya_0sENZZLL5DRURT, 5749984]
[paragraph, [104.0, 1458.0, 714.0, 36.0], shoonya_0sENZZLL5DRURT, 5749984]
[paragraph, [104.0, 1494.0, 714.0, 36.0], shoonya_0sENZZLL5DRURT, 5749984]
[paragraph, [104.0, 1530.0, 714.0, 36.0], shoonya_0sENZZLL5DRURT, 5749984]
[paragraph, [104.0, 1566.0, 714.0, 36.0], shoonya_0sENZZLL5DRURT, 5749984]
[paragraph, [104.0, 1602.0, 714.0, 36.0], shoonya_0sENZZLL5DRURT, 5749984]
[paragraph, [104.0, 1638.0, 714.0, 36.0], shoonya_0sENZZLL5DRURT, 5749984]
[paragraph, [104.0, 1674.0, 714.0, 36.0], shoonya_0sENZZLL5DRURT, 5749984]
[paragraph, [104.0, 1710.0, 714.0, 36.0], shoonya_0sENZZLL5DRURT, 5749984]
[paragraph, [104.0, 1746.0, 714.0, 36.0], shoonya_0sENZZLL5DRURT, 5749984]
[paragraph, [104.0, 1782.0, 714.0, 36.0], shoonya_0sENZZLL5DRURT, 5749984]
[paragraph, [104.0, 1818.0, 714.0, 36.0], shoonya_0sENZZLL5DRURT, 5749984]
[paragraph, [104.0, 1854.0, 714.0, 36.0], shoonya_0sENZZLL5DRURT, 5749984]
[paragraph, [104.0, 1890.0, 714.0, 36.0], shoonya_0sENZZLL5DRURT, 5749984]
[paragraph, [104.0, 1926.0, 714.0, 36.0], shoonya_0sENZZLL5DRURT, 5749984]
[paragraph, [104.0, 1962.0, 714.0, 36.0], shoonya_0sENZZLL5DRURT, 5749984]
[paragraph, [104.0, 1998.0, 714.0, 36.0], shoonya_0sENZZLL5DRURT, 5749984]
[paragraph, [104.0, 2034.0, 714.0, 36.0], shoonya_0sENZZLL5DRURT, 5749984]
[paragraph, [104.0, 2070.0, 714.0, 36.0], shoonya_0sENZZLL5DRURT, 5749984]
[paragraph, [104.0, 2106.0, 714.0, 36.0], shoonya_0sENZZLL5DRURT, 5749984]
[paragraph, [856.0, 2018.0, 694.0, 36.0], shoonya_2sMH21A3I8N4A1, 5749984]
[paragraph, [856.0, 2054.0, 694.0, 36.0], shoonya_2sMH21A3I8N4A1, 5749984]
[paragraph, [856.0, 2090.0, 694.0, 36.0], shoonya_2sMH21A3I8N4A1, 5749984]
