[2339, 1656]
[paragraph, [858.0, 118.0, 707.0, 36.0], shoonya_4s065HFUXHFTHH, 5749526]
[paragraph, [134.0, 1624.0, 701.0, 36.0], shoonya_2sDPIT8TI29APC, 5749526]
[paragraph, [134.0, 1660.0, 701.0, 36.0], shoonya_2sDPIT8TI29APC, 5749526]
[paragraph, [862.0, 1461.0, 717.0, 36.0], shoonya_1sGKN8JQM2GC0T, 5749526]
[paragraph, [862.0, 1497.0, 717.0, 36.0], shoonya_1sGKN8JQM2GC0T, 5749526]
[paragraph, [862.0, 1533.0, 717.0, 36.0], shoonya_1sGKN8JQM2GC0T, 5749526]
[paragraph, [862.0, 1569.0, 717.0, 36.0], shoonya_1sGKN8JQM2GC0T, 5749526]
[paragraph, [862.0, 1605.0, 717.0, 36.0], shoonya_1sGKN8JQM2GC0T, 5749526]
[paragraph, [862.0, 1641.0, 717.0, 36.0], shoonya_1sGKN8JQM2GC0T, 5749526]
[paragraph, [862.0, 1677.0, 717.0, 36.0], shoonya_1sGKN8JQM2GC0T, 5749526]
[paragraph, [862.0, 1713.0, 717.0, 36.0], shoonya_1sGKN8JQM2GC0T, 5749526]
[paragraph, [862.0, 1749.0, 717.0, 36.0], shoonya_1sGKN8JQM2GC0T, 5749526]
[paragraph, [862.0, 1785.0, 717.0, 36.0], shoonya_1sGKN8JQM2GC0T, 5749526]
[paragraph, [862.0, 1821.0, 717.0, 36.0], shoonya_1sGKN8JQM2GC0T, 5749526]
[paragraph, [862.0, 1857.0, 717.0, 36.0], shoonya_1sGKN8JQM2GC0T, 5749526]
[paragraph, [862.0, 1893.0, 717.0, 36.0], shoonya_1sGKN8JQM2GC0T, 5749526]
[paragraph, [862.0, 1929.0, 717.0, 36.0], shoonya_1sGKN8JQM2GC0T, 5749526]
[paragraph, [862.0, 1965.0, 717.0, 36.0], shoonya_1sGKN8JQM2GC0T, 5749526]
[paragraph, [862.0, 2001.0, 717.0, 36.0], shoonya_1sGKN8JQM2GC0T, 5749526]
[paragraph, [862.0, 2037.0, 717.0, 36.0], shoonya_1sGKN8JQM2GC0T, 5749526]
[paragraph, [135.0, 1726.0, 702.0, 36.0], shoonya_0s4EWESDZPUM51, 5749526]
[paragraph, [135.0, 1762.0, 702.0, 36.0], shoonya_0s4EWESDZPUM51, 5749526]
[paragraph, [135.0, 1798.0, 702.0, 36.0], shoonya_0s4EWESDZPUM51, 5749526]
[paragraph, [135.0, 1834.0, 702.0, 36.0], shoonya_0s4EWESDZPUM51, 5749526]
[paragraph, [135.0, 1870.0, 702.0, 36.0], shoonya_0s4EWESDZPUM51, 5749526]
[paragraph, [135.0, 1906.0, 702.0, 36.0], shoonya_0s4EWESDZPUM51, 5749526]
[paragraph, [135.0, 1942.0, 702.0, 36.0], shoonya_0s4EWESDZPUM51, 5749526]
[paragraph, [135.0, 1978.0, 702.0, 36.0], shoonya_0s4EWESDZPUM51, 5749526]
[paragraph, [135.0, 2014.0, 702.0, 36.0], shoonya_0s4EWESDZPUM51, 5749526]
[paragraph, [135.0, 2050.0, 702.0, 36.0], shoonya_0s4EWESDZPUM51, 5749526]
