[1298, 853]
[section-title, [313.0, 69.0, 226.0, 30.0], shoonya_2sR7EO446KS8DQ, 5710205]
[paragraph, [50.0, 625.0, 754.0, 18.0], 3gr-2aZQO5, 5710205]
[paragraph, [50.0, 643.0, 754.0, 18.0], 3gr-2aZQO5, 5710205]
[paragraph, [50.0, 661.0, 754.0, 18.0], 3gr-2aZQO5, 5710205]
[paragraph, [50.0, 679.0, 754.0, 18.0], 3gr-2aZQO5, 5710205]
[paragraph, [50.0, 697.0, 754.0, 18.0], 3gr-2aZQO5, 5710205]
[paragraph, [50.0, 715.0, 754.0, 18.0], 3gr-2aZQO5, 5710205]
[paragraph, [50.0, 733.0, 754.0, 18.0], 3gr-2aZQO5, 5710205]
[paragraph, [50.0, 751.0, 754.0, 18.0], 3gr-2aZQO5, 5710205]
[paragraph, [50.0, 769.0, 754.0, 18.0], 3gr-2aZQO5, 5710205]
[paragraph, [50.0, 787.0, 754.0, 18.0], 3gr-2aZQO5, 5710205]
[paragraph, [50.0, 805.0, 754.0, 18.0], 3gr-2aZQO5, 5710205]
[paragraph, [50.0, 823.0, 754.0, 18.0], 3gr-2aZQO5, 5710205]
[paragraph, [50.0, 841.0, 754.0, 18.0], 3gr-2aZQO5, 5710205]
[paragraph, [50.0, 859.0, 754.0, 18.0], 3gr-2aZQO5, 5710205]
[paragraph, [57.0, 897.0, 750.0, 18.0], shoonya_0sCQRN83U06D53, 5710205]
[paragraph, [57.0, 915.0, 750.0, 18.0], shoonya_0sCQRN83U06D53, 5710205]
[paragraph, [57.0, 933.0, 750.0, 18.0], shoonya_0sCQRN83U06D53, 5710205]
[paragraph, [57.0, 951.0, 750.0, 18.0], shoonya_0sCQRN83U06D53, 5710205]
[paragraph, [57.0, 969.0, 750.0, 18.0], shoonya_0sCQRN83U06D53, 5710205]
[paragraph, [57.0, 987.0, 750.0, 18.0], shoonya_0sCQRN83U06D53, 5710205]
[paragraph, [57.0, 1005.0, 750.0, 18.0], shoonya_0sCQRN83U06D53, 5710205]
[paragraph, [57.0, 1023.0, 750.0, 18.0], shoonya_0sCQRN83U06D53, 5710205]
[paragraph, [57.0, 1041.0, 750.0, 18.0], shoonya_0sCQRN83U06D53, 5710205]
[paragraph, [57.0, 1059.0, 750.0, 18.0], shoonya_0sCQRN83U06D53, 5710205]
[paragraph, [57.0, 1077.0, 750.0, 18.0], shoonya_0sCQRN83U06D53, 5710205]
[paragraph, [57.0, 1095.0, 750.0, 18.0], shoonya_0sCQRN83U06D53, 5710205]
[paragraph, [57.0, 1113.0, 750.0, 18.0], shoonya_0sCQRN83U06D53, 5710205]
[paragraph, [57.0, 1131.0, 750.0, 18.0], shoonya_0sCQRN83U06D53, 5710205]
[paragraph, [57.0, 1149.0, 750.0, 18.0], shoonya_0sCQRN83U06D53, 5710205]
[paragraph, [57.0, 1167.0, 750.0, 18.0], shoonya_0sCQRN83U06D53, 5710205]
[paragraph, [57.0, 1185.0, 750.0, 18.0], shoonya_0sCQRN83U06D53, 5710205]
[paragraph, [57.0, 1203.0, 750.0, 18.0], shoonya_0sCQRN83U06D53, 5710205]
