[1320, 1176]
[flag, [926.0, 56.0, 181.0, 18.0], shoonya_10sPBIYCBGI6UK, 5694003]
[paragraph, [421.0, 825.0, 325.0, 18.0], shoonya_4sLA27SJV3EVAK, 5694003]
[paragraph, [421.0, 843.0, 325.0, 18.0], shoonya_4sLA27SJV3EVAK, 5694003]
[paragraph, [421.0, 861.0, 325.0, 18.0], shoonya_4sLA27SJV3EVAK, 5694003]
[paragraph, [421.0, 879.0, 325.0, 18.0], shoonya_4sLA27SJV3EVAK, 5694003]
[paragraph, [73.0, 779.0, 335.0, 18.0], shoonya_2sSY6RUI5MQJEH, 5694003]
[paragraph, [73.0, 797.0, 335.0, 18.0], shoonya_2sSY6RUI5MQJEH, 5694003]
[paragraph, [73.0, 815.0, 335.0, 18.0], shoonya_2sSY6RUI5MQJEH, 5694003]
[paragraph, [73.0, 833.0, 335.0, 18.0], shoonya_2sSY6RUI5MQJEH, 5694003]
[paragraph, [73.0, 851.0, 335.0, 18.0], shoonya_2sSY6RUI5MQJEH, 5694003]
[paragraph, [73.0, 869.0, 335.0, 18.0], shoonya_2sSY6RUI5MQJEH, 5694003]
[paragraph, [73.0, 887.0, 335.0, 18.0], shoonya_2sSY6RUI5MQJEH, 5694003]
[paragraph, [73.0, 905.0, 335.0, 18.0], shoonya_2sSY6RUI5MQJEH, 5694003]
[paragraph, [73.0, 923.0, 335.0, 18.0], shoonya_2sSY6RUI5MQJEH, 5694003]
[paragraph, [73.0, 941.0, 335.0, 18.0], shoonya_2sSY6RUI5MQJEH, 5694003]
[paragraph, [73.0, 959.0, 335.0, 18.0], shoonya_2sSY6RUI5MQJEH, 5694003]
[paragraph, [73.0, 977.0, 335.0, 18.0], shoonya_2sSY6RUI5MQJEH, 5694003]
[paragraph, [73.0, 995.0, 335.0, 18.0], shoonya_2sSY6RUI5MQJEH, 5694003]
[paragraph, [73.0, 1013.0, 335.0, 18.0], shoonya_2sSY6RUI5MQJEH, 5694003]
[paragraph, [73.0, 1031.0, 335.0, 18.0], shoonya_2sSY6RUI5MQJEH, 5694003]
[paragraph, [424.0, 946.0, 326.0, 18.0], wOxz8dPvqI, 5694003]
[paragraph, [424.0, 964.0, 326.0, 18.0], wOxz8dPvqI, 5694003]
[paragraph, [424.0, 982.0, 326.0, 18.0], wOxz8dPvqI, 5694003]
[paragraph, [424.0, 1000.0, 326.0, 18.0], wOxz8dPvqI, 5694003]
[paragraph, [424.0, 1018.0, 326.0, 18.0], wOxz8dPvqI, 5694003]
[paragraph, [424.0, 1036.0, 326.0, 18.0], wOxz8dPvqI, 5694003]
[paragraph, [769.0, 947.0, 325.0, 18.0], shoonya_7sQSUW52JEKDA9, 5694003]
[paragraph, [769.0, 965.0, 325.0, 18.0], shoonya_7sQSUW52JEKDA9, 5694003]
[paragraph, [769.0, 983.0, 325.0, 18.0], shoonya_7sQSUW52JEKDA9, 5694003]
[paragraph, [769.0, 1016.0, 329.0, 18.0], shoonya_9sNYDLO0PCRKS5, 5694003]
[paragraph, [769.0, 1034.0, 329.0, 18.0], shoonya_9sNYDLO0PCRKS5, 5694003]
[paragraph, [769.0, 1052.0, 329.0, 18.0], shoonya_9sNYDLO0PCRKS5, 5694003]
[paragraph, [769.0, 1070.0, 329.0, 18.0], shoonya_9sNYDLO0PCRKS5, 5694003]
[paragraph, [62.0, 1061.0, 347.0, 18.0], VvhchZpPLc, 5694003]
[paragraph, [62.0, 1079.0, 347.0, 18.0], VvhchZpPLc, 5694003]
[paragraph, [62.0, 1097.0, 347.0, 18.0], VvhchZpPLc, 5694003]
[paragraph, [62.0, 1115.0, 347.0, 18.0], VvhchZpPLc, 5694003]
[paragraph, [62.0, 1133.0, 347.0, 18.0], VvhchZpPLc, 5694003]
[paragraph, [62.0, 1151.0, 347.0, 18.0], VvhchZpPLc, 5694003]
[paragraph, [62.0, 1169.0, 347.0, 18.0], VvhchZpPLc, 5694003]
[paragraph, [62.0, 1187.0, 347.0, 18.0], VvhchZpPLc, 5694003]
[paragraph, [62.0, 1205.0, 347.0, 18.0], VvhchZpPLc, 5694003]
[paragraph, [422.0, 1066.0, 330.0, 18.0], 8cJsNHoKmt, 5694003]
[paragraph, [422.0, 1084.0, 330.0, 18.0], 8cJsNHoKmt, 5694003]
[paragraph, [422.0, 1102.0, 330.0, 18.0], 8cJsNHoKmt, 5694003]
[paragraph, [422.0, 1120.0, 330.0, 18.0], 8cJsNHoKmt, 5694003]
[paragraph, [422.0, 1138.0, 330.0, 18.0], 8cJsNHoKmt, 5694003]
[paragraph, [422.0, 1156.0, 330.0, 18.0], 8cJsNHoKmt, 5694003]
[paragraph, [768.0, 1091.0, 333.0, 18.0], mw3Tl-ogHL, 5694003]
[paragraph, [768.0, 1109.0, 333.0, 18.0], mw3Tl-ogHL, 5694003]
[paragraph, [768.0, 1127.0, 333.0, 18.0], mw3Tl-ogHL, 5694003]
[paragraph, [768.0, 1145.0, 333.0, 18.0], mw3Tl-ogHL, 5694003]
[paragraph, [768.0, 1163.0, 333.0, 18.0], mw3Tl-ogHL, 5694003]
[paragraph, [771.0, 1183.0, 332.0, 18.0], hvvFEvgbFP, 5694003]
[paragraph, [771.0, 1201.0, 332.0, 18.0], hvvFEvgbFP, 5694003]
[paragraph, [424.0, 1186.0, 332.0, 18.0], QhaDnXPmYW, 5694003]
[paragraph, [424.0, 1204.0, 332.0, 18.0], QhaDnXPmYW, 5694003]
[paragraph, [424.0, 1222.0, 332.0, 18.0], QhaDnXPmYW, 5694003]
[paragraph, [424.0, 1240.0, 332.0, 18.0], QhaDnXPmYW, 5694003]
[paragraph, [97.0, 1231.0, 315.0, 18.0], X8U3R3Rgjy, 5694003]
[paragraph, [97.0, 1249.0, 315.0, 18.0], X8U3R3Rgjy, 5694003]
