[6000, 4167]
[folio, [1236.0, 613.0, 1694.0, 52.5], shoonya_1sPP6X3CPET6QO, 5721424]
[paragraph, [599.0, 2785.0, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 2837.5, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 2890.0, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 2942.5, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 2995.0, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 3047.5, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 3100.0, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 3152.5, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 3205.0, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 3257.5, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 3310.0, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 3362.5, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 3415.0, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 3467.5, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 3520.0, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 3572.5, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 3625.0, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 3677.5, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 3730.0, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 3782.5, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 3835.0, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 3887.5, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 3940.0, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 3992.5, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 4045.0, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 4097.5, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 4150.0, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [616.0, 4328.0, 2957.0, 52.5], shoonya_0sVKT2D8OR2Y46, 5721424]
[paragraph, [616.0, 4380.5, 2957.0, 52.5], shoonya_0sVKT2D8OR2Y46, 5721424]
[paragraph, [616.0, 4433.0, 2957.0, 52.5], shoonya_0sVKT2D8OR2Y46, 5721424]
[paragraph, [616.0, 4485.5, 2957.0, 52.5], shoonya_0sVKT2D8OR2Y46, 5721424]
[paragraph, [616.0, 4538.0, 2957.0, 52.5], shoonya_0sVKT2D8OR2Y46, 5721424]
[paragraph, [616.0, 4590.5, 2957.0, 52.5], shoonya_0sVKT2D8OR2Y46, 5721424]
[paragraph, [616.0, 4643.0, 2957.0, 52.5], shoonya_0sVKT2D8OR2Y46, 5721424]
[paragraph, [616.0, 4695.5, 2957.0, 52.5], shoonya_0sVKT2D8OR2Y46, 5721424]
[paragraph, [616.0, 4748.0, 2957.0, 52.5], shoonya_0sVKT2D8OR2Y46, 5721424]
[paragraph, [616.0, 4800.5, 2957.0, 52.5], shoonya_0sVKT2D8OR2Y46, 5721424]
[paragraph, [616.0, 4853.0, 2957.0, 52.5], shoonya_0sVKT2D8OR2Y46, 5721424]
[paragraph, [616.0, 4905.5, 2957.0, 52.5], shoonya_0sVKT2D8OR2Y46, 5721424]
[paragraph, [616.0, 4958.0, 2957.0, 52.5], shoonya_0sVKT2D8OR2Y46, 5721424]
[paragraph, [616.0, 5010.5, 2957.0, 52.5], shoonya_0sVKT2D8OR2Y46, 5721424]
[paragraph, [616.0, 5063.0, 2957.0, 52.5], shoonya_0sVKT2D8OR2Y46, 5721424]
