[872, 605]
[folio, [434.0, 36.0, 121.0, 18.0], KJNrAMIY2R, 6456598]
[paragraph, [39.0, 410.0, 263.0, 18.0], fZHwmKBTvz, 6456598]
[paragraph, [47.0, 454.0, 253.0, 18.0], EDZ9Fgn5r6, 6456598]
[paragraph, [47.0, 472.0, 253.0, 18.0], EDZ9Fgn5r6, 6456598]
[paragraph, [47.0, 490.0, 253.0, 18.0], EDZ9Fgn5r6, 6456598]
[footnote, [43.0, 525.0, 263.0, 18.0], w4FX33mZ6P, 6456598]
[footnote, [43.0, 543.0, 263.0, 18.0], w4FX33mZ6P, 6456598]
[footnote, [43.0, 561.0, 263.0, 18.0], w4FX33mZ6P, 6456598]
[footnote, [43.0, 579.0, 263.0, 18.0], w4FX33mZ6P, 6456598]
[footnote, [43.0, 597.0, 263.0, 18.0], w4FX33mZ6P, 6456598]
[footnote, [43.0, 615.0, 263.0, 18.0], w4FX33mZ6P, 6456598]
[footnote, [43.0, 633.0, 263.0, 18.0], w4FX33mZ6P, 6456598]
[footnote, [43.0, 651.0, 263.0, 18.0], w4FX33mZ6P, 6456598]
[footnote, [43.0, 669.0, 263.0, 18.0], w4FX33mZ6P, 6456598]
[footnote, [43.0, 687.0, 263.0, 18.0], w4FX33mZ6P, 6456598]
[footnote, [43.0, 705.0, 263.0, 18.0], w4FX33mZ6P, 6456598]
[footnote, [43.0, 723.0, 263.0, 18.0], w4FX33mZ6P, 6456598]
[footnote, [43.0, 741.0, 263.0, 18.0], w4FX33mZ6P, 6456598]
[footnote, [43.0, 759.0, 263.0, 18.0], w4FX33mZ6P, 6456598]
[footnote, [43.0, 777.0, 263.0, 18.0], w4FX33mZ6P, 6456598]
[footnote, [43.0, 795.0, 263.0, 18.0], w4FX33mZ6P, 6456598]
[footnote, [43.0, 813.0, 263.0, 18.0], w4FX33mZ6P, 6456598]
[paragraph, [333.0, 603.0, 199.0, 18.0], 986pEbJCSq, 6456598]
[footnote, [308.0, 661.0, 253.0, 18.0], 6dG5W9o7tx, 6456598]
[footnote, [308.0, 679.0, 253.0, 18.0], 6dG5W9o7tx, 6456598]
[footnote, [308.0, 697.0, 253.0, 18.0], 6dG5W9o7tx, 6456598]
[footnote, [308.0, 715.0, 253.0, 18.0], 6dG5W9o7tx, 6456598]
[footnote, [308.0, 733.0, 253.0, 18.0], 6dG5W9o7tx, 6456598]
[footnote, [308.0, 751.0, 253.0, 18.0], 6dG5W9o7tx, 6456598]
[footnote, [308.0, 769.0, 253.0, 18.0], 6dG5W9o7tx, 6456598]
[footnote, [308.0, 787.0, 253.0, 18.0], 6dG5W9o7tx, 6456598]
[footnote, [308.0, 805.0, 253.0, 18.0], 6dG5W9o7tx, 6456598]
