[1625, 1211]
[paragraph, [787.0, 100.0, 361.0, 36.0], shoonya_7sBY3E27C5H6KU, 5742056]
[paragraph, [69.0, 624.0, 339.0, 36.0], shoonya_2sWHP78Q4OAMIB, 5742056]
[paragraph, [69.0, 660.0, 339.0, 36.0], shoonya_2sWHP78Q4OAMIB, 5742056]
[paragraph, [69.0, 696.0, 339.0, 36.0], shoonya_2sWHP78Q4OAMIB, 5742056]
[paragraph, [69.0, 732.0, 339.0, 36.0], shoonya_2sWHP78Q4OAMIB, 5742056]
[paragraph, [69.0, 768.0, 339.0, 36.0], shoonya_2sWHP78Q4OAMIB, 5742056]
[paragraph, [69.0, 804.0, 339.0, 36.0], shoonya_2sWHP78Q4OAMIB, 5742056]
[paragraph, [69.0, 840.0, 339.0, 36.0], shoonya_2sWHP78Q4OAMIB, 5742056]
[paragraph, [69.0, 876.0, 339.0, 36.0], shoonya_2sWHP78Q4OAMIB, 5742056]
[paragraph, [69.0, 912.0, 339.0, 36.0], shoonya_2sWHP78Q4OAMIB, 5742056]
[paragraph, [69.0, 948.0, 339.0, 36.0], shoonya_2sWHP78Q4OAMIB, 5742056]
[paragraph, [69.0, 984.0, 339.0, 36.0], shoonya_2sWHP78Q4OAMIB, 5742056]
[paragraph, [69.0, 1020.0, 339.0, 36.0], shoonya_2sWHP78Q4OAMIB, 5742056]
[paragraph, [69.0, 1056.0, 339.0, 36.0], shoonya_2sWHP78Q4OAMIB, 5742056]
[paragraph, [69.0, 1092.0, 339.0, 36.0], shoonya_2sWHP78Q4OAMIB, 5742056]
[paragraph, [69.0, 1128.0, 339.0, 36.0], shoonya_2sWHP78Q4OAMIB, 5742056]
[paragraph, [69.0, 1164.0, 339.0, 36.0], shoonya_2sWHP78Q4OAMIB, 5742056]
[paragraph, [69.0, 1200.0, 339.0, 36.0], shoonya_2sWHP78Q4OAMIB, 5742056]
[paragraph, [69.0, 1236.0, 339.0, 36.0], shoonya_2sWHP78Q4OAMIB, 5742056]
[paragraph, [69.0, 1272.0, 339.0, 36.0], shoonya_2sWHP78Q4OAMIB, 5742056]
[paragraph, [787.0, 763.0, 350.0, 36.0], shoonya_8sWF65D5YJTYYD, 5742056]
[paragraph, [787.0, 799.0, 350.0, 36.0], shoonya_8sWF65D5YJTYYD, 5742056]
[paragraph, [787.0, 835.0, 350.0, 36.0], shoonya_8sWF65D5YJTYYD, 5742056]
[paragraph, [787.0, 871.0, 350.0, 36.0], shoonya_8sWF65D5YJTYYD, 5742056]
[paragraph, [787.0, 907.0, 350.0, 36.0], shoonya_8sWF65D5YJTYYD, 5742056]
[paragraph, [787.0, 943.0, 350.0, 36.0], shoonya_8sWF65D5YJTYYD, 5742056]
[paragraph, [787.0, 979.0, 350.0, 36.0], shoonya_8sWF65D5YJTYYD, 5742056]
[paragraph, [785.0, 1033.0, 344.0, 36.0], shoonya_3sVP1AF1SI1HCE, 5742056]
[paragraph, [785.0, 1069.0, 344.0, 36.0], shoonya_3sVP1AF1SI1HCE, 5742056]
[paragraph, [785.0, 1105.0, 344.0, 36.0], shoonya_3sVP1AF1SI1HCE, 5742056]
[paragraph, [785.0, 1141.0, 344.0, 36.0], shoonya_3sVP1AF1SI1HCE, 5742056]
[paragraph, [785.0, 1177.0, 344.0, 36.0], shoonya_3sVP1AF1SI1HCE, 5742056]
[paragraph, [785.0, 1213.0, 344.0, 36.0], shoonya_3sVP1AF1SI1HCE, 5742056]
[paragraph, [785.0, 1249.0, 344.0, 36.0], shoonya_3sVP1AF1SI1HCE, 5742056]
[paragraph, [785.0, 1285.0, 344.0, 36.0], shoonya_3sVP1AF1SI1HCE, 5742056]
[paragraph, [785.0, 1321.0, 344.0, 36.0], shoonya_3sVP1AF1SI1HCE, 5742056]
[author, [462.0, 1144.0, 254.0, 36.0], m9evQr76zL, 5742056]
[paragraph, [418.0, 1190.0, 345.0, 36.0], shoonya_5sDGPVZNJZUCKS, 5742056]
[paragraph, [418.0, 1226.0, 345.0, 36.0], shoonya_5sDGPVZNJZUCKS, 5742056]
[paragraph, [418.0, 1262.0, 345.0, 36.0], shoonya_5sDGPVZNJZUCKS, 5742056]
[paragraph, [418.0, 1298.0, 345.0, 36.0], shoonya_5sDGPVZNJZUCKS, 5742056]
[paragraph, [418.0, 1334.0, 345.0, 36.0], shoonya_5sDGPVZNJZUCKS, 5742056]
[paragraph, [418.0, 1370.0, 345.0, 36.0], shoonya_5sDGPVZNJZUCKS, 5742056]
[paragraph, [418.0, 1406.0, 345.0, 36.0], shoonya_5sDGPVZNJZUCKS, 5742056]
[paragraph, [418.0, 1442.0, 345.0, 36.0], shoonya_5sDGPVZNJZUCKS, 5742056]
[paragraph, [65.0, 1324.0, 337.0, 36.0], shoonya_1sH5OXQ281U87O, 5742056]
[paragraph, [65.0, 1360.0, 337.0, 36.0], shoonya_1sH5OXQ281U87O, 5742056]
[paragraph, [65.0, 1396.0, 337.0, 36.0], shoonya_1sH5OXQ281U87O, 5742056]
[paragraph, [65.0, 1432.0, 337.0, 36.0], shoonya_1sH5OXQ281U87O, 5742056]
[paragraph, [784.0, 1386.0, 336.0, 36.0], shoonya_6s46XXI1HM2NAT, 5742056]
[paragraph, [784.0, 1422.0, 336.0, 36.0], shoonya_6s46XXI1HM2NAT, 5742056]
[paragraph, [784.0, 1458.0, 336.0, 36.0], shoonya_6s46XXI1HM2NAT, 5742056]
[footnote, [747.0, 1568.0, 403.0, 36.0], Xi_kpIgJ4M, 5742056]
