[1823, 1375]
[folio, [425.0, 104.0, 522.0, 36.0], shoonya_5sIEBJ6SCEVG66, 5683437]
[paragraph, [689.0, 860.0, 582.0, 36.0], shoonya_3sIK9ZEVT23XIP, 5683437]
[paragraph, [689.0, 896.0, 582.0, 36.0], shoonya_3sIK9ZEVT23XIP, 5683437]
[paragraph, [689.0, 932.0, 582.0, 36.0], shoonya_3sIK9ZEVT23XIP, 5683437]
[paragraph, [689.0, 968.0, 582.0, 36.0], shoonya_3sIK9ZEVT23XIP, 5683437]
[paragraph, [107.0, 481.0, 564.0, 36.0], shoonya_0sHD6DI7DE67QK, 5683437]
[paragraph, [107.0, 517.0, 564.0, 36.0], shoonya_0sHD6DI7DE67QK, 5683437]
[paragraph, [107.0, 553.0, 564.0, 36.0], shoonya_0sHD6DI7DE67QK, 5683437]
[paragraph, [107.0, 589.0, 564.0, 36.0], shoonya_0sHD6DI7DE67QK, 5683437]
[paragraph, [107.0, 625.0, 564.0, 36.0], shoonya_0sHD6DI7DE67QK, 5683437]
[paragraph, [107.0, 661.0, 564.0, 36.0], shoonya_0sHD6DI7DE67QK, 5683437]
[paragraph, [107.0, 697.0, 564.0, 36.0], shoonya_0sHD6DI7DE67QK, 5683437]
[paragraph, [107.0, 733.0, 564.0, 36.0], shoonya_0sHD6DI7DE67QK, 5683437]
[paragraph, [107.0, 769.0, 564.0, 36.0], shoonya_0sHD6DI7DE67QK, 5683437]
[paragraph, [107.0, 805.0, 564.0, 36.0], shoonya_0sHD6DI7DE67QK, 5683437]
[paragraph, [107.0, 841.0, 564.0, 36.0], shoonya_0sHD6DI7DE67QK, 5683437]
[paragraph, [107.0, 877.0, 564.0, 36.0], shoonya_0sHD6DI7DE67QK, 5683437]
[paragraph, [107.0, 913.0, 564.0, 36.0], shoonya_0sHD6DI7DE67QK, 5683437]
[paragraph, [107.0, 949.0, 564.0, 36.0], shoonya_0sHD6DI7DE67QK, 5683437]
[paragraph, [107.0, 985.0, 564.0, 36.0], shoonya_0sHD6DI7DE67QK, 5683437]
[paragraph, [107.0, 1021.0, 564.0, 36.0], shoonya_0sHD6DI7DE67QK, 5683437]
[paragraph, [693.0, 1048.0, 571.0, 36.0], shoonya_1s81NM6KEH9KMK, 5683437]
[paragraph, [693.0, 1084.0, 571.0, 36.0], shoonya_1s81NM6KEH9KMK, 5683437]
[paragraph, [693.0, 1120.0, 571.0, 36.0], shoonya_1s81NM6KEH9KMK, 5683437]
[paragraph, [693.0, 1156.0, 571.0, 36.0], shoonya_1s81NM6KEH9KMK, 5683437]
[paragraph, [693.0, 1192.0, 571.0, 36.0], shoonya_1s81NM6KEH9KMK, 5683437]
[paragraph, [693.0, 1228.0, 571.0, 36.0], shoonya_1s81NM6KEH9KMK, 5683437]
[paragraph, [693.0, 1264.0, 571.0, 36.0], shoonya_1s81NM6KEH9KMK, 5683437]
[paragraph, [693.0, 1300.0, 571.0, 36.0], shoonya_1s81NM6KEH9KMK, 5683437]
[paragraph, [693.0, 1336.0, 571.0, 36.0], shoonya_1s81NM6KEH9KMK, 5683437]
[paragraph, [693.0, 1372.0, 571.0, 36.0], shoonya_1s81NM6KEH9KMK, 5683437]
[paragraph, [693.0, 1408.0, 571.0, 36.0], shoonya_1s81NM6KEH9KMK, 5683437]
[paragraph, [693.0, 1444.0, 571.0, 36.0], shoonya_1s81NM6KEH9KMK, 5683437]
[paragraph, [693.0, 1480.0, 571.0, 36.0], shoonya_1s81NM6KEH9KMK, 5683437]
[paragraph, [693.0, 1516.0, 571.0, 36.0], shoonya_1s81NM6KEH9KMK, 5683437]
[paragraph, [693.0, 1552.0, 571.0, 36.0], shoonya_1s81NM6KEH9KMK, 5683437]
[paragraph, [109.0, 1096.0, 563.0, 36.0], shoonya_2sD8LDLZQWKYHP, 5683437]
[paragraph, [109.0, 1132.0, 563.0, 36.0], shoonya_2sD8LDLZQWKYHP, 5683437]
[paragraph, [109.0, 1168.0, 563.0, 36.0], shoonya_2sD8LDLZQWKYHP, 5683437]
[paragraph, [109.0, 1204.0, 563.0, 36.0], shoonya_2sD8LDLZQWKYHP, 5683437]
[paragraph, [109.0, 1240.0, 563.0, 36.0], shoonya_2sD8LDLZQWKYHP, 5683437]
[paragraph, [109.0, 1276.0, 563.0, 36.0], shoonya_2sD8LDLZQWKYHP, 5683437]
[paragraph, [109.0, 1312.0, 563.0, 36.0], shoonya_2sD8LDLZQWKYHP, 5683437]
[paragraph, [109.0, 1348.0, 563.0, 36.0], shoonya_2sD8LDLZQWKYHP, 5683437]
[paragraph, [109.0, 1384.0, 563.0, 36.0], shoonya_2sD8LDLZQWKYHP, 5683437]
[paragraph, [109.0, 1420.0, 563.0, 36.0], shoonya_2sD8LDLZQWKYHP, 5683437]
[paragraph, [109.0, 1456.0, 563.0, 36.0], shoonya_2sD8LDLZQWKYHP, 5683437]
[paragraph, [109.0, 1492.0, 563.0, 36.0], shoonya_2sD8LDLZQWKYHP, 5683437]
[paragraph, [109.0, 1528.0, 563.0, 36.0], shoonya_2sD8LDLZQWKYHP, 5683437]
[paragraph, [109.0, 1564.0, 563.0, 36.0], shoonya_2sD8LDLZQWKYHP, 5683437]
[footnote, [104.0, 1636.0, 966.0, 36.0], S4nfGIXZI6, 5683437]
[footnote, [104.0, 1672.0, 966.0, 36.0], S4nfGIXZI6, 5683437]
