[1275, 750]
[folio, [235.0, 91.0, 305.0, 18.0], JNhFXW5PxY, 5767621]
[paragraph, [78.0, 784.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 802.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 820.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 838.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 856.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 874.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 892.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[section-title, [239.0, 924.0, 246.0, 30.0], aRqpNs1omW, 5767621]
[paragraph, [62.0, 986.0, 597.0, 18.0], shoonya_0sHRXQ43R0XZOC, 5767621]
[paragraph, [62.0, 1004.0, 597.0, 18.0], shoonya_0sHRXQ43R0XZOC, 5767621]
[paragraph, [62.0, 1022.0, 597.0, 18.0], shoonya_0sHRXQ43R0XZOC, 5767621]
[paragraph, [62.0, 1040.0, 597.0, 18.0], shoonya_0sHRXQ43R0XZOC, 5767621]
[paragraph, [62.0, 1058.0, 597.0, 18.0], shoonya_0sHRXQ43R0XZOC, 5767621]
[paragraph, [62.0, 1076.0, 597.0, 18.0], shoonya_0sHRXQ43R0XZOC, 5767621]
[paragraph, [62.0, 1094.0, 597.0, 18.0], shoonya_0sHRXQ43R0XZOC, 5767621]
[paragraph, [62.0, 1112.0, 597.0, 18.0], shoonya_0sHRXQ43R0XZOC, 5767621]
[paragraph, [62.0, 1130.0, 597.0, 18.0], shoonya_0sHRXQ43R0XZOC, 5767621]
[paragraph, [62.0, 1148.0, 597.0, 18.0], shoonya_0sHRXQ43R0XZOC, 5767621]
[paragraph, [62.0, 1166.0, 597.0, 18.0], shoonya_0sHRXQ43R0XZOC, 5767621]
[paragraph, [62.0, 1184.0, 597.0, 18.0], shoonya_0sHRXQ43R0XZOC, 5767621]
