[3968, 2806]
[paragraph, [183.0, 170.0, 1217.0, 52.5], shoonya_7sUOO8XVH4WPU7, 5684348]
[paragraph, [176.0, 2334.5, 1252.0, 52.5], shoonya_2s1PLBBK4PO7YB, 5684348]
[paragraph, [176.0, 2387.0, 1252.0, 52.5], shoonya_2s1PLBBK4PO7YB, 5684348]
[paragraph, [176.0, 2439.5, 1252.0, 52.5], shoonya_2s1PLBBK4PO7YB, 5684348]
[paragraph, [1448.0, 2461.0, 1097.0, 52.5], shoonya_0sXG5DZYW6EYR9, 5684348]
[paragraph, [1448.0, 2513.5, 1097.0, 52.5], shoonya_0sXG5DZYW6EYR9, 5684348]
[paragraph, [1448.0, 2566.0, 1097.0, 52.5], shoonya_0sXG5DZYW6EYR9, 5684348]
[paragraph, [1448.0, 2618.5, 1097.0, 52.5], shoonya_0sXG5DZYW6EYR9, 5684348]
[paragraph, [1448.0, 2671.0, 1097.0, 52.5], shoonya_0sXG5DZYW6EYR9, 5684348]
[paragraph, [1448.0, 2723.5, 1097.0, 52.5], shoonya_0sXG5DZYW6EYR9, 5684348]
[paragraph, [1448.0, 2776.0, 1097.0, 52.5], shoonya_0sXG5DZYW6EYR9, 5684348]
[paragraph, [1448.0, 2828.5, 1097.0, 52.5], shoonya_0sXG5DZYW6EYR9, 5684348]
[paragraph, [1448.0, 2881.0, 1097.0, 52.5], shoonya_0sXG5DZYW6EYR9, 5684348]
[paragraph, [1448.0, 2933.5, 1097.0, 52.5], shoonya_0sXG5DZYW6EYR9, 5684348]
[paragraph, [1448.0, 2986.0, 1097.0, 52.5], shoonya_0sXG5DZYW6EYR9, 5684348]
[paragraph, [1448.0, 3038.5, 1097.0, 52.5], shoonya_0sXG5DZYW6EYR9, 5684348]
[paragraph, [1448.0, 3091.0, 1097.0, 52.5], shoonya_0sXG5DZYW6EYR9, 5684348]
[paragraph, [1448.0, 3143.5, 1097.0, 52.5], shoonya_0sXG5DZYW6EYR9, 5684348]
[paragraph, [1448.0, 3196.0, 1097.0, 52.5], shoonya_0sXG5DZYW6EYR9, 5684348]
[paragraph, [1448.0, 3248.5, 1097.0, 52.5], shoonya_0sXG5DZYW6EYR9, 5684348]
[paragraph, [1448.0, 3301.0, 1097.0, 52.5], shoonya_0sXG5DZYW6EYR9, 5684348]
[paragraph, [1448.0, 3353.5, 1097.0, 52.5], shoonya_0sXG5DZYW6EYR9, 5684348]
[paragraph, [1448.0, 3406.0, 1097.0, 52.5], shoonya_0sXG5DZYW6EYR9, 5684348]
[paragraph, [1448.0, 3458.5, 1097.0, 52.5], shoonya_0sXG5DZYW6EYR9, 5684348]
[paragraph, [1448.0, 3511.0, 1097.0, 52.5], shoonya_0sXG5DZYW6EYR9, 5684348]
[paragraph, [1448.0, 3563.5, 1097.0, 52.5], shoonya_0sXG5DZYW6EYR9, 5684348]
[paragraph, [1448.0, 3616.0, 1097.0, 52.5], shoonya_0sXG5DZYW6EYR9, 5684348]
[paragraph, [1448.0, 3668.5, 1097.0, 52.5], shoonya_0sXG5DZYW6EYR9, 5684348]
[paragraph, [168.0, 2574.0, 1227.0, 52.5], shoonya_6sMA7WBX8EQ3A1, 5684348]
[paragraph, [168.0, 2626.5, 1227.0, 52.5], shoonya_6sMA7WBX8EQ3A1, 5684348]
[paragraph, [168.0, 2679.0, 1227.0, 52.5], shoonya_6sMA7WBX8EQ3A1, 5684348]
[paragraph, [168.0, 2731.5, 1227.0, 52.5], shoonya_6sMA7WBX8EQ3A1, 5684348]
[paragraph, [168.0, 2784.0, 1227.0, 52.5], shoonya_6sMA7WBX8EQ3A1, 5684348]
[paragraph, [168.0, 2836.5, 1227.0, 52.5], shoonya_6sMA7WBX8EQ3A1, 5684348]
[paragraph, [168.0, 2889.0, 1227.0, 52.5], shoonya_6sMA7WBX8EQ3A1, 5684348]
[paragraph, [175.0, 2977.0, 1237.0, 52.5], shoonya_3sA19226B87TNL, 5684348]
[paragraph, [175.0, 3029.5, 1237.0, 52.5], shoonya_3sA19226B87TNL, 5684348]
[paragraph, [175.0, 3082.0, 1237.0, 52.5], shoonya_3sA19226B87TNL, 5684348]
[paragraph, [175.0, 3134.5, 1237.0, 52.5], shoonya_3sA19226B87TNL, 5684348]
[paragraph, [175.0, 3187.0, 1237.0, 52.5], shoonya_3sA19226B87TNL, 5684348]
[paragraph, [175.0, 3239.5, 1237.0, 52.5], shoonya_3sA19226B87TNL, 5684348]
[paragraph, [175.0, 3292.0, 1237.0, 52.5], shoonya_3sA19226B87TNL, 5684348]
[paragraph, [175.0, 3344.5, 1237.0, 52.5], shoonya_3sA19226B87TNL, 5684348]
[paragraph, [175.0, 3397.0, 1237.0, 52.5], shoonya_3sA19226B87TNL, 5684348]
[paragraph, [175.0, 3449.5, 1237.0, 52.5], shoonya_3sA19226B87TNL, 5684348]
[paragraph, [175.0, 3502.0, 1237.0, 52.5], shoonya_3sA19226B87TNL, 5684348]
[paragraph, [175.0, 3554.5, 1237.0, 52.5], shoonya_3sA19226B87TNL, 5684348]
[paragraph, [175.0, 3607.0, 1237.0, 52.5], shoonya_3sA19226B87TNL, 5684348]
[paragraph, [175.0, 3659.5, 1237.0, 52.5], shoonya_3sA19226B87TNL, 5684348]
[folio, [244.0, 3827.0, 784.0, 52.5], LUb2ZNyE7p, 5684348]
