[1755, 1241]
[folio, [139.0, 176.0, 441.0, 36.0], MMGWCGVyot, 5704998]
[paragraph, [630.0, 896.0, 393.0, 36.0], shoonya_0sB92YY06VJV5V, 5704998]
[paragraph, [629.0, 949.0, 390.0, 36.0], shoonya_2s3S525CDI6ONN, 5704998]
[paragraph, [629.0, 985.0, 390.0, 36.0], shoonya_2s3S525CDI6ONN, 5704998]
[paragraph, [629.0, 1021.0, 390.0, 36.0], shoonya_2s3S525CDI6ONN, 5704998]
[paragraph, [629.0, 1057.0, 390.0, 36.0], shoonya_2s3S525CDI6ONN, 5704998]
[paragraph, [629.0, 1093.0, 390.0, 36.0], shoonya_2s3S525CDI6ONN, 5704998]
[paragraph, [629.0, 1129.0, 390.0, 36.0], shoonya_2s3S525CDI6ONN, 5704998]
[paragraph, [629.0, 1165.0, 390.0, 36.0], shoonya_2s3S525CDI6ONN, 5704998]
[paragraph, [629.0, 1201.0, 390.0, 36.0], shoonya_2s3S525CDI6ONN, 5704998]
[paragraph, [629.0, 1237.0, 390.0, 36.0], shoonya_2s3S525CDI6ONN, 5704998]
[website-link, [929.0, 1305.0, 159.0, 18.0], yqYVrYFV--, 5704998]
[website-link, [145.0, 1550.0, 295.0, 18.0], shoonya_3sX4KDR0FP8NMS, 5704998]
[website-link, [145.0, 1568.0, 295.0, 18.0], shoonya_3sX4KDR0FP8NMS, 5704998]
