[1468, 909]
[folio, [357.0, 80.0, 159.0, 18.0], 5hUcO4OObQ, 5770596]
[paragraph, [462.0, 1054.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 1072.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 1090.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 1108.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 1126.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 1144.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 1162.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 1180.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 1198.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 1216.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 1234.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 1252.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 1270.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 1288.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 1306.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 1324.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 1342.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 1360.0, 373.0, 18.0], h8bdDCQsre, 5770596]
