[1806, 1262]
[folio, [153.0, 97.0, 518.0, 36.0], shoonya_4s9VSS278O95V6, 5681274]
[paragraph, [100.0, 1268.0, 505.0, 36.0], shoonya_0sBQISQPQ7F0XX, 5681274]
[paragraph, [100.0, 1304.0, 505.0, 36.0], shoonya_0sBQISQPQ7F0XX, 5681274]
[paragraph, [100.0, 1340.0, 505.0, 36.0], shoonya_0sBQISQPQ7F0XX, 5681274]
[paragraph, [99.0, 1381.0, 507.0, 36.0], shoonya_1sHQOPE5Z5DVJY, 5681274]
[paragraph, [99.0, 1417.0, 507.0, 36.0], shoonya_1sHQOPE5Z5DVJY, 5681274]
[paragraph, [99.0, 1453.0, 507.0, 36.0], shoonya_1sHQOPE5Z5DVJY, 5681274]
[paragraph, [99.0, 1489.0, 507.0, 36.0], shoonya_1sHQOPE5Z5DVJY, 5681274]
[paragraph, [99.0, 1525.0, 507.0, 36.0], shoonya_1sHQOPE5Z5DVJY, 5681274]
[paragraph, [99.0, 1561.0, 507.0, 36.0], shoonya_1sHQOPE5Z5DVJY, 5681274]
[paragraph, [99.0, 1597.0, 507.0, 36.0], shoonya_1sHQOPE5Z5DVJY, 5681274]
[paragraph, [99.0, 1633.0, 507.0, 36.0], shoonya_1sHQOPE5Z5DVJY, 5681274]
[paragraph, [99.0, 1669.0, 507.0, 36.0], shoonya_1sHQOPE5Z5DVJY, 5681274]
