[2806, 1984]
[paragraph, [332.0, 201.0, 1430.0, 46.5], shoonya_4sXDKT9HOY5UKI, 5699265]
[ordered-list, [325.0, 1834.0, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 1880.5, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 1927.0, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 1973.5, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 2020.0, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 2066.5, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 2113.0, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 2159.5, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 2206.0, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 2252.5, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 2299.0, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 2345.5, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 2392.0, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 2438.5, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 2485.0, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 2531.5, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
