[872, 605]
[section-title, [272.0, 29.0, 73.0, 30.0], shoonya_0sYXVYH4TH9PDX, 6456617]
[paragraph, [315.0, 304.0, 149.0, 18.0], crPen7qLYw, 6456617]
[paragraph, [53.0, 306.0, 248.0, 18.0], ldfE-Do8ua, 6456617]
[paragraph, [53.0, 324.0, 248.0, 18.0], ldfE-Do8ua, 6456617]
[paragraph, [53.0, 342.0, 248.0, 18.0], ldfE-Do8ua, 6456617]
[paragraph, [53.0, 360.0, 248.0, 18.0], ldfE-Do8ua, 6456617]
[paragraph, [53.0, 378.0, 248.0, 18.0], ldfE-Do8ua, 6456617]
[paragraph, [53.0, 396.0, 248.0, 18.0], ldfE-Do8ua, 6456617]
[paragraph, [53.0, 414.0, 248.0, 18.0], ldfE-Do8ua, 6456617]
[paragraph, [53.0, 432.0, 248.0, 18.0], ldfE-Do8ua, 6456617]
[paragraph, [53.0, 450.0, 248.0, 18.0], ldfE-Do8ua, 6456617]
[paragraph, [53.0, 468.0, 248.0, 18.0], ldfE-Do8ua, 6456617]
[paragraph, [53.0, 486.0, 248.0, 18.0], ldfE-Do8ua, 6456617]
[paragraph, [53.0, 504.0, 248.0, 18.0], ldfE-Do8ua, 6456617]
[paragraph, [303.0, 324.0, 231.0, 18.0], rySpgUUbTF, 6456617]
[paragraph, [305.0, 344.0, 214.0, 18.0], 4N6aHejJ85, 6456617]
[paragraph, [304.0, 367.0, 248.0, 18.0], vGKhSVaa6z, 6456617]
[paragraph, [304.0, 385.0, 248.0, 18.0], vGKhSVaa6z, 6456617]
[paragraph, [304.0, 403.0, 248.0, 18.0], vGKhSVaa6z, 6456617]
[paragraph, [302.0, 428.0, 237.0, 18.0], g6auP3vgNR, 6456617]
[paragraph, [304.0, 446.0, 218.0, 18.0], WGGeoYkf7w, 6456617]
[paragraph, [304.0, 464.0, 218.0, 18.0], WGGeoYkf7w, 6456617]
[paragraph, [301.0, 482.0, 190.0, 18.0], UfOwpPM1Ji, 6456617]
[paragraph, [303.0, 505.0, 248.0, 18.0], 9OzNRxQy2t, 6456617]
[paragraph, [303.0, 523.0, 248.0, 18.0], 9OzNRxQy2t, 6456617]
[paragraph, [303.0, 541.0, 248.0, 18.0], 9OzNRxQy2t, 6456617]
[paragraph, [303.0, 559.0, 248.0, 18.0], 9OzNRxQy2t, 6456617]
[paragraph, [49.0, 527.0, 226.0, 18.0], a22LKergKT, 6456617]
[paragraph, [53.0, 550.0, 246.0, 18.0], utgNA5cw3h, 6456617]
[paragraph, [53.0, 568.0, 246.0, 18.0], utgNA5cw3h, 6456617]
[paragraph, [53.0, 586.0, 246.0, 18.0], utgNA5cw3h, 6456617]
[paragraph, [53.0, 604.0, 246.0, 18.0], utgNA5cw3h, 6456617]
[paragraph, [301.0, 578.0, 247.0, 18.0], 4dbuRbeSgK, 6456617]
[paragraph, [301.0, 596.0, 247.0, 18.0], 4dbuRbeSgK, 6456617]
[paragraph, [301.0, 618.0, 246.0, 18.0], m1_BN9KBnk, 6456617]
[paragraph, [49.0, 625.0, 232.0, 18.0], IClCVztFET, 6456617]
[paragraph, [302.0, 638.0, 215.0, 18.0], xsO4s7ZqgW, 6456617]
[paragraph, [50.0, 643.0, 201.0, 18.0], 3GLZzY02wr, 6456617]
[paragraph, [54.0, 663.0, 247.0, 18.0], Cn0Z5kQeZd, 6456617]
[paragraph, [301.0, 663.0, 247.0, 18.0], lSAT5aJ5Ef, 6456617]
[paragraph, [301.0, 681.0, 247.0, 18.0], lSAT5aJ5Ef, 6456617]
[reference, [51.0, 688.0, 246.0, 18.0], cMq7dvTjRx, 6456617]
[reference, [51.0, 706.0, 246.0, 18.0], cMq7dvTjRx, 6456617]
[reference, [51.0, 724.0, 246.0, 18.0], cMq7dvTjRx, 6456617]
[reference, [51.0, 742.0, 246.0, 18.0], cMq7dvTjRx, 6456617]
[reference, [51.0, 760.0, 246.0, 18.0], cMq7dvTjRx, 6456617]
[reference, [51.0, 778.0, 246.0, 18.0], cMq7dvTjRx, 6456617]
[reference, [51.0, 796.0, 246.0, 18.0], cMq7dvTjRx, 6456617]
[paragraph, [304.0, 700.0, 230.0, 18.0], oQIlf70U0a, 6456617]
[reference, [301.0, 729.0, 247.0, 18.0], _V8jjJPKzq, 6456617]
[reference, [301.0, 747.0, 247.0, 18.0], _V8jjJPKzq, 6456617]
[reference, [301.0, 765.0, 247.0, 18.0], _V8jjJPKzq, 6456617]
[reference, [301.0, 783.0, 247.0, 18.0], _V8jjJPKzq, 6456617]
[reference, [301.0, 801.0, 247.0, 18.0], _V8jjJPKzq, 6456617]
[reference, [301.0, 819.0, 247.0, 18.0], _V8jjJPKzq, 6456617]
