[1468, 909]
[folio, [390.0, 78.0, 160.0, 18.0], shoonya_2s6IHDXLMRII2F, 5770573]
[paragraph, [456.0, 701.0, 375.0, 18.0], pRqgBgWDPA, 5770573]
[paragraph, [456.0, 719.0, 375.0, 18.0], pRqgBgWDPA, 5770573]
[paragraph, [456.0, 737.0, 375.0, 18.0], pRqgBgWDPA, 5770573]
[paragraph, [456.0, 755.0, 375.0, 18.0], pRqgBgWDPA, 5770573]
[paragraph, [456.0, 773.0, 375.0, 18.0], pRqgBgWDPA, 5770573]
[paragraph, [456.0, 791.0, 375.0, 18.0], pRqgBgWDPA, 5770573]
[paragraph, [456.0, 809.0, 375.0, 18.0], pRqgBgWDPA, 5770573]
[paragraph, [456.0, 827.0, 375.0, 18.0], pRqgBgWDPA, 5770573]
[paragraph, [456.0, 845.0, 375.0, 18.0], pRqgBgWDPA, 5770573]
[paragraph, [456.0, 863.0, 375.0, 18.0], pRqgBgWDPA, 5770573]
[paragraph, [456.0, 881.0, 375.0, 18.0], pRqgBgWDPA, 5770573]
[paragraph, [456.0, 899.0, 375.0, 18.0], pRqgBgWDPA, 5770573]
[paragraph, [456.0, 917.0, 375.0, 18.0], pRqgBgWDPA, 5770573]
[paragraph, [456.0, 935.0, 375.0, 18.0], pRqgBgWDPA, 5770573]
[paragraph, [72.0, 572.0, 379.0, 18.0], 7ct6eXHLgu, 5770573]
[paragraph, [72.0, 590.0, 379.0, 18.0], 7ct6eXHLgu, 5770573]
[paragraph, [72.0, 608.0, 379.0, 18.0], 7ct6eXHLgu, 5770573]
[paragraph, [72.0, 626.0, 379.0, 18.0], 7ct6eXHLgu, 5770573]
[paragraph, [72.0, 644.0, 379.0, 18.0], 7ct6eXHLgu, 5770573]
[paragraph, [72.0, 662.0, 379.0, 18.0], 7ct6eXHLgu, 5770573]
[paragraph, [72.0, 680.0, 379.0, 18.0], 7ct6eXHLgu, 5770573]
[paragraph, [72.0, 698.0, 379.0, 18.0], 7ct6eXHLgu, 5770573]
[paragraph, [72.0, 716.0, 379.0, 18.0], 7ct6eXHLgu, 5770573]
[paragraph, [72.0, 734.0, 379.0, 18.0], 7ct6eXHLgu, 5770573]
[paragraph, [72.0, 752.0, 379.0, 18.0], 7ct6eXHLgu, 5770573]
[paragraph, [72.0, 770.0, 379.0, 18.0], 7ct6eXHLgu, 5770573]
[paragraph, [72.0, 788.0, 379.0, 18.0], 7ct6eXHLgu, 5770573]
[paragraph, [72.0, 806.0, 379.0, 18.0], 7ct6eXHLgu, 5770573]
[paragraph, [72.0, 824.0, 379.0, 18.0], 7ct6eXHLgu, 5770573]
[paragraph, [72.0, 842.0, 379.0, 18.0], 7ct6eXHLgu, 5770573]
[paragraph, [72.0, 860.0, 379.0, 18.0], 7ct6eXHLgu, 5770573]
[paragraph, [72.0, 878.0, 379.0, 18.0], 7ct6eXHLgu, 5770573]
[paragraph, [72.0, 896.0, 379.0, 18.0], 7ct6eXHLgu, 5770573]
[paragraph, [72.0, 914.0, 379.0, 18.0], 7ct6eXHLgu, 5770573]
[paragraph, [72.0, 932.0, 379.0, 18.0], 7ct6eXHLgu, 5770573]
[section-title, [378.0, 1160.0, 151.0, 30.0], shoonya_0sYRU9DO5ZLBCJ, 5770573]
[paragraph, [137.0, 1217.0, 609.0, 18.0], bxttGcYfvy, 5770573]
[paragraph, [137.0, 1235.0, 609.0, 18.0], bxttGcYfvy, 5770573]
[paragraph, [137.0, 1253.0, 609.0, 18.0], bxttGcYfvy, 5770573]
[paragraph, [137.0, 1271.0, 609.0, 18.0], bxttGcYfvy, 5770573]
[paragraph, [137.0, 1289.0, 609.0, 18.0], bxttGcYfvy, 5770573]
[paragraph, [137.0, 1307.0, 609.0, 18.0], bxttGcYfvy, 5770573]
[paragraph, [137.0, 1325.0, 609.0, 18.0], bxttGcYfvy, 5770573]
[paragraph, [137.0, 1343.0, 609.0, 18.0], bxttGcYfvy, 5770573]
[paragraph, [137.0, 1361.0, 609.0, 18.0], bxttGcYfvy, 5770573]
