[2339, 1656]
[folio, [1321.0, 249.0, 139.0, 36.0], shoonya_8sY3O5UM6UODWK, 5738455]
[paragraph, [867.0, 1137.0, 591.0, 36.0], shoonya_1sNBBJHTWEQPXO, 5738455]
[paragraph, [867.0, 1173.0, 591.0, 36.0], shoonya_1sNBBJHTWEQPXO, 5738455]
[paragraph, [867.0, 1209.0, 591.0, 36.0], shoonya_1sNBBJHTWEQPXO, 5738455]
[paragraph, [867.0, 1245.0, 591.0, 36.0], shoonya_1sNBBJHTWEQPXO, 5738455]
[paragraph, [867.0, 1281.0, 591.0, 36.0], shoonya_1sNBBJHTWEQPXO, 5738455]
[paragraph, [867.0, 1317.0, 591.0, 36.0], shoonya_1sNBBJHTWEQPXO, 5738455]
[paragraph, [867.0, 1353.0, 591.0, 36.0], shoonya_1sNBBJHTWEQPXO, 5738455]
[paragraph, [867.0, 1389.0, 591.0, 36.0], shoonya_1sNBBJHTWEQPXO, 5738455]
[paragraph, [867.0, 1425.0, 591.0, 36.0], shoonya_1sNBBJHTWEQPXO, 5738455]
[paragraph, [867.0, 1461.0, 591.0, 36.0], shoonya_1sNBBJHTWEQPXO, 5738455]
[paragraph, [867.0, 1497.0, 591.0, 36.0], shoonya_1sNBBJHTWEQPXO, 5738455]
[paragraph, [867.0, 1533.0, 591.0, 36.0], shoonya_1sNBBJHTWEQPXO, 5738455]
[paragraph, [867.0, 1569.0, 591.0, 36.0], shoonya_1sNBBJHTWEQPXO, 5738455]
[paragraph, [867.0, 1605.0, 591.0, 36.0], shoonya_1sNBBJHTWEQPXO, 5738455]
[paragraph, [867.0, 1641.0, 591.0, 36.0], shoonya_1sNBBJHTWEQPXO, 5738455]
[paragraph, [867.0, 1677.0, 591.0, 36.0], shoonya_1sNBBJHTWEQPXO, 5738455]
[paragraph, [178.0, 1463.0, 585.0, 36.0], shoonya_2s085B8OE83BK1, 5738455]
[paragraph, [178.0, 1499.0, 585.0, 36.0], shoonya_2s085B8OE83BK1, 5738455]
[paragraph, [178.0, 1535.0, 585.0, 36.0], shoonya_2s085B8OE83BK1, 5738455]
[paragraph, [178.0, 1571.0, 585.0, 36.0], shoonya_2s085B8OE83BK1, 5738455]
[paragraph, [178.0, 1607.0, 585.0, 36.0], shoonya_2s085B8OE83BK1, 5738455]
[paragraph, [178.0, 1643.0, 585.0, 36.0], shoonya_2s085B8OE83BK1, 5738455]
[paragraph, [178.0, 1679.0, 585.0, 36.0], shoonya_2s085B8OE83BK1, 5738455]
[paragraph, [178.0, 1715.0, 585.0, 36.0], shoonya_2s085B8OE83BK1, 5738455]
[paragraph, [178.0, 1751.0, 585.0, 36.0], shoonya_2s085B8OE83BK1, 5738455]
[paragraph, [178.0, 1787.0, 585.0, 36.0], shoonya_2s085B8OE83BK1, 5738455]
[paragraph, [178.0, 1823.0, 585.0, 36.0], shoonya_2s085B8OE83BK1, 5738455]
[paragraph, [178.0, 1859.0, 585.0, 36.0], shoonya_2s085B8OE83BK1, 5738455]
[paragraph, [178.0, 1895.0, 585.0, 36.0], shoonya_2s085B8OE83BK1, 5738455]
[paragraph, [178.0, 1931.0, 585.0, 36.0], shoonya_2s085B8OE83BK1, 5738455]
[paragraph, [178.0, 1967.0, 585.0, 36.0], shoonya_2s085B8OE83BK1, 5738455]
[paragraph, [868.0, 1743.0, 581.0, 36.0], shoonya_3sR6D3UL1P4XH7, 5738455]
[paragraph, [868.0, 1779.0, 581.0, 36.0], shoonya_3sR6D3UL1P4XH7, 5738455]
[paragraph, [868.0, 1815.0, 581.0, 36.0], shoonya_3sR6D3UL1P4XH7, 5738455]
[paragraph, [868.0, 1851.0, 581.0, 36.0], shoonya_3sR6D3UL1P4XH7, 5738455]
[paragraph, [868.0, 1887.0, 581.0, 36.0], shoonya_3sR6D3UL1P4XH7, 5738455]
[paragraph, [868.0, 1923.0, 581.0, 36.0], shoonya_3sR6D3UL1P4XH7, 5738455]
[paragraph, [868.0, 1959.0, 581.0, 36.0], shoonya_3sR6D3UL1P4XH7, 5738455]
