[3960, 3060]
[paragraph, [526.0, 352.0, 2183.0, 52.5], shoonya_1s1XBU6ADH7TB1, 5698487]
[paragraph, [524.0, 2458.0, 2189.0, 52.5], shoonya_4sVQ3Z90TDJIF7, 5698487]
[paragraph, [524.0, 2510.5, 2189.0, 52.5], shoonya_4sVQ3Z90TDJIF7, 5698487]
[paragraph, [524.0, 2563.0, 2189.0, 52.5], shoonya_4sVQ3Z90TDJIF7, 5698487]
[paragraph, [524.0, 2615.5, 2189.0, 52.5], shoonya_4sVQ3Z90TDJIF7, 5698487]
[paragraph, [519.0, 2740.0, 2204.0, 52.5], shoonya_2sKWCZRGPR5BO3, 5698487]
[paragraph, [519.0, 2792.5, 2204.0, 52.5], shoonya_2sKWCZRGPR5BO3, 5698487]
[paragraph, [519.0, 2845.0, 2204.0, 52.5], shoonya_2sKWCZRGPR5BO3, 5698487]
[paragraph, [519.0, 2897.5, 2204.0, 52.5], shoonya_2sKWCZRGPR5BO3, 5698487]
[paragraph, [519.0, 2950.0, 2204.0, 52.5], shoonya_2sKWCZRGPR5BO3, 5698487]
[paragraph, [519.0, 3002.5, 2204.0, 52.5], shoonya_2sKWCZRGPR5BO3, 5698487]
[paragraph, [519.0, 3055.0, 2204.0, 52.5], shoonya_2sKWCZRGPR5BO3, 5698487]
[paragraph, [519.0, 3107.5, 2204.0, 52.5], shoonya_2sKWCZRGPR5BO3, 5698487]
[paragraph, [519.0, 3160.0, 2204.0, 52.5], shoonya_2sKWCZRGPR5BO3, 5698487]
[paragraph, [519.0, 3212.5, 2204.0, 52.5], shoonya_2sKWCZRGPR5BO3, 5698487]
[paragraph, [519.0, 3265.0, 2204.0, 52.5], shoonya_2sKWCZRGPR5BO3, 5698487]
[paragraph, [519.0, 3317.5, 2204.0, 52.5], shoonya_2sKWCZRGPR5BO3, 5698487]
[paragraph, [519.0, 3370.0, 2204.0, 52.5], shoonya_2sKWCZRGPR5BO3, 5698487]
[paragraph, [519.0, 3422.5, 2204.0, 52.5], shoonya_2sKWCZRGPR5BO3, 5698487]
[paragraph, [519.0, 3475.0, 2204.0, 52.5], shoonya_2sKWCZRGPR5BO3, 5698487]
