[1337, 839]
[folio, [354.0, 75.0, 129.0, 18.0], shoonya_1sGQLLG5QODAD6, 5770036]
[paragraph, [425.0, 644.0, 331.0, 18.0], i6bHWZ3KyC, 5770036]
[paragraph, [425.0, 662.0, 331.0, 18.0], i6bHWZ3KyC, 5770036]
[paragraph, [425.0, 680.0, 331.0, 18.0], i6bHWZ3KyC, 5770036]
[paragraph, [82.0, 610.0, 338.0, 18.0], onUpbd0Cvl, 5770036]
[paragraph, [82.0, 628.0, 338.0, 18.0], onUpbd0Cvl, 5770036]
[paragraph, [82.0, 646.0, 338.0, 18.0], onUpbd0Cvl, 5770036]
[paragraph, [82.0, 664.0, 338.0, 18.0], onUpbd0Cvl, 5770036]
[paragraph, [82.0, 682.0, 338.0, 18.0], onUpbd0Cvl, 5770036]
[paragraph, [82.0, 700.0, 338.0, 18.0], onUpbd0Cvl, 5770036]
[paragraph, [82.0, 718.0, 338.0, 18.0], onUpbd0Cvl, 5770036]
[paragraph, [82.0, 736.0, 338.0, 18.0], onUpbd0Cvl, 5770036]
[paragraph, [82.0, 754.0, 338.0, 18.0], onUpbd0Cvl, 5770036]
[paragraph, [82.0, 772.0, 338.0, 18.0], onUpbd0Cvl, 5770036]
[paragraph, [82.0, 790.0, 338.0, 18.0], onUpbd0Cvl, 5770036]
[paragraph, [82.0, 808.0, 338.0, 18.0], onUpbd0Cvl, 5770036]
[paragraph, [82.0, 826.0, 338.0, 18.0], onUpbd0Cvl, 5770036]
[paragraph, [82.0, 844.0, 338.0, 18.0], onUpbd0Cvl, 5770036]
[paragraph, [82.0, 862.0, 338.0, 18.0], onUpbd0Cvl, 5770036]
[paragraph, [423.0, 712.0, 338.0, 18.0], -ztZfdf6yB, 5770036]
[paragraph, [423.0, 730.0, 338.0, 18.0], -ztZfdf6yB, 5770036]
[paragraph, [423.0, 748.0, 338.0, 18.0], -ztZfdf6yB, 5770036]
[paragraph, [423.0, 766.0, 338.0, 18.0], -ztZfdf6yB, 5770036]
[paragraph, [423.0, 784.0, 338.0, 18.0], -ztZfdf6yB, 5770036]
[paragraph, [423.0, 802.0, 338.0, 18.0], -ztZfdf6yB, 5770036]
[paragraph, [423.0, 820.0, 338.0, 18.0], -ztZfdf6yB, 5770036]
[paragraph, [423.0, 838.0, 338.0, 18.0], -ztZfdf6yB, 5770036]
[paragraph, [423.0, 856.0, 338.0, 18.0], -ztZfdf6yB, 5770036]
[paragraph, [423.0, 874.0, 338.0, 18.0], -ztZfdf6yB, 5770036]
[paragraph, [423.0, 892.0, 338.0, 18.0], -ztZfdf6yB, 5770036]
[paragraph, [423.0, 910.0, 338.0, 18.0], -ztZfdf6yB, 5770036]
[paragraph, [423.0, 928.0, 338.0, 18.0], -ztZfdf6yB, 5770036]
[paragraph, [423.0, 946.0, 338.0, 18.0], -ztZfdf6yB, 5770036]
[paragraph, [423.0, 964.0, 338.0, 18.0], -ztZfdf6yB, 5770036]
[paragraph, [423.0, 982.0, 338.0, 18.0], -ztZfdf6yB, 5770036]
[paragraph, [423.0, 1000.0, 338.0, 18.0], -ztZfdf6yB, 5770036]
[paragraph, [423.0, 1018.0, 338.0, 18.0], -ztZfdf6yB, 5770036]
[paragraph, [83.0, 892.0, 338.0, 18.0], vjD16CjmBI, 5770036]
[paragraph, [83.0, 910.0, 338.0, 18.0], vjD16CjmBI, 5770036]
[paragraph, [83.0, 928.0, 338.0, 18.0], vjD16CjmBI, 5770036]
[paragraph, [83.0, 946.0, 338.0, 18.0], vjD16CjmBI, 5770036]
[paragraph, [83.0, 964.0, 338.0, 18.0], vjD16CjmBI, 5770036]
[paragraph, [83.0, 982.0, 338.0, 18.0], vjD16CjmBI, 5770036]
[paragraph, [82.0, 999.0, 340.0, 18.0], Dqiz_SdboL, 5770036]
[paragraph, [82.0, 1017.0, 340.0, 18.0], Dqiz_SdboL, 5770036]
[paragraph, [82.0, 1035.0, 340.0, 18.0], Dqiz_SdboL, 5770036]
[paragraph, [82.0, 1053.0, 340.0, 18.0], Dqiz_SdboL, 5770036]
[paragraph, [82.0, 1071.0, 340.0, 18.0], Dqiz_SdboL, 5770036]
[paragraph, [82.0, 1089.0, 340.0, 18.0], Dqiz_SdboL, 5770036]
[paragraph, [82.0, 1107.0, 340.0, 18.0], Dqiz_SdboL, 5770036]
[paragraph, [82.0, 1125.0, 340.0, 18.0], Dqiz_SdboL, 5770036]
[paragraph, [82.0, 1143.0, 340.0, 18.0], Dqiz_SdboL, 5770036]
[paragraph, [82.0, 1161.0, 340.0, 18.0], Dqiz_SdboL, 5770036]
[paragraph, [82.0, 1179.0, 340.0, 18.0], Dqiz_SdboL, 5770036]
[paragraph, [82.0, 1197.0, 340.0, 18.0], Dqiz_SdboL, 5770036]
[paragraph, [82.0, 1215.0, 340.0, 18.0], Dqiz_SdboL, 5770036]
[paragraph, [82.0, 1233.0, 340.0, 18.0], Dqiz_SdboL, 5770036]
[paragraph, [431.0, 1043.0, 330.0, 18.0], I1aZkhrITJ, 5770036]
[paragraph, [431.0, 1061.0, 330.0, 18.0], I1aZkhrITJ, 5770036]
[paragraph, [431.0, 1079.0, 330.0, 18.0], I1aZkhrITJ, 5770036]
[paragraph, [431.0, 1097.0, 330.0, 18.0], I1aZkhrITJ, 5770036]
[paragraph, [431.0, 1115.0, 330.0, 18.0], I1aZkhrITJ, 5770036]
[paragraph, [431.0, 1133.0, 330.0, 18.0], I1aZkhrITJ, 5770036]
[paragraph, [431.0, 1151.0, 330.0, 18.0], I1aZkhrITJ, 5770036]
[paragraph, [431.0, 1169.0, 330.0, 18.0], I1aZkhrITJ, 5770036]
[paragraph, [431.0, 1187.0, 330.0, 18.0], I1aZkhrITJ, 5770036]
[paragraph, [431.0, 1205.0, 330.0, 18.0], I1aZkhrITJ, 5770036]
[paragraph, [431.0, 1223.0, 330.0, 18.0], I1aZkhrITJ, 5770036]
