[670, 1322]
[paragraph, [889.0, 99.0, 177.0, 18.0], yQmMkgxYUD, 5656427]
[paragraph, [1072.0, 403.0, 180.0, 18.0], zxsEI3oAJJ, 5656427]
[paragraph, [1072.0, 421.0, 180.0, 18.0], zxsEI3oAJJ, 5656427]
[paragraph, [255.0, 398.0, 180.0, 18.0], wE72DsC9dp, 5656427]
[paragraph, [74.0, 420.0, 174.0, 18.0], Pr0Ibo7yTC, 5656427]
[paragraph, [74.0, 438.0, 174.0, 18.0], Pr0Ibo7yTC, 5656427]
[paragraph, [74.0, 456.0, 174.0, 18.0], Pr0Ibo7yTC, 5656427]
[paragraph, [887.0, 446.0, 175.0, 18.0], LzCdXg3k1f, 5656427]
[paragraph, [887.0, 464.0, 175.0, 18.0], LzCdXg3k1f, 5656427]
[paragraph, [1073.0, 462.0, 174.0, 18.0], SLFVsNpiOz, 5656427]
[paragraph, [70.0, 476.0, 178.0, 18.0], WqehwVYfEG, 5656427]
[paragraph, [70.0, 494.0, 178.0, 18.0], WqehwVYfEG, 5656427]
[paragraph, [70.0, 512.0, 178.0, 18.0], WqehwVYfEG, 5656427]
[unordered-list, [887.0, 501.0, 136.0, 18.0], Tod3MUn8bS, 5656427]
