[1275, 750]
[section-title, [237.0, 88.0, 280.0, 30.0], shoonya_1sAL6CYZPSTNX1, 5767336]
[ordered-list, [51.0, 563.0, 660.0, 18.0], shoonya_4s275WH3975ALW, 5767336]
[ordered-list, [51.0, 581.0, 660.0, 18.0], shoonya_4s275WH3975ALW, 5767336]
[ordered-list, [51.0, 599.0, 660.0, 18.0], shoonya_4s275WH3975ALW, 5767336]
[ordered-list, [51.0, 617.0, 660.0, 18.0], shoonya_4s275WH3975ALW, 5767336]
[ordered-list, [51.0, 635.0, 660.0, 18.0], shoonya_4s275WH3975ALW, 5767336]
[ordered-list, [51.0, 653.0, 660.0, 18.0], shoonya_4s275WH3975ALW, 5767336]
[ordered-list, [51.0, 671.0, 660.0, 18.0], shoonya_4s275WH3975ALW, 5767336]
[ordered-list, [51.0, 689.0, 660.0, 18.0], shoonya_4s275WH3975ALW, 5767336]
[ordered-list, [51.0, 707.0, 660.0, 18.0], shoonya_4s275WH3975ALW, 5767336]
[ordered-list, [51.0, 725.0, 660.0, 18.0], shoonya_4s275WH3975ALW, 5767336]
[ordered-list, [51.0, 743.0, 660.0, 18.0], shoonya_4s275WH3975ALW, 5767336]
[ordered-list, [51.0, 761.0, 660.0, 18.0], shoonya_4s275WH3975ALW, 5767336]
[ordered-list, [51.0, 779.0, 660.0, 18.0], shoonya_4s275WH3975ALW, 5767336]
[ordered-list, [51.0, 797.0, 660.0, 18.0], shoonya_4s275WH3975ALW, 5767336]
[ordered-list, [51.0, 815.0, 660.0, 18.0], shoonya_4s275WH3975ALW, 5767336]
[ordered-list, [51.0, 833.0, 660.0, 18.0], shoonya_4s275WH3975ALW, 5767336]
[ordered-list, [51.0, 851.0, 660.0, 18.0], shoonya_4s275WH3975ALW, 5767336]
[ordered-list, [51.0, 869.0, 660.0, 18.0], shoonya_4s275WH3975ALW, 5767336]
[ordered-list, [51.0, 887.0, 660.0, 18.0], shoonya_4s275WH3975ALW, 5767336]
[ordered-list, [51.0, 905.0, 660.0, 18.0], shoonya_4s275WH3975ALW, 5767336]
[ordered-list, [51.0, 923.0, 660.0, 18.0], shoonya_4s275WH3975ALW, 5767336]
[ordered-list, [51.0, 941.0, 660.0, 18.0], shoonya_4s275WH3975ALW, 5767336]
[ordered-list, [51.0, 959.0, 660.0, 18.0], shoonya_4s275WH3975ALW, 5767336]
[ordered-list, [51.0, 977.0, 660.0, 18.0], shoonya_4s275WH3975ALW, 5767336]
[ordered-list, [51.0, 995.0, 660.0, 18.0], shoonya_4s275WH3975ALW, 5767336]
[ordered-list, [51.0, 1013.0, 660.0, 18.0], shoonya_4s275WH3975ALW, 5767336]
[ordered-list, [51.0, 1031.0, 660.0, 18.0], shoonya_4s275WH3975ALW, 5767336]
[ordered-list, [51.0, 1049.0, 660.0, 18.0], shoonya_4s275WH3975ALW, 5767336]
[ordered-list, [51.0, 1067.0, 660.0, 18.0], shoonya_4s275WH3975ALW, 5767336]
[ordered-list, [51.0, 1085.0, 660.0, 18.0], shoonya_4s275WH3975ALW, 5767336]
[ordered-list, [51.0, 1103.0, 660.0, 18.0], shoonya_4s275WH3975ALW, 5767336]
[ordered-list, [51.0, 1121.0, 660.0, 18.0], shoonya_4s275WH3975ALW, 5767336]
[ordered-list, [51.0, 1139.0, 660.0, 18.0], shoonya_4s275WH3975ALW, 5767336]
[ordered-list, [51.0, 1157.0, 660.0, 18.0], shoonya_4s275WH3975ALW, 5767336]
[ordered-list, [51.0, 1175.0, 660.0, 18.0], shoonya_4s275WH3975ALW, 5767336]
