[2806, 1984]
[flag, [312.0, 170.0, 426.0, 46.5], UPttF4g0rB, 5694080]
[sub-unordered-list, [780.0, 409.0, 413.0, 18.0], qHryywhG81, 5694080]
[headline, [312.0, 411.0, 255.0, 52.5], YkruTFHAKL, 5694080]
[sub-unordered-list, [782.0, 492.0, 393.0, 18.0], IXq9IWWS4w, 5694080]
[sub-unordered-list, [782.0, 510.0, 393.0, 18.0], IXq9IWWS4w, 5694080]
[sub-unordered-list, [782.0, 528.0, 393.0, 18.0], IXq9IWWS4w, 5694080]
[sub-unordered-list, [782.0, 546.0, 393.0, 18.0], IXq9IWWS4w, 5694080]
[sub-unordered-list, [782.0, 564.0, 393.0, 18.0], IXq9IWWS4w, 5694080]
[sub-unordered-list, [782.0, 582.0, 393.0, 18.0], IXq9IWWS4w, 5694080]
[sub-unordered-list, [782.0, 600.0, 393.0, 18.0], IXq9IWWS4w, 5694080]
[sub-unordered-list, [782.0, 618.0, 393.0, 18.0], IXq9IWWS4w, 5694080]
[sub-unordered-list, [782.0, 636.0, 393.0, 18.0], IXq9IWWS4w, 5694080]
[sub-unordered-list, [782.0, 654.0, 393.0, 18.0], IXq9IWWS4w, 5694080]
[paragraph, [312.0, 502.0, 450.0, 46.5], P81-LZr4jJ, 5694080]
[paragraph, [312.0, 548.5, 450.0, 46.5], P81-LZr4jJ, 5694080]
[paragraph, [312.0, 595.0, 450.0, 46.5], P81-LZr4jJ, 5694080]
[folio, [1238.0, 624.0, 279.0, 46.5], 7QfMludjxi, 5694080]
[unordered-list, [310.0, 655.0, 452.0, 46.5], shoonya_0sTVBHXV9GSD3C, 5694080]
[unordered-list, [310.0, 701.5, 452.0, 46.5], shoonya_0sTVBHXV9GSD3C, 5694080]
[unordered-list, [310.0, 748.0, 452.0, 46.5], shoonya_0sTVBHXV9GSD3C, 5694080]
[unordered-list, [310.0, 794.5, 452.0, 46.5], shoonya_0sTVBHXV9GSD3C, 5694080]
[unordered-list, [310.0, 841.0, 452.0, 46.5], shoonya_0sTVBHXV9GSD3C, 5694080]
[unordered-list, [310.0, 887.5, 452.0, 46.5], shoonya_0sTVBHXV9GSD3C, 5694080]
[unordered-list, [310.0, 934.0, 452.0, 46.5], shoonya_0sTVBHXV9GSD3C, 5694080]
[unordered-list, [310.0, 980.5, 452.0, 46.5], shoonya_0sTVBHXV9GSD3C, 5694080]
[unordered-list, [310.0, 1027.0, 452.0, 46.5], shoonya_0sTVBHXV9GSD3C, 5694080]
[unordered-list, [310.0, 1073.5, 452.0, 46.5], shoonya_0sTVBHXV9GSD3C, 5694080]
[unordered-list, [310.0, 1120.0, 452.0, 46.5], shoonya_0sTVBHXV9GSD3C, 5694080]
[unordered-list, [310.0, 1166.5, 452.0, 46.5], shoonya_0sTVBHXV9GSD3C, 5694080]
[unordered-list, [310.0, 1213.0, 452.0, 46.5], shoonya_0sTVBHXV9GSD3C, 5694080]
[unordered-list, [310.0, 1259.5, 452.0, 46.5], shoonya_0sTVBHXV9GSD3C, 5694080]
[unordered-list, [310.0, 1306.0, 452.0, 46.5], shoonya_0sTVBHXV9GSD3C, 5694080]
[unordered-list, [310.0, 1352.5, 452.0, 46.5], shoonya_0sTVBHXV9GSD3C, 5694080]
[unordered-list, [310.0, 1399.0, 452.0, 46.5], shoonya_0sTVBHXV9GSD3C, 5694080]
[ordered-list, [1235.0, 718.0, 314.0, 46.5], rw1pgIZ-2b, 5694080]
[ordered-list, [1235.0, 764.5, 314.0, 46.5], rw1pgIZ-2b, 5694080]
[sub-unordered-list, [309.0, 738.0, 443.0, 18.0], vIZgAk4dXJ, 5694080]
[sub-unordered-list, [309.0, 756.0, 443.0, 18.0], vIZgAk4dXJ, 5694080]
[sub-unordered-list, [309.0, 774.0, 443.0, 18.0], vIZgAk4dXJ, 5694080]
[sub-unordered-list, [309.0, 792.0, 443.0, 18.0], vIZgAk4dXJ, 5694080]
[sub-unordered-list, [309.0, 810.0, 443.0, 18.0], vIZgAk4dXJ, 5694080]
[sub-unordered-list, [309.0, 828.0, 443.0, 18.0], vIZgAk4dXJ, 5694080]
[sub-unordered-list, [309.0, 846.0, 443.0, 18.0], vIZgAk4dXJ, 5694080]
[sub-unordered-list, [309.0, 864.0, 443.0, 18.0], vIZgAk4dXJ, 5694080]
[sub-unordered-list, [309.0, 882.0, 443.0, 18.0], vIZgAk4dXJ, 5694080]
[sub-unordered-list, [309.0, 900.0, 443.0, 18.0], vIZgAk4dXJ, 5694080]
[sub-unordered-list, [309.0, 918.0, 443.0, 18.0], vIZgAk4dXJ, 5694080]
[sub-unordered-list, [775.0, 742.0, 391.0, 18.0], BplPizPx-A, 5694080]
[sub-unordered-list, [775.0, 760.0, 391.0, 18.0], BplPizPx-A, 5694080]
[sub-unordered-list, [775.0, 778.0, 391.0, 18.0], BplPizPx-A, 5694080]
[sub-unordered-list, [775.0, 796.0, 391.0, 18.0], BplPizPx-A, 5694080]
[sub-unordered-list, [775.0, 814.0, 391.0, 18.0], BplPizPx-A, 5694080]
[sub-unordered-list, [775.0, 832.0, 391.0, 18.0], BplPizPx-A, 5694080]
[sub-unordered-list, [775.0, 850.0, 391.0, 18.0], BplPizPx-A, 5694080]
[sub-unordered-list, [775.0, 868.0, 391.0, 18.0], BplPizPx-A, 5694080]
[sub-unordered-list, [775.0, 886.0, 391.0, 18.0], BplPizPx-A, 5694080]
[sub-unordered-list, [775.0, 904.0, 391.0, 18.0], BplPizPx-A, 5694080]
[sub-unordered-list, [775.0, 922.0, 391.0, 18.0], BplPizPx-A, 5694080]
[sidebar, [1238.0, 856.0, 440.0, 46.5], E3KeTLnaPj, 5694080]
[sidebar, [1238.0, 902.5, 440.0, 46.5], E3KeTLnaPj, 5694080]
[sidebar, [1238.0, 949.0, 440.0, 46.5], E3KeTLnaPj, 5694080]
[sidebar, [1238.0, 995.5, 440.0, 46.5], E3KeTLnaPj, 5694080]
[sidebar, [1238.0, 1042.0, 440.0, 46.5], E3KeTLnaPj, 5694080]
[sidebar, [1238.0, 1088.5, 440.0, 46.5], E3KeTLnaPj, 5694080]
[sidebar, [1238.0, 1135.0, 440.0, 46.5], E3KeTLnaPj, 5694080]
[sidebar, [1238.0, 1181.5, 440.0, 46.5], E3KeTLnaPj, 5694080]
[sidebar, [1238.0, 1228.0, 440.0, 46.5], E3KeTLnaPj, 5694080]
[sidebar, [1238.0, 1274.5, 440.0, 46.5], E3KeTLnaPj, 5694080]
[sidebar, [1238.0, 1321.0, 440.0, 46.5], E3KeTLnaPj, 5694080]
[sidebar, [1238.0, 1367.5, 440.0, 46.5], E3KeTLnaPj, 5694080]
[folio, [1570.0, 869.0, 84.0, 46.5], Of6Fugkwf5, 5694080]
[flag, [1268.0, 963.0, 208.0, 46.5], W0OUjWScew, 5694080]
[flag, [1268.0, 1009.5, 208.0, 46.5], W0OUjWScew, 5694080]
[sub-unordered-list, [314.0, 1000.0, 411.0, 18.0], -TskNB4DUi, 5694080]
[sub-unordered-list, [314.0, 1018.0, 411.0, 18.0], -TskNB4DUi, 5694080]
[sub-unordered-list, [314.0, 1036.0, 411.0, 18.0], -TskNB4DUi, 5694080]
[sub-unordered-list, [314.0, 1054.0, 411.0, 18.0], -TskNB4DUi, 5694080]
[sub-unordered-list, [314.0, 1072.0, 411.0, 18.0], -TskNB4DUi, 5694080]
[sub-unordered-list, [314.0, 1090.0, 411.0, 18.0], -TskNB4DUi, 5694080]
[sub-unordered-list, [314.0, 1108.0, 411.0, 18.0], -TskNB4DUi, 5694080]
[sub-unordered-list, [314.0, 1126.0, 411.0, 18.0], -TskNB4DUi, 5694080]
[sub-unordered-list, [780.0, 1000.0, 426.0, 18.0], QtQDBpTzKo, 5694080]
[sub-unordered-list, [780.0, 1018.0, 426.0, 18.0], QtQDBpTzKo, 5694080]
[sub-unordered-list, [780.0, 1036.0, 426.0, 18.0], QtQDBpTzKo, 5694080]
[sub-unordered-list, [780.0, 1054.0, 426.0, 18.0], QtQDBpTzKo, 5694080]
[sub-unordered-list, [780.0, 1072.0, 426.0, 18.0], QtQDBpTzKo, 5694080]
[sub-unordered-list, [780.0, 1090.0, 426.0, 18.0], QtQDBpTzKo, 5694080]
[sub-unordered-list, [780.0, 1108.0, 426.0, 18.0], QtQDBpTzKo, 5694080]
[sub-unordered-list, [780.0, 1126.0, 426.0, 18.0], QtQDBpTzKo, 5694080]
[sub-unordered-list, [780.0, 1144.0, 426.0, 18.0], QtQDBpTzKo, 5694080]
[sub-unordered-list, [780.0, 1162.0, 426.0, 18.0], QtQDBpTzKo, 5694080]
[ordered-list, [1248.0, 1102.0, 364.0, 46.5], JHq8GKIFpH, 5694080]
[ordered-list, [1248.0, 1148.5, 364.0, 46.5], JHq8GKIFpH, 5694080]
[ordered-list, [1248.0, 1195.0, 364.0, 46.5], JHq8GKIFpH, 5694080]
[ordered-list, [1248.0, 1241.5, 364.0, 46.5], JHq8GKIFpH, 5694080]
[ordered-list, [1248.0, 1288.0, 364.0, 46.5], JHq8GKIFpH, 5694080]
[ordered-list, [1248.0, 1334.5, 364.0, 46.5], JHq8GKIFpH, 5694080]
[sub-unordered-list, [309.0, 1228.0, 453.0, 18.0], 5NivHsQ0RW, 5694080]
[sub-unordered-list, [309.0, 1246.0, 453.0, 18.0], 5NivHsQ0RW, 5694080]
[sub-unordered-list, [309.0, 1264.0, 453.0, 18.0], 5NivHsQ0RW, 5694080]
[sub-unordered-list, [309.0, 1282.0, 453.0, 18.0], 5NivHsQ0RW, 5694080]
[sub-unordered-list, [309.0, 1300.0, 453.0, 18.0], 5NivHsQ0RW, 5694080]
[sub-unordered-list, [309.0, 1318.0, 453.0, 18.0], 5NivHsQ0RW, 5694080]
[sub-unordered-list, [309.0, 1336.0, 453.0, 18.0], 5NivHsQ0RW, 5694080]
[sub-unordered-list, [309.0, 1354.0, 453.0, 18.0], 5NivHsQ0RW, 5694080]
[sub-unordered-list, [309.0, 1372.0, 453.0, 18.0], 5NivHsQ0RW, 5694080]
[sub-unordered-list, [309.0, 1390.0, 453.0, 18.0], 5NivHsQ0RW, 5694080]
[sub-unordered-list, [309.0, 1408.0, 453.0, 18.0], 5NivHsQ0RW, 5694080]
[sub-unordered-list, [309.0, 1426.0, 453.0, 18.0], 5NivHsQ0RW, 5694080]
[sub-unordered-list, [777.0, 1243.0, 423.0, 18.0], KS0a-b3CwE, 5694080]
[sub-unordered-list, [777.0, 1261.0, 423.0, 18.0], KS0a-b3CwE, 5694080]
[sub-unordered-list, [777.0, 1279.0, 423.0, 18.0], KS0a-b3CwE, 5694080]
[sub-unordered-list, [777.0, 1297.0, 423.0, 18.0], KS0a-b3CwE, 5694080]
[sub-unordered-list, [777.0, 1315.0, 423.0, 18.0], KS0a-b3CwE, 5694080]
[sub-unordered-list, [777.0, 1333.0, 423.0, 18.0], KS0a-b3CwE, 5694080]
[sub-unordered-list, [777.0, 1351.0, 423.0, 18.0], KS0a-b3CwE, 5694080]
[sub-unordered-list, [777.0, 1369.0, 423.0, 18.0], KS0a-b3CwE, 5694080]
[sub-unordered-list, [777.0, 1387.0, 423.0, 18.0], KS0a-b3CwE, 5694080]
[sub-unordered-list, [777.0, 1405.0, 423.0, 18.0], KS0a-b3CwE, 5694080]
[headline, [1216.0, 1666.0, 391.0, 52.5], YKBIk9ZcSh, 5694080]
[headline, [1216.0, 1718.5, 391.0, 52.5], YKBIk9ZcSh, 5694080]
[headline, [1216.0, 1771.0, 391.0, 52.5], YKBIk9ZcSh, 5694080]
[sub-headline, [1203.0, 1889.0, 408.0, 76.5], lEw12Eu1W4, 5694080]
[sub-headline, [1203.0, 1965.5, 408.0, 76.5], lEw12Eu1W4, 5694080]
[flag, [1208.0, 2167.0, 408.0, 46.5], OSH_YqSP64, 5694080]
[flag, [1208.0, 2213.5, 408.0, 46.5], OSH_YqSP64, 5694080]
[flag, [1208.0, 2260.0, 408.0, 46.5], OSH_YqSP64, 5694080]
[paragraph, [413.0, 2449.0, 1156.0, 46.5], 6K8WTUDWcI, 5694080]
[paragraph, [413.0, 2495.5, 1156.0, 46.5], 6K8WTUDWcI, 5694080]
