[1425, 1088]
[paragraph, [130.0, 130.0, 786.0, 18.0], shoonya_4sW33R9LXZ99FZ, 5758943]
[paragraph, [104.0, 1027.0, 841.0, 18.0], shoonya_0sLS81Z02MHFX5, 5758943]
[paragraph, [104.0, 1045.0, 841.0, 18.0], shoonya_0sLS81Z02MHFX5, 5758943]
[paragraph, [104.0, 1063.0, 841.0, 18.0], shoonya_0sLS81Z02MHFX5, 5758943]
[paragraph, [104.0, 1081.0, 841.0, 18.0], shoonya_0sLS81Z02MHFX5, 5758943]
[paragraph, [104.0, 1099.0, 841.0, 18.0], shoonya_0sLS81Z02MHFX5, 5758943]
[paragraph, [104.0, 1117.0, 841.0, 18.0], shoonya_0sLS81Z02MHFX5, 5758943]
[paragraph, [104.0, 1135.0, 841.0, 18.0], shoonya_0sLS81Z02MHFX5, 5758943]
[paragraph, [104.0, 1153.0, 841.0, 18.0], shoonya_0sLS81Z02MHFX5, 5758943]
[paragraph, [98.0, 1218.0, 783.0, 18.0], shoonya_1sT8B0I6OOLBRJ, 5758943]
[paragraph, [98.0, 1236.0, 783.0, 18.0], shoonya_1sT8B0I6OOLBRJ, 5758943]
[paragraph, [98.0, 1254.0, 783.0, 18.0], shoonya_1sT8B0I6OOLBRJ, 5758943]
[folio, [803.0, 1352.0, 144.0, 18.0], Z0uLzaXix5, 5758943]
[folio, [803.0, 1370.0, 144.0, 18.0], Z0uLzaXix5, 5758943]
