[1806, 1262]
[paragraph, [94.0, 173.0, 508.0, 36.0], shoonya_3sBQ764M5Z6T2L, 5681492]
[paragraph, [96.0, 1241.0, 506.0, 36.0], shoonya_4sW3VVP5W8BETA, 5681492]
[paragraph, [654.0, 584.0, 508.0, 36.0], shoonya_7s8DWW5R70LPWA, 5681492]
[paragraph, [654.0, 620.0, 508.0, 36.0], shoonya_7s8DWW5R70LPWA, 5681492]
[paragraph, [654.0, 656.0, 508.0, 36.0], shoonya_7s8DWW5R70LPWA, 5681492]
[paragraph, [654.0, 692.0, 508.0, 36.0], shoonya_7s8DWW5R70LPWA, 5681492]
[paragraph, [654.0, 728.0, 508.0, 36.0], shoonya_7s8DWW5R70LPWA, 5681492]
[paragraph, [654.0, 764.0, 508.0, 36.0], shoonya_7s8DWW5R70LPWA, 5681492]
[paragraph, [654.0, 800.0, 508.0, 36.0], shoonya_7s8DWW5R70LPWA, 5681492]
[paragraph, [654.0, 836.0, 508.0, 36.0], shoonya_7s8DWW5R70LPWA, 5681492]
[paragraph, [654.0, 872.0, 508.0, 36.0], shoonya_7s8DWW5R70LPWA, 5681492]
[paragraph, [654.0, 908.0, 508.0, 36.0], shoonya_7s8DWW5R70LPWA, 5681492]
[paragraph, [654.0, 944.0, 508.0, 36.0], shoonya_7s8DWW5R70LPWA, 5681492]
[paragraph, [654.0, 980.0, 508.0, 36.0], shoonya_7s8DWW5R70LPWA, 5681492]
[paragraph, [654.0, 1016.0, 508.0, 36.0], shoonya_7s8DWW5R70LPWA, 5681492]
[paragraph, [654.0, 1052.0, 508.0, 36.0], shoonya_7s8DWW5R70LPWA, 5681492]
[paragraph, [654.0, 1088.0, 508.0, 36.0], shoonya_7s8DWW5R70LPWA, 5681492]
[paragraph, [654.0, 1124.0, 508.0, 36.0], shoonya_7s8DWW5R70LPWA, 5681492]
[paragraph, [653.0, 1197.0, 517.0, 36.0], iKG6jIwl1J, 5681492]
[paragraph, [653.0, 1233.0, 517.0, 36.0], iKG6jIwl1J, 5681492]
[paragraph, [653.0, 1269.0, 517.0, 36.0], iKG6jIwl1J, 5681492]
[paragraph, [653.0, 1305.0, 517.0, 36.0], iKG6jIwl1J, 5681492]
[paragraph, [653.0, 1341.0, 517.0, 36.0], iKG6jIwl1J, 5681492]
[paragraph, [653.0, 1377.0, 517.0, 36.0], iKG6jIwl1J, 5681492]
[paragraph, [653.0, 1413.0, 517.0, 36.0], iKG6jIwl1J, 5681492]
[paragraph, [653.0, 1449.0, 517.0, 36.0], iKG6jIwl1J, 5681492]
[paragraph, [653.0, 1485.0, 517.0, 36.0], iKG6jIwl1J, 5681492]
[paragraph, [653.0, 1521.0, 517.0, 36.0], iKG6jIwl1J, 5681492]
[paragraph, [653.0, 1557.0, 517.0, 36.0], iKG6jIwl1J, 5681492]
[paragraph, [653.0, 1593.0, 517.0, 36.0], iKG6jIwl1J, 5681492]
[paragraph, [653.0, 1629.0, 517.0, 36.0], iKG6jIwl1J, 5681492]
[paragraph, [653.0, 1665.0, 517.0, 36.0], iKG6jIwl1J, 5681492]
[paragraph, [99.0, 1295.0, 507.0, 36.0], shoonya_5sOYDF81PYFWUX, 5681492]
[paragraph, [99.0, 1331.0, 507.0, 36.0], shoonya_5sOYDF81PYFWUX, 5681492]
[paragraph, [99.0, 1367.0, 507.0, 36.0], shoonya_5sOYDF81PYFWUX, 5681492]
[paragraph, [99.0, 1403.0, 507.0, 36.0], shoonya_5sOYDF81PYFWUX, 5681492]
[paragraph, [99.0, 1439.0, 507.0, 36.0], shoonya_5sOYDF81PYFWUX, 5681492]
[paragraph, [99.0, 1475.0, 507.0, 36.0], shoonya_5sOYDF81PYFWUX, 5681492]
[paragraph, [99.0, 1511.0, 507.0, 36.0], shoonya_5sOYDF81PYFWUX, 5681492]
[paragraph, [99.0, 1547.0, 507.0, 36.0], shoonya_5sOYDF81PYFWUX, 5681492]
[paragraph, [99.0, 1583.0, 507.0, 36.0], shoonya_5sOYDF81PYFWUX, 5681492]
[paragraph, [99.0, 1619.0, 507.0, 36.0], shoonya_5sOYDF81PYFWUX, 5681492]
[paragraph, [99.0, 1655.0, 507.0, 36.0], shoonya_5sOYDF81PYFWUX, 5681492]
