[792, 612]
[paragraph, [0.0, 1.0, 611.0, 18.0], shoonya_6sX72XFK774Y37, 6515643]
[paragraph, [55.0, 510.0, 163.0, 18.0], shoonya_7s8ATPV5SCHM5T, 6515643]
[paragraph, [55.0, 528.0, 163.0, 18.0], shoonya_7s8ATPV5SCHM5T, 6515643]
[paragraph, [55.0, 546.0, 163.0, 18.0], shoonya_7s8ATPV5SCHM5T, 6515643]
[paragraph, [55.0, 564.0, 163.0, 18.0], shoonya_7s8ATPV5SCHM5T, 6515643]
[paragraph, [55.0, 582.0, 163.0, 18.0], shoonya_7s8ATPV5SCHM5T, 6515643]
[paragraph, [55.0, 600.0, 163.0, 18.0], shoonya_7s8ATPV5SCHM5T, 6515643]
[paragraph, [55.0, 618.0, 163.0, 18.0], shoonya_7s8ATPV5SCHM5T, 6515643]
[paragraph, [392.0, 302.0, 164.0, 18.0], shoonya_1sBV6M3ODDDTG0, 6515643]
[paragraph, [392.0, 320.0, 164.0, 18.0], shoonya_1sBV6M3ODDDTG0, 6515643]
[paragraph, [392.0, 338.0, 164.0, 18.0], shoonya_1sBV6M3ODDDTG0, 6515643]
[paragraph, [392.0, 356.0, 164.0, 18.0], shoonya_1sBV6M3ODDDTG0, 6515643]
[paragraph, [392.0, 374.0, 94.0, 18.0], shoonya_11sOF9D2PQF0L3, 6515643]
[paragraph, [392.0, 392.0, 94.0, 18.0], shoonya_11sOF9D2PQF0L3, 6515643]
[paragraph, [392.0, 410.0, 94.0, 18.0], shoonya_11sOF9D2PQF0L3, 6515643]
[paragraph, [224.0, 386.0, 163.0, 18.0], shoonya_4sJMVYEQ66HTE9, 6515643]
[paragraph, [224.0, 404.0, 163.0, 18.0], shoonya_4sJMVYEQ66HTE9, 6515643]
[paragraph, [224.0, 422.0, 163.0, 18.0], shoonya_4sJMVYEQ66HTE9, 6515643]
[paragraph, [224.0, 440.0, 163.0, 18.0], shoonya_4sJMVYEQ66HTE9, 6515643]
[paragraph, [224.0, 458.0, 163.0, 18.0], shoonya_4sJMVYEQ66HTE9, 6515643]
[paragraph, [224.0, 476.0, 163.0, 18.0], shoonya_4sJMVYEQ66HTE9, 6515643]
[paragraph, [224.0, 494.0, 163.0, 18.0], shoonya_4sJMVYEQ66HTE9, 6515643]
[paragraph, [224.0, 518.0, 136.0, 18.0], shoonya_12sSULNLG7MXCX, 6515643]
[paragraph, [224.0, 554.0, 104.0, 18.0], shoonya_13sMPOME3H3G85, 6515643]
[paragraph, [224.0, 572.0, 104.0, 18.0], shoonya_13sMPOME3H3G85, 6515643]
[paragraph, [224.0, 590.0, 104.0, 18.0], shoonya_13sMPOME3H3G85, 6515643]
[paragraph, [224.0, 608.0, 104.0, 18.0], shoonya_13sMPOME3H3G85, 6515643]
[sidebar, [55.0, 650.0, 228.0, 18.0], shoonya_9sI4OTV25ZCLK7, 6515643]
[sidebar, [55.0, 668.0, 228.0, 18.0], shoonya_9sI4OTV25ZCLK7, 6515643]
[sidebar, [55.0, 686.0, 228.0, 18.0], shoonya_9sI4OTV25ZCLK7, 6515643]
[sidebar, [55.0, 704.0, 228.0, 18.0], shoonya_9sI4OTV25ZCLK7, 6515643]
