[2339, 1653]
[folio, [235.0, 328.0, 321.0, 36.0], ckEl3FsG2Z, 5735586]
[paragraph, [844.0, 840.0, 191.0, 36.0], fLBrwpOazN, 5735586]
[paragraph, [844.0, 876.0, 191.0, 36.0], fLBrwpOazN, 5735586]
[paragraph, [829.0, 968.0, 365.0, 36.0], rsJ8u0u64U, 5735586]
[paragraph, [1087.0, 1015.0, 336.0, 36.0], AXMmu7RqWa, 5735586]
[paragraph, [1087.0, 1051.0, 336.0, 36.0], AXMmu7RqWa, 5735586]
[paragraph, [1087.0, 1087.0, 336.0, 36.0], AXMmu7RqWa, 5735586]
[paragraph, [1087.0, 1123.0, 336.0, 36.0], AXMmu7RqWa, 5735586]
[paragraph, [1087.0, 1159.0, 336.0, 36.0], AXMmu7RqWa, 5735586]
[paragraph, [1087.0, 1195.0, 336.0, 36.0], AXMmu7RqWa, 5735586]
[paragraph, [1087.0, 1231.0, 336.0, 36.0], AXMmu7RqWa, 5735586]
[paragraph, [1087.0, 1267.0, 336.0, 36.0], AXMmu7RqWa, 5735586]
[paragraph, [1087.0, 1303.0, 336.0, 36.0], AXMmu7RqWa, 5735586]
[paragraph, [837.0, 1364.0, 579.0, 36.0], shoonya_2sOBO20UR02YFZ, 5735586]
[paragraph, [837.0, 1400.0, 579.0, 36.0], shoonya_2sOBO20UR02YFZ, 5735586]
[paragraph, [837.0, 1436.0, 579.0, 36.0], shoonya_2sOBO20UR02YFZ, 5735586]
[paragraph, [837.0, 1472.0, 579.0, 36.0], shoonya_2sOBO20UR02YFZ, 5735586]
[paragraph, [837.0, 1508.0, 579.0, 36.0], shoonya_2sOBO20UR02YFZ, 5735586]
[paragraph, [837.0, 1544.0, 579.0, 36.0], shoonya_2sOBO20UR02YFZ, 5735586]
[paragraph, [837.0, 1580.0, 579.0, 36.0], shoonya_2sOBO20UR02YFZ, 5735586]
[paragraph, [837.0, 1616.0, 579.0, 36.0], shoonya_2sOBO20UR02YFZ, 5735586]
[paragraph, [837.0, 1652.0, 579.0, 36.0], shoonya_2sOBO20UR02YFZ, 5735586]
[paragraph, [837.0, 1688.0, 579.0, 36.0], shoonya_2sOBO20UR02YFZ, 5735586]
[paragraph, [837.0, 1724.0, 579.0, 36.0], shoonya_2sOBO20UR02YFZ, 5735586]
[paragraph, [837.0, 1760.0, 579.0, 36.0], shoonya_2sOBO20UR02YFZ, 5735586]
[paragraph, [837.0, 1796.0, 579.0, 36.0], shoonya_2sOBO20UR02YFZ, 5735586]
[paragraph, [837.0, 1832.0, 579.0, 36.0], shoonya_2sOBO20UR02YFZ, 5735586]
[paragraph, [837.0, 1868.0, 579.0, 36.0], shoonya_2sOBO20UR02YFZ, 5735586]
[paragraph, [837.0, 1904.0, 579.0, 36.0], shoonya_2sOBO20UR02YFZ, 5735586]
[paragraph, [236.0, 1500.0, 579.0, 36.0], shoonya_0s451IKCNFXGUO, 5735586]
[paragraph, [236.0, 1536.0, 579.0, 36.0], shoonya_0s451IKCNFXGUO, 5735586]
[paragraph, [236.0, 1572.0, 579.0, 36.0], shoonya_0s451IKCNFXGUO, 5735586]
[paragraph, [236.0, 1608.0, 579.0, 36.0], shoonya_0s451IKCNFXGUO, 5735586]
[paragraph, [236.0, 1644.0, 579.0, 36.0], shoonya_0s451IKCNFXGUO, 5735586]
[paragraph, [236.0, 1680.0, 579.0, 36.0], shoonya_0s451IKCNFXGUO, 5735586]
[paragraph, [236.0, 1716.0, 579.0, 36.0], shoonya_0s451IKCNFXGUO, 5735586]
[paragraph, [236.0, 1752.0, 579.0, 36.0], shoonya_0s451IKCNFXGUO, 5735586]
[paragraph, [236.0, 1788.0, 579.0, 36.0], shoonya_0s451IKCNFXGUO, 5735586]
[paragraph, [236.0, 1824.0, 579.0, 36.0], shoonya_0s451IKCNFXGUO, 5735586]
[paragraph, [236.0, 1860.0, 579.0, 36.0], shoonya_0s451IKCNFXGUO, 5735586]
[paragraph, [236.0, 1896.0, 579.0, 36.0], shoonya_0s451IKCNFXGUO, 5735586]
[folio, [1181.0, 1966.0, 232.0, 36.0], shoonya_5sQ6NU0YY0N4GX, 5735586]
