[1240, 1755]
[folio, [146.0, 92.0, 690.0, 18.0], shoonya_3sNE0L6O8WTUSR, 5764515]
[second-level-question, [916.0, 647.0, 745.0, 18.0], Zi8m0Azw8k, 5764515]
[second-level-question, [916.0, 665.0, 745.0, 18.0], Zi8m0Azw8k, 5764515]
[second-level-question, [916.0, 683.0, 745.0, 18.0], Zi8m0Azw8k, 5764515]
[second-level-question, [916.0, 701.0, 745.0, 18.0], Zi8m0Azw8k, 5764515]
[second-level-question, [916.0, 719.0, 745.0, 18.0], Zi8m0Azw8k, 5764515]
[second-level-question, [916.0, 737.0, 745.0, 18.0], Zi8m0Azw8k, 5764515]
[second-level-question, [916.0, 755.0, 745.0, 18.0], Zi8m0Azw8k, 5764515]
[second-level-question, [916.0, 773.0, 745.0, 18.0], Zi8m0Azw8k, 5764515]
[second-level-question, [916.0, 791.0, 745.0, 18.0], Zi8m0Azw8k, 5764515]
[second-level-question, [916.0, 809.0, 745.0, 18.0], Zi8m0Azw8k, 5764515]
[second-level-question, [916.0, 827.0, 745.0, 18.0], Zi8m0Azw8k, 5764515]
[second-level-question, [916.0, 845.0, 745.0, 18.0], Zi8m0Azw8k, 5764515]
[second-level-question, [916.0, 863.0, 745.0, 18.0], Zi8m0Azw8k, 5764515]
[second-level-question, [916.0, 881.0, 745.0, 18.0], Zi8m0Azw8k, 5764515]
[second-level-question, [916.0, 899.0, 745.0, 18.0], Zi8m0Azw8k, 5764515]
[section-title, [444.0, 836.0, 123.0, 30.0], shoonya_5sEC6QN62LPVKG, 5764515]
[sidebar, [640.0, 915.0, 138.0, 18.0], 9TfDz4rUYI, 5764515]
[second-level-question, [133.0, 950.0, 699.0, 18.0], t6QP194o4n, 5764515]
[second-level-question, [133.0, 968.0, 699.0, 18.0], t6QP194o4n, 5764515]
[second-level-question, [133.0, 986.0, 699.0, 18.0], t6QP194o4n, 5764515]
[second-level-question, [133.0, 1004.0, 699.0, 18.0], t6QP194o4n, 5764515]
[second-level-question, [133.0, 1022.0, 699.0, 18.0], t6QP194o4n, 5764515]
[second-level-question, [133.0, 1040.0, 699.0, 18.0], t6QP194o4n, 5764515]
[folio, [1278.0, 1086.0, 252.0, 18.0], 8ji0pScYy_, 5764515]
[folio, [1278.0, 1104.0, 252.0, 18.0], 8ji0pScYy_, 5764515]
